Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards
1.0,Andy Lee,25.0,SFO,P,16.0,0.0,105.0,4968.0,47.3,402.0,4306.0,41.0,74.0,13.0,12.4,42.0,40.0,0.0,"PB,AP-1"
2.0,Dustin Colquitt,25.0,KAN,P,16.0,0.0,95.0,4322.0,45.5,387.0,3755.0,39.1,81.0,9.0,9.5,27.0,28.4,1.0,
3.0,Jason Baker,29.0,CAR,P,16.0,0.0,90.0,3978.0,44.2,485.0,3393.0,37.7,64.0,5.0,5.6,22.0,24.4,0.0,
4.0,Michael Koenen,25.0,ATL,P,16.0,0.0,88.0,3824.0,43.5,307.0,3417.0,38.8,63.0,5.0,5.7,30.0,34.1,0.0,
5.0,Brad Maynard,33.0,CHI,P,15.0,0.0,88.0,3682.0,41.8,214.0,3288.0,37.4,56.0,9.0,10.2,27.0,30.7,0.0,
6.0,Ryan Plackemeier,23.0,SEA,P,16.0,0.0,86.0,3436.0,40.0,362.0,2954.0,34.3,62.0,6.0,7.0,30.0,34.9,0.0,
7.0,Chris Kluwe,26.0,MIN,P,16.0,0.0,81.0,3621.0,44.7,440.0,3001.0,37.0,70.0,9.0,11.1,34.0,42.0,0.0,
8.0,Brian Moorman,31.0,BUF,P,16.0,0.0,81.0,3302.0,40.8,196.0,3046.0,37.6,75.0,3.0,3.7,30.0,37.0,0.0,
9.0,Mike Scifres,27.0,SDG,P,16.0,0.0,81.0,3735.0,46.1,311.0,3244.0,39.6,70.0,9.0,11.1,36.0,44.4,1.0,
10.0,Donnie Jones,27.0,STL,P,16.0,0.0,78.0,3684.0,47.2,437.0,3067.0,39.3,80.0,9.0,11.5,18.0,23.1,0.0,
11.0,Sam Koch,25.0,BAL,P,16.0,0.0,78.0,3397.0,43.6,375.0,2842.0,36.0,64.0,9.0,11.5,20.0,25.6,1.0,
12.0,Josh Bidwell,31.0,TAM,P,16.0,0.0,77.0,3382.0,43.9,280.0,2902.0,37.2,61.0,10.0,13.0,30.0,39.0,1.0,
13.0,Brandon Fields,23.0,MIA,P,16.0,0.0,77.0,3327.0,43.2,387.0,2820.0,36.6,61.0,6.0,7.8,10.0,13.0,0.0,
