Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Nate Burleson,26.0,SEA,WR,16.0,12.0,58.0,658.0,1.0,94.0,11.3,27.0,590.0,1.0,91.0,21.9,1946.0,
2.0,Michael Lewis,36.0,SFO,WR,13.0,0.0,44.0,336.0,0.0,51.0,7.6,5.0,86.0,0.0,24.0,17.2,422.0,
3.0,Steve Breaston,24.0,ARI,WR,16.0,0.0,42.0,395.0,1.0,73.0,9.4,62.0,1391.0,0.0,59.0,22.4,1886.0,
4.0,Devin Hester,25.0,CHI,PR,16.0,0.0,42.0,651.0,4.0,89.0,15.5,43.0,934.0,2.0,97.0,21.7,1874.0,"PB,AP-1"
5.0,R.W. McQuarters,31.0,NYG,DB,16.0,2.0,42.0,318.0,0.0,27.0,7.6,0.0,0.0,0.0,0.0,,318.0,
6.0,Allen Rossum,32.0,PIT,DB,15.0,0.0,36.0,232.0,0.0,49.0,6.4,38.0,885.0,1.0,98.0,23.3,1117.0,
7.0,Antwaan Randle El,28.0,WAS,WR,15.0,13.0,34.0,209.0,0.0,27.0,6.1,1.0,17.0,0.0,17.0,17.0,951.0,
8.0,Charles Woodson,31.0,GNB,LCB,14.0,14.0,33.0,268.0,0.0,34.0,8.1,0.0,0.0,0.0,0.0,,373.0,
9.0,Eddie Drummond,27.0,KAN,WR,12.0,0.0,32.0,222.0,0.0,22.0,6.9,37.0,785.0,0.0,39.0,21.2,1004.0,
10.0,Chris Davis,23.0,TEN,WR,12.0,0.0,31.0,293.0,0.0,39.0,9.5,2.0,37.0,0.0,19.0,18.5,387.0,
11.0,Reno Mahe,27.0,PHI,RB,15.0,0.0,31.0,249.0,0.0,32.0,8.0,1.0,19.0,0.0,19.0,19.0,279.0,
12.0,Josh Cribbs,24.0,CLE,WR,16.0,2.0,30.0,405.0,1.0,76.0,13.5,59.0,1809.0,2.0,100.0,30.7,2312.0,"PB,AP-2"
13.0,Adam Jennings,25.0,ATL,WR,16.0,2.0,30.0,186.0,0.0,23.0,6.2,17.0,428.0,0.0,61.0,25.2,676.0,
14.0,Jacoby Jones,23.0,HOU,WR,14.0,3.0,30.0,286.0,0.0,74.0,9.5,4.0,78.0,0.0,0.0,19.5,517.0,
15.0,Ryne Robinson,23.0,CAR,WR,16.0,0.0,30.0,262.0,0.0,34.0,8.7,26.0,598.0,0.0,60.0,23.0,895.0,
16.0,Roscoe Parrish,25.0,BUF,WR,16.0,3.0,27.0,440.0,1.0,74.0,16.3,6.0,126.0,0.0,24.0,21.0,937.0,
17.0,Dennis Northcutt,30.0,JAX,WR,15.0,11.0,26.0,240.0,0.0,37.0,9.2,0.0,0.0,0.0,0.0,,868.0,
18.0,Wes Welker,26.0,NWE,WR,16.0,13.0,25.0,249.0,0.0,35.0,10.0,7.0,176.0,0.0,33.0,25.1,1634.0,"AP-2,AP OPoY-3"
19.0,Ted Ginn Jr.,22.0,MIA,WR,16.0,9.0,24.0,230.0,1.0,87.0,9.6,63.0,1433.0,0.0,52.0,22.7,2077.0,
20.0,Darren Sproles,24.0,SDG,RB,15.0,0.0,24.0,229.0,1.0,45.0,9.5,37.0,1008.0,1.0,89.0,27.2,1432.0,
21.0,Patrick Crayton,28.0,DAL,WR,15.0,13.0,22.0,201.0,0.0,49.0,9.1,3.0,26.0,0.0,13.0,8.7,924.0,
22.0,Johnnie Lee Higgins,24.0,OAK,WR,16.0,2.0,20.0,103.0,0.0,54.0,5.2,0.0,0.0,0.0,0.0,,153.0,
23.0,Lance Moore,24.0,NOR,WR,16.0,4.0,20.0,185.0,0.0,48.0,9.3,17.0,318.0,0.0,32.0,18.7,812.0,
24.0,Leon Washington,25.0,NYJ,RB,16.0,4.0,20.0,183.0,0.0,33.0,9.2,47.0,1291.0,3.0,98.0,27.5,2040.0,
25.0,Dante Hall,29.0,STL,WR,7.0,1.0,19.0,286.0,1.0,85.0,15.1,29.0,729.0,0.0,84.0,25.1,1060.0,
26.0,T.J. Rushing,24.0,IND,DB,14.0,0.0,19.0,249.0,1.0,90.0,13.1,31.0,714.0,0.0,47.0,23.0,963.0,
27.0,Antonio Chatman,28.0,CIN,WR,13.0,1.0,18.0,93.0,0.0,19.0,5.2,2.0,49.0,0.0,34.0,24.5,296.0,
