Player ID,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
,Mike Bartrum,35.0,PHI,LS,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,6.0,252.0,0.0,0.0,42.0
,Mitch Berger,33.0,NOR,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,52.0,3363.0,4.0,7.7,65.0
,Doug Flutie,43.0,NWE,QB,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,100.0,0.0,0.0,0.0,,
,Derrick Frost,25.0,WAS,P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,122.0,0.0,0.0,61.0
,Remy Hamilton,31.0,DET,K,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,2.0,132.0,0.0,0.0,66.0
,Nick Harris,27.0,DET,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0,158.0,0.0,0.0,53.0
,Craig Hentrich,34.0,TEN,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,27.0,0.0,0.0,27.0
,Donnie Jones,25.0,MIA,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,55.0,0.0,0.0,55.0
105279.0,Chris Kluwe,24.0,MIN,P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,48.0,0.0,0.0,48.0
,Shane Lechler,29.0,OAK,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0,205.0,0.0,0.0,68.0
,Josh Miller,35.0,NWE,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,58.0,0.0,0.0,58.0
,Brian Moorman,29.0,BUF,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,58.0,0.0,0.0,58.0
,Scott Player,36.0,ARI,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,65.0,0.0,0.0,65.0
,Dunta Robinson,23.0,HOU,RCB/LCB,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,58.0,0.0,0.0,58.0
,Todd Sauerbrun,32.0,DEN,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,79.0,5142.0,14.0,17.7,65.0
,Mike Scifres,25.0,SDG,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,7.0,373.0,1.0,14.3,53.0
,Mark Simoneau,28.0,PHI,LB,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,50.0,0.0,0.0,0.0,,
,Dave Zastudil,27.0,BAL,P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,16.0,0.0,0.0,16.0
,Paul Ernster,23.0,DEN,P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,3.0,153.0,0.0,0.0,51.0
