Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards
1.0,Andy Lee,23.0,SFO,P,16.0,0.0,107.0,4447.0,41.6,471.0,3916.0,36.3,58.0,3.0,2.8,15.0,14.0,1.0,
2.0,Brad Maynard,31.0,CHI,P,16.0,0.0,96.0,3937.0,41.0,293.0,3424.0,35.3,63.0,11.0,11.5,24.0,25.0,1.0,
3.0,Josh Bidwell,29.0,TAM,P,16.0,0.0,90.0,4101.0,45.6,466.0,3375.0,37.5,61.0,13.0,14.4,24.0,26.7,0.0,"PB,AP-2"
4.0,Donnie Jones,25.0,MIA,P,16.0,0.0,88.0,3827.0,43.5,227.0,3460.0,39.3,63.0,7.0,8.0,31.0,35.2,0.0,
5.0,Nick Harris,27.0,DET,P,16.0,0.0,84.0,3656.0,43.5,520.0,3096.0,36.9,60.0,2.0,2.4,34.0,40.5,0.0,
6.0,Dave Zastudil,27.0,BAL,P,16.0,0.0,84.0,3653.0,43.5,481.0,3032.0,35.7,60.0,7.0,8.3,11.0,13.1,1.0,
7.0,Chris Hanson,29.0,JAX,P,16.0,0.0,82.0,3517.0,42.9,236.0,3061.0,36.9,74.0,11.0,13.4,33.0,40.2,1.0,
8.0,Shane Lechler,29.0,OAK,P,16.0,0.0,82.0,3744.0,45.7,460.0,3104.0,37.9,64.0,9.0,11.0,26.0,31.7,0.0,
9.0,Mat McBriar,26.0,DAL,P,16.0,0.0,81.0,3439.0,42.5,250.0,3009.0,37.1,63.0,9.0,11.1,28.0,34.6,0.0,
10.0,Craig Hentrich,34.0,TEN,P,16.0,0.0,78.0,3371.0,43.2,144.0,2947.0,37.8,59.0,14.0,17.9,21.0,26.9,0.0,
11.0,Michael Koenen,23.0,ATL,P,16.0,0.0,78.0,3300.0,42.3,238.0,2882.0,36.9,67.0,9.0,11.5,23.0,29.5,0.0,
12.0,Kyle Richardson,32.0,CLE,P,16.0,0.0,78.0,3181.0,40.8,347.0,2654.0,34.0,61.0,9.0,11.5,22.0,28.2,0.0,
