Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
13.0,Chad Stanley,29.0,HOU,P,16.0,0.0,77.0,2990.0,38.8,219.0,2751.0,35.7,61.0,1.0,1.3,29.0,37.7,0.0,
14.0,Derrick Frost,25.0,WAS,P,14.0,0.0,76.0,3074.0,40.4,163.0,2791.0,36.7,55.0,6.0,7.9,23.0,30.3,0.0,
15.0,Josh Miller,35.0,NWE,P,16.0,0.0,76.0,3431.0,45.1,405.0,2946.0,38.3,59.0,4.0,5.3,22.0,28.9,1.0,
16.0,Ben Graham,32.0,NYJ,P,16.0,0.0,74.0,3233.0,43.7,305.0,2808.0,37.9,59.0,6.0,8.1,18.0,24.3,0.0,
17.0,Jeff Feagles,39.0,NYG,P,16.0,0.0,73.0,3070.0,42.1,309.0,2701.0,37.0,56.0,3.0,4.1,26.0,35.6,0.0,
18.0,Scott Player,36.0,ARI,P,16.0,0.0,73.0,3206.0,43.9,328.0,2738.0,37.0,60.0,7.0,9.6,18.0,24.7,1.0,
19.0,Jason Baker,27.0,CAR,P,16.0,0.0,72.0,3118.0,43.3,235.0,2803.0,38.9,59.0,4.0,5.6,23.0,31.9,0.0,
20.0,Todd Sauerbrun,32.0,DEN,P,16.0,0.0,72.0,3157.0,43.8,266.0,2771.0,38.0,66.0,6.0,8.3,24.0,33.3,1.0,
21.0,Mitch Berger,33.0,NOR,P,16.0,0.0,71.0,3066.0,43.2,260.0,2746.0,38.7,69.0,3.0,4.2,28.0,39.4,0.0,
22.0,Chris Kluwe,24.0,MIN,P,15.0,0.0,71.0,3130.0,44.1,470.0,2540.0,35.8,62.0,6.0,8.5,17.0,23.9,0.0,
23.0,Brian Moorman,29.0,BUF,P,16.0,0.0,71.0,3242.0,45.7,285.0,2777.0,39.1,68.0,9.0,12.7,22.0,31.0,0.0,"PB,AP-1"
24.0,Mike Scifres,25.0,SDG,P,16.0,0.0,71.0,3104.0,43.7,244.0,2700.0,38.0,71.0,8.0,11.3,25.0,35.2,0.0,
25.0,Chris Gardocki,35.0,PIT,P,16.0,0.0,67.0,2803.0,41.8,336.0,2327.0,34.7,65.0,7.0,10.4,22.0,32.8,0.0,
26.0,Dustin Colquitt,23.0,KAN,P,16.0,0.0,65.0,2564.0,39.4,179.0,2285.0,35.2,62.0,5.0,7.7,27.0,41.5,0.0,
27.0,B.J. Sander,25.0,GNB,P,14.0,0.0,64.0,2508.0,39.2,297.0,2171.0,33.9,53.0,2.0,3.1,11.0,17.2,0.0,
28.0,Tom Rouen,37.0,SEA,P,12.0,0.0,61.0,2539.0,41.6,265.0,2134.0,35.0,62.0,7.0,11.5,20.0,32.8,0.0,
29.0,Kyle Larson,25.0,CIN,P,16.0,0.0,60.0,2591.0,43.2,260.0,2171.0,35.6,75.0,8.0,13.3,13.0,21.7,1.0,
30.0,Hunter Smith,28.0,IND,P,16.0,0.0,52.0,2301.0,44.3,272.0,1929.0,37.1,58.0,5.0,9.6,23.0,44.2,0.0,
31.0,Bryan Barker,41.0,STL,P,11.0,0.0,50.0,2137.0,42.7,277.0,1780.0,35.6,63.0,4.0,8.0,13.0,26.0,0.0,
32.0,Reggie Hodges,23.0,2TM,P,8.0,0.0,41.0,1535.0,37.4,142.0,1353.0,32.2,55.0,2.0,4.9,9.0,22.0,1.0,
32.0,Reggie Hodges,23.0,STL,P,5.0,0.0,22.0,836.0,38.0,133.0,683.0,31.0,55.0,1.0,4.5,3.0,13.6,0.0,
32.0,Reggie Hodges,23.0,PHI,P,3.0,0.0,19.0,699.0,36.8,9.0,670.0,33.5,51.0,1.0,5.3,6.0,31.6,1.0,
33.0,Dirk Johnson,30.0,PHI,P,7.0,0.0,39.0,1615.0,41.4,119.0,1496.0,38.4,59.0,0.0,0.0,11.0,28.2,0.0,
34.0,Sean Landeta,43.0,PHI,P,5.0,0.0,34.0,1483.0,43.6,143.0,1300.0,38.2,56.0,2.0,5.9,7.0,20.6,0.0,
35.0,Leo Araguz,35.0,SEA,P,4.0,0.0,18.0,723.0,40.2,78.0,625.0,34.7,53.0,1.0,5.6,4.0,22.2,0.0,
36.0,Andy Groom,26.0,WAS,P,2.0,0.0,11.0,429.0,39.0,26.0,383.0,34.8,57.0,1.0,9.1,2.0,18.2,0.0,
37.0,Darren Bennett,40.0,MIN,P,1.0,0.0,8.0,300.0,37.5,25.0,275.0,34.4,53.0,0.0,0.0,1.0,12.5,0.0,
38.0,Nick Murphy,26.0,PHI,P,1.0,0.0,7.0,275.0,39.3,39.0,236.0,33.7,44.0,0.0,0.0,1.0,14.3,0.0,
39.0,Ryan Flinn,25.0,GNB,P,2.0,0.0,6.0,218.0,36.3,42.0,176.0,29.3,42.0,0.0,0.0,0.0,0.0,0.0,
40.0,Phil Dawson,30.0,CLE,K,16.0,0.0,2.0,53.0,26.5,0.0,53.0,26.5,31.0,0.0,0.0,2.0,100.0,0.0,
41.0,Paul Edinger,27.0,MIN,K,16.0,0.0,2.0,75.0,37.5,0.0,75.0,37.5,40.0,0.0,0.0,1.0,50.0,0.0,
42.0,Ben Roethlisberger,23.0,PIT,QB,12.0,12.0,2.0,72.0,36.0,0.0,52.0,26.0,39.0,1.0,50.0,1.0,50.0,0.0,
43.0,Josh Brown,26.0,SEA,K,16.0,0.0,1.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,1.0,100.0,0.0,
44.0,Billy Cundiff,25.0,DAL,K,6.0,0.0,1.0,35.0,35.0,0.0,15.0,15.0,35.0,1.0,100.0,0.0,0.0,0.0,
45.0,Aaron Elling,27.0,BAL,K,9.0,0.0,1.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,0.0,1.0,100.0,0.0,
46.0,Robbie Gould,23.0,CHI,K,13.0,0.0,1.0,28.0,28.0,19.0,9.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,
47.0,John Kasay,36.0,CAR,K,16.0,0.0,1.0,36.0,36.0,0.0,16.0,16.0,36.0,1.0,100.0,0.0,0.0,0.0,
48.0,Olindo Mare,32.0,MIA,K,16.0,0.0,1.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,
49.0,Mike Nugent,23.0,NYJ,K,16.0,0.0,1.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,0.0,1.0,100.0,0.0,
50.0,Jeff Wilkins,33.0,STL,K,16.0,0.0,1.0,35.0,35.0,0.0,15.0,15.0,35.0,1.0,100.0,0.0,0.0,0.0,
,League Average,,,,,,,,42.5,,,36.6,,,8.6,,29.5,,
