Player ID,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret.1,Yds.1,KRTD,Lng.1,Y/Ret.1,APYd
,Koren Robinson,25.0,MIN,WR,14.0,5.0,2.0,0.0,0.0,0.0,0.0,47.0,1221.0,1.0,86.0,26.0,1595.0
,Lito Sheppard,24.0,PHI,LCB,10.0,10.0,2.0,9.0,0.0,8.0,4.5,0.0,0.0,0.0,0.0,,81.0
,Chase Blackburn,22.0,NYG,LB,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0
,James Butler,23.0,NYG,DB,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0
146050.0,DeAndra Cobb,24.0,ATL,RB,3.0,0.0,1.0,8.0,0.0,8.0,8.0,16.0,359.0,0.0,39.0,22.4,367.0
,Josh Cribbs,22.0,CLE,WR,14.0,0.0,1.0,5.0,0.0,5.0,5.0,45.0,1094.0,1.0,90.0,24.3,1106.0
,Jason David,23.0,IND,RCB/CB,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0
,Bobby Engram,32.0,SEA,WR,13.0,13.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,787.0
,Marvin Harrison,33.0,IND,WR,15.0,15.0,1.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,1156.0
,Chidi Iwuoma,27.0,PIT,DB,16.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,3.0
116366.0,Marlin Jackson,22.0,IND,DB,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0
,Bethel Johnson,26.0,NWE,WR,11.0,1.0,1.0,11.0,0.0,11.0,11.0,31.0,694.0,0.0,54.0,22.4,772.0
,Bryant Johnson,24.0,ARI,WR,14.0,4.0,1.0,9.0,0.0,9.0,9.0,2.0,45.0,0.0,24.0,22.5,486.0
,Sean Jones,23.0,CLE,DB,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0
,Eddie Kennison,32.0,KAN,WR,16.0,16.0,1.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,,1162.0
,Rashean Mathis,25.0,JAX,LCB,16.0,16.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,78.0
,Ike Taylor,25.0,PIT,LCB,16.0,15.0,1.0,19.0,0.0,19.0,19.0,3.0,59.0,0.0,24.0,19.7,86.0
,Travis Taylor,27.0,MIN,WR,16.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,607.0
,Fred Thomas,32.0,NOR,RCB,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0
,Lamont Thompson,27.0,TEN,FS,16.0,16.0,1.0,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,,31.0
,Tank Williams,25.0,TEN,SS,16.0,16.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,15.0
,Roc Alexander,24.0,DEN,DB,10.0,0.0,0.0,0.0,0.0,0.0,,12.0,261.0,0.0,31.0,21.8,261.0
,Rich Alexis,24.0,JAX,RB,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,31.0,0.0,31.0,31.0,31.0
,Kenderick Allen,27.0,NYG,DT,14.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,2.0,2.0,4.0
,Mike Alstott,32.0,TAM,FB,16.0,7.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,2.0,2.0,304.0
,Damien Anderson,26.0,ARI,RB,5.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,0.0,7.0,7.0,14.0
,Mike Anderson,32.0,DEN,RB,15.0,15.0,0.0,0.0,0.0,0.0,,1.0,18.0,0.0,18.0,18.0,1244.0
,Obafemi Ayanbadejo,30.0,ARI,RB,16.0,2.0,0.0,0.0,0.0,0.0,,1.0,16.0,0.0,16.0,16.0,293.0
,Jerry Azumah,28.0,CHI,DB,15.0,1.0,0.0,0.0,0.0,0.0,,32.0,705.0,0.0,40.0,22.0,705.0
,Chris Baker,26.0,NYJ,TE,8.0,8.0,0.0,0.0,0.0,0.0,,2.0,11.0,0.0,11.0,5.5,280.0
,Tully Banta-Cain,25.0,NWE,LB,13.0,0.0,0.0,0.0,0.0,0.0,,1.0,14.0,0.0,14.0,14.0,14.0
127742.0,Marion Barber III,22.0,DAL,RB,13.0,2.0,0.0,0.0,0.0,0.0,,3.0,58.0,0.0,21.0,19.3,706.0
,David Barrett,28.0,NYJ,RCB,13.0,8.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,58.0
,Ladell Betts,26.0,WAS,RB,12.0,0.0,0.0,0.0,0.0,0.0,,24.0,621.0,1.0,94.0,25.9,1037.0
,Derrick Blaylock,26.0,NYJ,RB,7.0,1.0,0.0,0.0,0.0,0.0,,1.0,17.0,0.0,17.0,17.0,87.0
,David Bowens,28.0,MIA,DE,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,5.0,5.0
,Jon Bradley,24.0,TAM,DT,13.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,2.0,2.0,2.0
109472.0,Mark Bradley,23.0,CHI,WR,7.0,4.0,0.0,0.0,0.0,0.0,,4.0,70.0,0.0,23.0,17.5,300.0
,Kyle Brady,33.0,JAX,TE,16.0,14.0,0.0,0.0,0.0,0.0,,1.0,24.0,0.0,24.0,24.0,181.0
,Nehemiah Broughton,23.0,WAS,FB,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,5.0,8.0
,Mark Bruener,33.0,HOU,TE,16.0,15.0,0.0,0.0,0.0,0.0,,1.0,11.0,0.0,11.0,11.0,33.0
,Romby Bryant,26.0,ATL,WR,3.0,0.0,0.0,0.0,0.0,0.0,,8.0,137.0,0.0,23.0,17.1,137.0
,Shawn Bryson,29.0,DET,RB,16.0,2.0,0.0,0.0,0.0,0.0,,4.0,55.0,0.0,25.0,13.8,645.0
,Joe Burns,26.0,BUF,RB,16.0,0.0,0.0,0.0,0.0,0.0,,3.0,46.0,0.0,19.0,15.3,65.0
,Reche Caldwell,26.0,SDG,WR,16.0,2.0,0.0,0.0,0.0,0.0,,3.0,99.0,0.0,60.0,33.0,461.0
,Dan Campbell,29.0,DAL,TE,16.0,12.0,0.0,0.0,0.0,0.0,,1.0,14.0,0.0,14.0,14.0,38.0
,Ahmad Carroll,22.0,GNB,LCB,16.0,16.0,0.0,0.0,0.0,0.0,,19.0,390.0,0.0,57.0,20.5,428.0
,Dwayne Carswell,33.0,DEN,TE,7.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0
,Ran Carthon,24.0,IND,RB,6.0,0.0,0.0,0.0,0.0,0.0,,5.0,92.0,0.0,25.0,18.4,120.0
,Rock Cartwright,26.0,WAS,FB,16.0,0.0,0.0,0.0,0.0,0.0,,4.0,82.0,0.0,25.0,20.5,304.0
,Aveion Cason,26.0,STL,RB,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,48.0,0.0,29.0,24.0,124.0
,Mike Cloud,30.0,NWE,RB,6.0,0.0,0.0,0.0,0.0,0.0,,1.0,15.0,0.0,15.0,15.0,74.0
,Ricardo Colclough,22.0,PIT,DB,14.0,0.0,0.0,0.0,0.0,0.0,,22.0,473.0,0.0,63.0,21.5,487.0
,Terrance Copper,23.0,DAL,WR,16.0,0.0,0.0,0.0,0.0,0.0,,2.0,32.0,0.0,21.0,16.0,37.0
,Torrie Cox,25.0,TAM,DB,15.0,0.0,0.0,0.0,0.0,0.0,,24.0,464.0,0.0,30.0,19.3,464.0
,Najeh Davenport,26.0,GNB,RB,5.0,1.0,0.0,0.0,0.0,0.0,,10.0,189.0,0.0,27.0,18.9,297.0
,Andre' Davis,26.0,NWE,WR,9.0,4.0,0.0,0.0,0.0,0.0,,3.0,108.0,0.0,65.0,36.0,298.0
,Jared DeVries,29.0,DET,DE,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,0.0,7.0,7.0,7.0
,Darnell Dinkins,28.0,BAL,TE,16.0,4.0,0.0,0.0,0.0,0.0,,1.0,10.0,0.0,10.0,10.0,65.0
,Reuben Droughns,27.0,CLE,RB,16.0,16.0,0.0,0.0,0.0,0.0,,5.0,119.0,0.0,35.0,23.8,1720.0
,T.J. Duckett,24.0,ATL,RB,14.0,0.0,0.0,0.0,0.0,0.0,,2.0,36.0,0.0,18.0,18.0,479.0
,John Engelberger,29.0,DEN,DE,14.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,5.0,5.0
,Tim Euhus,25.0,BUF,TE,11.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,17.0
,Demetric Evans,26.0,WAS,DE,16.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
134516.0,Ciatrick Fason,23.0,MIN,RB,13.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,4.0,2.0,66.0
,Kevin Faulk,29.0,NWE,RB,8.0,2.0,0.0,0.0,0.0,0.0,,4.0,81.0,0.0,26.0,20.3,486.0
,Robert Ferguson,26.0,GNB,WR,11.0,7.0,0.0,0.0,0.0,0.0,,2.0,44.0,0.0,22.0,22.0,410.0
,Troy Fleming,25.0,TEN,RB,13.0,2.0,0.0,0.0,0.0,0.0,,1.0,9.0,0.0,9.0,9.0,78.0
,Zeron Flemister,29.0,OAK,TE,12.0,3.0,0.0,0.0,0.0,0.0,,2.0,16.0,0.0,8.0,8.0,16.0
,Doug Gabriel,25.0,OAK,WR,14.0,2.0,0.0,0.0,0.0,0.0,,4.0,64.0,0.0,21.0,16.0,623.0
,Michael Gaines,25.0,CAR,TE,11.0,6.0,0.0,0.0,0.0,0.0,,2.0,24.0,0.0,13.0,12.0,179.0
,Bryan Gilmore,27.0,MIA,WR,15.0,1.0,0.0,0.0,0.0,0.0,,3.0,84.0,0.0,29.0,28.0,189.0
,John Gilmore,26.0,CHI,TE,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,5.0,6.0
,Aaron Glenn,33.0,DAL,RCB,16.0,7.0,0.0,0.0,0.0,0.0,,1.0,20.0,0.0,20.0,20.0,30.0
,Nick Goings,27.0,CAR,RB,16.0,1.0,0.0,0.0,0.0,0.0,,1.0,21.0,0.0,21.0,21.0,305.0
,Lamar Gordon,25.0,PHI,RB,14.0,4.0,0.0,0.0,0.0,0.0,,3.0,64.0,0.0,25.0,21.3,326.0
,Earnest Graham,25.0,TAM,RB,16.0,0.0,0.0,0.0,0.0,0.0,,4.0,74.0,0.0,22.0,18.5,157.0
116150.0,Eric Green,23.0,ARI,LCB,12.0,5.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,4.0,4.0,17.0
,Justin Green,23.0,BAL,FB,12.0,4.0,0.0,0.0,0.0,0.0,,1.0,10.0,0.0,10.0,10.0,46.0
,William Green,26.0,CLE,RB,8.0,0.0,0.0,0.0,0.0,0.0,,5.0,79.0,0.0,22.0,15.8,187.0
,Justin Griffith,25.0,ATL,FB,16.0,15.0,0.0,0.0,0.0,0.0,,8.0,149.0,0.0,23.0,18.6,325.0
,Lamont Hall,31.0,NOR,TE,16.0,5.0,0.0,0.0,0.0,0.0,,2.0,9.0,0.0,5.0,4.5,45.0
,Arlen Harris,25.0,STL,RB,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,21.0,0.0,21.0,21.0,76.0
,James Harrison,27.0,PIT,LB,16.0,3.0,0.0,0.0,0.0,0.0,,1.0,-2.0,0.0,-2.0,-2.0,23.0
,Will Heller,24.0,MIA,TE,7.0,0.0,0.0,0.0,0.0,0.0,,1.0,11.0,0.0,11.0,11.0,12.0
,E.J. Henderson,25.0,MIN,RLB,15.0,14.0,0.0,0.0,0.0,0.0,,1.0,13.0,0.0,13.0,13.0,13.0
,William Henderson,34.0,GNB,FB,16.0,8.0,0.0,0.0,0.0,0.0,,2.0,20.0,0.0,10.0,10.0,279.0
,Maurice Hicks,27.0,SFO,RB,14.0,3.0,0.0,0.0,0.0,0.0,,34.0,689.0,0.0,40.0,20.3,1044.0
,Ellis Hobbs,22.0,NWE,RCB,16.0,8.0,0.0,0.0,0.0,0.0,,15.0,361.0,0.0,37.0,24.1,376.0
,Tony Hollings,24.0,HOU,RB,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,46.0,0.0,28.0,23.0,46.0
,Roderick Hood,24.0,PHI,RCB,16.0,6.0,0.0,0.0,0.0,0.0,,38.0,900.0,0.0,53.0,23.7,917.0
,Brad Hoover,29.0,CAR,FB,15.0,15.0,0.0,0.0,0.0,0.0,,1.0,10.0,0.0,10.0,10.0,119.0
,Chris Horn,28.0,KAN,WR,14.0,3.0,0.0,0.0,0.0,0.0,,3.0,31.0,0.0,11.0,10.3,218.0
123453.0,Cedric Houston,23.0,NYJ,RB,12.0,4.0,0.0,0.0,0.0,0.0,,2.0,18.0,0.0,18.0,9.0,386.0
,Corey Hulsey,28.0,OAK,G,12.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
,Israel Idonije,25.0,CHI,DE,11.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
,Larry Izzo,31.0,NWE,LB,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
,Frisman Jackson,26.0,CLE,WR,12.0,0.0,0.0,0.0,0.0,0.0,,1.0,15.0,0.0,15.0,15.0,302.0
,James Jackson,29.0,ARI,RB,8.0,0.0,0.0,0.0,0.0,0.0,,1.0,14.0,0.0,14.0,14.0,56.0
,Brandon Jacobs,23.0,NYG,RB,16.0,0.0,0.0,0.0,0.0,0.0,,2.0,58.0,0.0,33.0,29.0,157.0
,Joe Jefferson,25.0,IND,DB,4.0,2.0,0.0,0.0,0.0,0.0,,1.0,11.0,0.0,11.0,11.0,11.0
,Chris Johnson,26.0,STL,DB,13.0,1.0,0.0,0.0,0.0,0.0,,38.0,857.0,1.0,99.0,22.6,857.0
,Kevin Johnson,29.0,DET,WR,6.0,2.0,0.0,0.0,0.0,0.0,,1.0,14.0,0.0,14.0,14.0,147.0
,Kyle Johnson,27.0,DEN,FB,16.0,14.0,0.0,0.0,0.0,0.0,,1.0,8.0,0.0,8.0,8.0,177.0
,Greg Jones,24.0,JAX,FB,14.0,13.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,640.0
,Jamal Jones,24.0,GNB,WR,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,80.0,0.0,25.0,20.0,80.0
,Brett Keisel,27.0,PIT,DE,16.0,0.0,0.0,0.0,0.0,0.0,,2.0,23.0,0.0,12.0,11.5,23.0
,Dan Kreider,28.0,PIT,FB,16.0,8.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,3.0,3.0,67.0
,Luke Lawton,25.0,NYJ,RB,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
,Vonta Leach,24.0,GNB,FB,16.0,5.0,0.0,0.0,0.0,0.0,,3.0,39.0,0.0,20.0,13.0,58.0
,ReShard Lee,25.0,GNB,RB,7.0,1.0,0.0,0.0,0.0,0.0,,15.0,319.0,0.0,35.0,21.3,340.0
116908.0,Jim Leonhard,23.0,BUF,DB,10.0,0.0,0.0,0.0,0.0,0.0,,1.0,36.0,0.0,36.0,36.0,36.0
,Kris Mangum,32.0,CAR,TE,14.0,9.0,0.0,0.0,0.0,0.0,,1.0,9.0,0.0,9.0,9.0,211.0
,Glenn Martinez,24.0,DET,WR,5.0,0.0,0.0,0.0,0.0,0.0,,2.0,42.0,0.0,24.0,21.0,53.0
,Jason McAddley,26.0,SFO,WR,12.0,2.0,0.0,0.0,0.0,0.0,,7.0,122.0,0.0,22.0,17.4,247.0
,Fred McAfee,37.0,NOR,RB,16.0,0.0,0.0,0.0,0.0,0.0,,22.0,485.0,0.0,34.0,22.0,485.0
,Terrence McGee,25.0,BUF,LCB,15.0,14.0,0.0,0.0,0.0,0.0,,46.0,1391.0,1.0,99.0,30.2,1488.0
,Corey McIntyre,26.0,CLE,FB,15.0,1.0,0.0,0.0,0.0,0.0,,3.0,47.0,0.0,17.0,15.7,47.0
,Jason McKie,25.0,CHI,FB,8.0,2.0,0.0,0.0,0.0,0.0,,3.0,29.0,0.0,17.0,9.7,66.0
,Travis Minor,26.0,MIA,RB,16.0,0.0,0.0,0.0,0.0,0.0,,2.0,22.0,0.0,19.0,11.0,39.0
136415.0,Ryan Moats,23.0,PHI,RB,7.0,1.0,0.0,0.0,0.0,0.0,,2.0,26.0,0.0,15.0,13.0,311.0
135774.0,Vernand Morency,25.0,HOU,RB,12.0,1.0,0.0,0.0,0.0,0.0,,20.0,437.0,0.0,31.0,21.9,708.0
,Quincy Morgan,28.0,PIT,WR,16.0,0.0,0.0,0.0,0.0,0.0,,23.0,583.0,0.0,74.0,25.3,733.0
,Maurice Morris,26.0,SEA,RB,16.0,2.0,0.0,0.0,0.0,0.0,,1.0,21.0,0.0,21.0,21.0,356.0
