Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Nyheim Hines,24.0,IND,RB,16.0,2.0,30.0,300.0,0.0,26.0,10.0,3.0,70.0,0.0,27.0,23.3,1232.0,
2.0,Jakeem Grant,28.0,MIA,WR,14.0,4.0,29.0,330.0,1.0,88.0,11.4,6.0,129.0,0.0,45.0,21.5,852.0,AP-2
3.0,Ray-Ray McCloud,24.0,PIT,WR,16.0,2.0,29.0,298.0,0.0,57.0,10.3,28.0,646.0,0.0,49.0,23.1,1086.0,
4.0,Andre Roberts,32.0,BUF,WR,15.0,0.0,29.0,286.0,0.0,38.0,9.9,32.0,961.0,0.0,60.0,30.0,1278.0,"PB,AP-2"
5.0,Mecole Hardman,22.0,KAN,WR,16.0,8.0,25.0,176.0,1.0,67.0,7.0,9.0,184.0,0.0,31.0,20.4,951.0,
6.0,Nsimba Webster,24.0,LAR,WR,16.0,0.0,25.0,185.0,0.0,34.0,7.4,16.0,347.0,0.0,30.0,21.7,532.0,
7.0,CeeDee Lamb,21.0,DAL,WR,16.0,14.0,24.0,172.0,0.0,27.0,7.2,1.0,47.0,1.0,47.0,47.0,1236.0,
8.0,Steven Sims,23.0,WAS,WR,12.0,2.0,24.0,160.0,0.0,22.0,6.7,3.0,42.0,0.0,20.0,14.0,485.0,
9.0,Alex Erickson,28.0,CIN,WR,16.0,2.0,23.0,232.0,0.0,29.0,10.1,3.0,71.0,0.0,24.0,23.7,449.0,
10.0,James Proche,24.0,BAL,WR,14.0,0.0,23.0,198.0,0.0,20.0,8.6,0.0,0.0,0.0,0.0,,212.0,
11.0,Kalif Raymond,26.0,TEN,WR,15.0,3.0,23.0,208.0,0.0,40.0,9.0,15.0,275.0,0.0,30.0,18.3,667.0,
12.0,Hunter Renfrow,25.0,LVR,WR,16.0,6.0,23.0,265.0,0.0,32.0,11.5,0.0,0.0,0.0,0.0,,921.0,
13.0,Christian Kirk,24.0,ARI,WR,14.0,10.0,22.0,132.0,0.0,24.0,6.0,1.0,20.0,0.0,20.0,20.0,776.0,
14.0,Greg Ward,25.0,PHI,WR,16.0,10.0,21.0,134.0,0.0,22.0,6.4,0.0,0.0,0.0,0.0,,549.0,
15.0,Pharoh Cooper,25.0,CAR,WR,16.0,1.0,20.0,117.0,0.0,20.0,5.9,18.0,430.0,0.0,38.0,23.9,620.0,
