Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
13.0,Brandon Fields,25.0,MIA,P,16.0,0.0,75.0,3472.0,46.3,369.0,2983.0,39.8,66.0,6.0,8.0,25.0,33.3,0.0,
14.0,Nick Harris,31.0,DET,P,16.0,0.0,74.0,3175.0,42.9,354.0,2721.0,36.8,56.0,5.0,6.8,20.0,27.0,0.0,
15.0,Chris Kluwe,28.0,MIN,P,16.0,0.0,73.0,3202.0,43.9,260.0,2762.0,37.8,60.0,9.0,12.3,24.0,32.9,0.0,
16.0,Sam Koch,27.0,BAL,P,16.0,0.0,73.0,3188.0,43.7,287.0,2801.0,37.9,60.0,5.0,6.8,26.0,35.6,1.0,
17.0,Mat McBriar,30.0,DAL,P,16.0,0.0,72.0,3249.0,45.1,314.0,2875.0,39.9,63.0,3.0,4.2,38.0,52.8,0.0,
18.0,Adam Podlesh,26.0,JAX,P,16.0,0.0,72.0,3017.0,41.9,159.0,2758.0,38.3,64.0,5.0,6.9,23.0,31.9,0.0,
19.0,Daniel Sepulveda,25.0,PIT,P,16.0,0.0,72.0,3074.0,42.7,325.0,2669.0,37.1,60.0,4.0,5.6,29.0,40.3,0.0,
20.0,Matt Turk,41.0,HOU,P,16.0,0.0,67.0,2866.0,42.8,104.0,2642.0,39.4,62.0,6.0,9.0,24.0,35.8,0.0,
21.0,Reggie Hodges,27.0,2TM,P,12.0,0.0,67.0,2657.0,39.7,220.0,2337.0,34.9,54.0,5.0,7.5,16.0,23.9,0.0,
21.0,Reggie Hodges,27.0,TEN,P,4.0,0.0,22.0,868.0,39.5,128.0,700.0,31.8,50.0,2.0,9.1,1.0,4.5,0.0,
21.0,Reggie Hodges,27.0,CLE,P,8.0,0.0,45.0,1789.0,39.8,92.0,1637.0,36.4,54.0,3.0,6.7,15.0,33.3,0.0,
22.0,Jeremy Kapinos,25.0,GNB,P,16.0,0.0,66.0,2891.0,43.8,403.0,2288.0,34.1,58.0,10.0,15.2,15.0,22.7,1.0,
23.0,Jeff Feagles,43.0,NYG,P,16.0,0.0,64.0,2604.0,40.7,258.0,2306.0,36.0,59.0,2.0,3.1,23.0,35.9,0.0,
24.0,Pat McAfee,22.0,IND,P,16.0,0.0,64.0,2837.0,44.3,301.0,2416.0,37.8,60.0,6.0,9.4,21.0,32.8,0.0,
25.0,Brett Kern,23.0,2TM,P,16.0,0.0,64.0,2910.0,45.5,249.0,2461.0,38.5,67.0,10.0,15.6,27.0,42.2,0.0,
25.0,Brett Kern,23.0,DEN,P,6.0,0.0,27.0,1245.0,46.1,194.0,931.0,34.5,64.0,6.0,22.2,9.0,33.3,0.0,
25.0,Brett Kern,23.0,TEN,P,10.0,0.0,37.0,1665.0,45.0,55.0,1530.0,41.4,67.0,4.0,10.8,18.0,48.6,0.0,
26.0,Dirk Johnson,34.0,TAM,P,11.0,0.0,62.0,2558.0,41.3,222.0,2276.0,36.7,63.0,3.0,4.8,16.0,25.8,0.0,
27.0,Michael Koenen,27.0,ATL,P,16.0,0.0,61.0,2598.0,42.6,289.0,2249.0,36.3,70.0,3.0,4.9,18.0,29.5,1.0,
28.0,Thomas Morstead,23.0,NOR,P,16.0,0.0,58.0,2528.0,43.6,358.0,2090.0,36.0,60.0,4.0,6.9,18.0,31.0,0.0,
29.0,Hunter Smith,32.0,WAS,P,13.0,0.0,57.0,2356.0,41.3,158.0,2098.0,36.8,59.0,5.0,8.8,23.0,40.4,0.0,
30.0,Chris Hanson,33.0,NWE,P,16.0,0.0,56.0,2221.0,39.7,180.0,1941.0,34.1,56.0,5.0,8.9,18.0,32.1,1.0,
31.0,Mike Scifres,29.0,SDG,P,16.0,0.0,52.0,2342.0,45.0,265.0,2037.0,39.2,65.0,2.0,3.8,23.0,44.2,0.0,
32.0,Mitch Berger,37.0,DEN,P,10.0,0.0,51.0,2142.0,42.0,169.0,1933.0,37.9,65.0,2.0,3.9,13.0,25.5,0.0,
33.0,Dave Zastudil,31.0,CLE,P,8.0,0.0,49.0,2188.0,44.7,170.0,1918.0,39.1,60.0,5.0,10.2,25.0,51.0,0.0,
34.0,Sam Paulescu,25.0,2TM,P,6.0,0.0,27.0,1172.0,43.4,83.0,989.0,36.6,61.0,5.0,18.5,8.0,29.6,0.0,
34.0,Sam Paulescu,25.0,WAS,P,1.0,0.0,3.0,150.0,50.0,12.0,138.0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,
34.0,Sam Paulescu,25.0,TAM,P,5.0,0.0,24.0,1022.0,42.6,71.0,851.0,35.5,61.0,5.0,20.8,8.0,33.3,0.0,
35.0,Glenn Pakulak,29.0,WAS,P,2.0,0.0,13.0,498.0,38.3,46.0,432.0,33.2,57.0,1.0,7.7,4.0,30.8,0.0,
36.0,Craig Hentrich,38.0,TEN,P,2.0,0.0,9.0,422.0,46.9,25.0,397.0,44.1,60.0,0.0,0.0,3.0,33.3,0.0,
37.0,Shaun Suisham,28.0,WAS,K,12.0,0.0,3.0,80.0,26.7,4.0,76.0,25.3,32.0,0.0,0.0,1.0,33.3,0.0,
38.0,Connor Barth,23.0,TAM,K,9.0,0.0,1.0,46.0,46.0,18.0,28.0,28.0,46.0,0.0,0.0,0.0,0.0,0.0,
39.0,Rob Bironas,31.0,TEN,K,16.0,0.0,1.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,
40.0,Matt Bryant,34.0,ATL,K,5.0,0.0,1.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,0.0,1.0,100.0,0.0,
41.0,Olindo Mare,36.0,SEA,K,16.0,0.0,1.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,0.0,1.0,100.0,0.0,
,League Average,,,,,,,,44.1,,,38.3,,,8.1,,34.2,,
