Player ID,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret.1,Yds.1,KRTD,Lng.1,Y/Ret.1,APYd
175767.0,Quan Cosby,27.0,CIN,WR,16.0,0.0,40.0,474.0,0.0,60.0,11.9,13.0,239.0,0.0,31.0,18.4,766.0
,Jacoby Jones,25.0,HOU,WR,14.0,1.0,39.0,426.0,0.0,62.0,10.9,24.0,638.0,1.0,95.0,26.6,1523.0
133761.0,Steve Breaston,26.0,ARI,WR,15.0,6.0,38.0,253.0,0.0,64.0,6.7,0.0,0.0,0.0,0.0,,1009.0
,Josh Cribbs,26.0,CLE,WR,16.0,12.0,38.0,452.0,1.0,67.0,11.9,56.0,1542.0,3.0,103.0,27.5,2510.0
,Patrick Crayton,30.0,DAL,WR,16.0,6.0,36.0,437.0,2.0,82.0,12.1,0.0,0.0,0.0,0.0,,1087.0
,Johnnie Lee Higgins,26.0,OAK,WR,15.0,5.0,34.0,177.0,0.0,19.0,5.2,0.0,0.0,0.0,0.0,,461.0
120857.0,Chris Carr,26.0,BAL,DB,16.0,4.0,32.0,262.0,0.0,34.0,8.2,13.0,315.0,0.0,41.0,24.2,605.0
160411.0,Danny Amendola,24.0,STL,WR,14.0,2.0,31.0,360.0,0.0,56.0,11.6,66.0,1618.0,0.0,58.0,24.5,2302.0
190687.0,Captain Munnerlyn,21.0,CAR,DB,15.0,4.0,31.0,278.0,0.0,37.0,9.0,1.0,15.0,0.0,15.0,15.0,293.0
,Nate Burleson,28.0,SEA,WR,13.0,12.0,30.0,254.0,0.0,29.0,8.5,1.0,2.0,0.0,2.0,2.0,1072.0
,Stefan Logan,28.0,PIT,RB,16.0,1.0,30.0,280.0,0.0,25.0,9.3,55.0,1466.0,0.0,83.0,26.7,1751.0
159840.0,Darius Reynaud,25.0,MIN,WR,11.0,0.0,30.0,308.0,0.0,36.0,10.3,4.0,90.0,0.0,30.0,22.5,398.0
156725.0,Eddie Royal,23.0,DEN,WR,14.0,12.0,30.0,335.0,1.0,71.0,11.2,26.0,621.0,1.0,93.0,23.9,1302.0
174193.0,DeSean Jackson,23.0,PHI,WR,15.0,15.0,29.0,441.0,2.0,85.0,15.2,1.0,0.0,0.0,0.0,0.0,1734.0
170038.0,Davone Bess,24.0,MIA,WR,16.0,2.0,28.0,209.0,0.0,22.0,7.5,0.0,0.0,0.0,0.0,,978.0
,Reggie Bush,24.0,NOR,RB,14.0,8.0,27.0,130.0,0.0,23.0,4.8,0.0,0.0,0.0,0.0,,855.0
