Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Quan Cosby,27.0,CIN,WR,16.0,0.0,40.0,474.0,0.0,60.0,11.9,13.0,239.0,0.0,31.0,18.4,766.0,
2.0,Jacoby Jones,25.0,HOU,WR,14.0,1.0,39.0,426.0,0.0,62.0,10.9,24.0,638.0,1.0,95.0,26.6,1523.0,
3.0,Steve Breaston,26.0,ARI,WR,15.0,6.0,38.0,253.0,0.0,64.0,6.7,0.0,0.0,0.0,0.0,,1009.0,
4.0,Josh Cribbs,26.0,CLE,WR,16.0,12.0,38.0,452.0,1.0,67.0,11.9,56.0,1542.0,3.0,103.0,27.5,2510.0,"PB,AP-1"
5.0,Patrick Crayton,30.0,DAL,WR,16.0,6.0,36.0,437.0,2.0,82.0,12.1,0.0,0.0,0.0,0.0,,1087.0,
6.0,Johnnie Lee Higgins,26.0,OAK,WR,15.0,5.0,34.0,177.0,0.0,19.0,5.2,0.0,0.0,0.0,0.0,,461.0,
7.0,Chris Carr,26.0,BAL,DB,16.0,4.0,32.0,262.0,0.0,34.0,8.2,13.0,315.0,0.0,41.0,24.2,605.0,
8.0,Danny Amendola,24.0,STL,WR,14.0,2.0,31.0,360.0,0.0,56.0,11.6,66.0,1618.0,0.0,58.0,24.5,2302.0,
9.0,Captain Munnerlyn,21.0,CAR,DB,15.0,4.0,31.0,278.0,0.0,37.0,9.0,1.0,15.0,0.0,15.0,15.0,293.0,
10.0,Nate Burleson,28.0,SEA,WR,13.0,12.0,30.0,254.0,0.0,29.0,8.5,1.0,2.0,0.0,2.0,2.0,1072.0,
11.0,Stefan Logan,28.0,PIT,RB,16.0,1.0,30.0,280.0,0.0,25.0,9.3,55.0,1466.0,0.0,83.0,26.7,1751.0,
12.0,Darius Reynaud,25.0,MIN,WR,11.0,0.0,30.0,308.0,0.0,36.0,10.3,4.0,90.0,0.0,30.0,22.5,398.0,
13.0,Eddie Royal,23.0,DEN,WR,14.0,12.0,30.0,335.0,1.0,71.0,11.2,26.0,621.0,1.0,93.0,23.9,1302.0,
14.0,DeSean Jackson,23.0,PHI,WR,15.0,15.0,29.0,441.0,2.0,85.0,15.2,1.0,0.0,0.0,0.0,0.0,1734.0,"PB,AP-2"
15.0,Davone Bess,24.0,MIA,WR,16.0,2.0,28.0,209.0,0.0,22.0,7.5,0.0,0.0,0.0,0.0,,978.0,
16.0,Reggie Bush,24.0,NOR,RB,14.0,8.0,27.0,130.0,0.0,23.0,4.8,0.0,0.0,0.0,0.0,,855.0,
17.0,Eric Weems,24.0,ATL,WR,16.0,0.0,27.0,270.0,0.0,28.0,10.0,48.0,1214.0,0.0,62.0,25.3,1587.0,
18.0,Wes Welker,28.0,NWE,WR,14.0,13.0,27.0,338.0,0.0,69.0,12.5,2.0,45.0,0.0,27.0,22.5,1767.0,"PB,AP-1"
19.0,Darren Sproles,26.0,SDG,RB,16.0,2.0,26.0,183.0,1.0,77.0,7.0,54.0,1300.0,0.0,66.0,24.1,2323.0,
20.0,Devin Hester,27.0,CHI,WR,13.0,12.0,24.0,187.0,0.0,33.0,7.8,7.0,156.0,0.0,44.0,22.3,1099.0,
21.0,Roscoe Parrish,27.0,BUF,WR,12.0,0.0,24.0,133.0,0.0,31.0,5.5,11.0,258.0,0.0,31.0,23.5,425.0,
22.0,Jerricho Cotchery,27.0,NYJ,WR,14.0,12.0,23.0,236.0,0.0,31.0,10.3,1.0,17.0,0.0,17.0,17.0,1081.0,
23.0,Clifton Smith,24.0,TAM,RB,11.0,0.0,23.0,232.0,0.0,21.0,10.1,31.0,902.0,0.0,83.0,29.1,1139.0,
24.0,Dennis Northcutt,32.0,DET,WR,16.0,2.0,22.0,189.0,0.0,43.0,8.6,3.0,66.0,0.0,34.0,22.0,612.0,
25.0,Arnaz Battle,29.0,SFO,WR,15.0,0.0,21.0,61.0,0.0,18.0,2.9,3.0,68.0,0.0,26.0,22.7,169.0,
26.0,Jim Leonhard,27.0,NYJ,SS,16.0,16.0,21.0,173.0,0.0,37.0,8.2,1.0,7.0,0.0,7.0,7.0,224.0,
27.0,T.J. Rushing,26.0,IND,DB,15.0,0.0,21.0,119.0,0.0,22.0,5.7,7.0,127.0,0.0,22.0,18.1,246.0,
28.0,Bobby Wade,28.0,KAN,WR,12.0,6.0,21.0,160.0,0.0,18.0,7.6,0.0,0.0,0.0,0.0,,538.0,
29.0,Domenik Hixon,25.0,NYG,WR,14.0,2.0,17.0,256.0,1.0,79.0,15.1,57.0,1291.0,0.0,68.0,22.6,1734.0,
30.0,Jordy Nelson,24.0,GNB,WR,13.0,0.0,17.0,90.0,0.0,14.0,5.3,25.0,635.0,0.0,54.0,25.4,1045.0,
31.0,Antwaan Randle El,30.0,WAS,WR,16.0,3.0,17.0,102.0,0.0,43.0,6.0,0.0,0.0,0.0,0.0,,632.0,
32.0,Justin Forsett,24.0,SEA,RB,16.0,2.0,16.0,92.0,0.0,20.0,5.8,18.0,432.0,0.0,46.0,24.0,1493.0,
33.0,Jaymar Johnson,25.0,MIN,WR,6.0,0.0,16.0,134.0,0.0,24.0,8.4,0.0,0.0,0.0,0.0,,143.0,
34.0,Earl Bennett,22.0,CHI,WR,16.0,15.0,14.0,143.0,1.0,49.0,10.2,2.0,40.0,0.0,22.0,20.0,900.0,
35.0,Mike Thomas,22.0,JAX,WR,14.0,4.0,14.0,118.0,0.0,44.0,8.4,26.0,644.0,0.0,43.0,24.8,1301.0,
36.0,Tramon Williams,26.0,GNB,RCB,16.0,10.0,13.0,135.0,0.0,45.0,10.4,2.0,26.0,0.0,24.0,13.0,255.0,
37.0,Allen Rossum,34.0,2TM,DB,4.0,0.0,12.0,84.0,0.0,14.0,7.0,8.0,168.0,0.0,40.0,21.0,252.0,
37.0,Allen Rossum,34.0,SFO,DB,3.0,0.0,12.0,84.0,0.0,14.0,7.0,7.0,152.0,0.0,40.0,21.7,236.0,
37.0,Allen Rossum,34.0,DAL,DB,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,16.0,0.0,16.0,16.0,16.0,
38.0,Sammie Stroughter,23.0,TAM,WR,13.0,0.0,12.0,119.0,0.0,33.0,9.9,11.0,324.0,1.0,97.0,29.5,777.0,
39.0,Santana Moss,30.0,WAS,WR,16.0,16.0,11.0,52.0,0.0,11.0,4.7,0.0,0.0,0.0,0.0,,962.0,
40.0,Sinorice Moss,26.0,NYG,WR,8.0,0.0,11.0,74.0,0.0,16.0,6.7,6.0,109.0,0.0,29.0,18.2,201.0,
41.0,Alvin Pearman,27.0,TEN,RB,5.0,0.0,11.0,112.0,0.0,18.0,10.2,8.0,174.0,0.0,27.0,21.8,286.0,
42.0,Alphonso Smith,24.0,DEN,DB,15.0,0.0,10.0,47.0,0.0,21.0,4.7,4.0,75.0,0.0,23.0,18.8,122.0,
43.0,Brandon Jones,27.0,SFO,WR,8.0,0.0,9.0,26.0,0.0,13.0,2.9,0.0,0.0,0.0,0.0,,44.0,
44.0,Kevin Kaesviharn,33.0,TEN,DB,13.0,0.0,9.0,34.0,0.0,10.0,3.8,0.0,0.0,0.0,0.0,,34.0,
45.0,Brian Witherspoon,24.0,2TM,DB,8.0,0.0,9.0,88.0,0.0,42.0,9.8,28.0,640.0,0.0,42.0,22.9,728.0,
45.0,Brian Witherspoon,24.0,JAX,DB,7.0,0.0,7.0,78.0,0.0,42.0,11.1,24.0,568.0,0.0,42.0,23.7,646.0,
45.0,Brian Witherspoon,24.0,DET,DB,1.0,0.0,2.0,10.0,0.0,9.0,5.0,4.0,72.0,0.0,31.0,18.0,82.0,
46.0,Ed Reed,31.0,BAL,FS,12.0,12.0,7.0,29.0,0.0,9.0,4.1,0.0,0.0,0.0,0.0,,153.0,"PB,AP-2"
47.0,Jamie Silva,25.0,IND,DB,14.0,0.0,7.0,32.0,0.0,7.0,4.6,1.0,19.0,0.0,19.0,19.0,51.0,
48.0,Ahmad Bradshaw,23.0,NYG,RB,15.0,1.0,6.0,55.0,0.0,20.0,9.2,0.0,0.0,0.0,0.0,,1039.0,
49.0,Julian Edelman,23.0,NWE,WR,11.0,7.0,6.0,63.0,0.0,35.0,10.5,11.0,241.0,0.0,32.0,21.9,668.0,
50.0,Fred Jackson,28.0,BUF,RB,16.0,11.0,6.0,69.0,0.0,27.0,11.5,41.0,1014.0,0.0,71.0,24.7,2516.0,
51.0,Jeremy Maclin,21.0,PHI,WR,15.0,13.0,6.0,30.0,0.0,27.0,5.0,7.0,124.0,0.0,28.0,17.7,920.0,AP ORoY-3
52.0,Glenn Martinez,28.0,HOU,WR,7.0,0.0,6.0,23.0,0.0,11.0,3.8,1.0,6.0,0.0,6.0,6.0,29.0,
53.0,Ryan Mouton,23.0,TEN,DB,14.0,2.0,6.0,37.0,0.0,15.0,6.2,1.0,14.0,0.0,14.0,14.0,51.0,
54.0,Antrel Rolle,27.0,ARI,FS,15.0,15.0,6.0,55.0,0.0,27.0,9.2,0.0,0.0,0.0,0.0,,135.0,PB
55.0,Dantrell Savage,24.0,KAN,RB,5.0,0.0,6.0,36.0,0.0,19.0,6.0,8.0,160.0,0.0,29.0,20.0,292.0,
56.0,Kevin Faulk,33.0,NWE,RB,15.0,7.0,5.0,31.0,0.0,15.0,6.2,6.0,144.0,0.0,32.0,24.0,811.0,
57.0,Ted Ginn Jr.,24.0,MIA,WR,16.0,12.0,5.0,28.0,0.0,12.0,5.6,52.0,1296.0,2.0,101.0,24.9,1826.0,
58.0,Maurice Leggett,23.0,KAN,DB,10.0,1.0,5.0,13.0,0.0,10.0,2.6,0.0,0.0,0.0,0.0,,13.0,
59.0,Phillip Buchanon,29.0,DET,RCB,13.0,11.0,4.0,34.0,0.0,18.0,8.5,0.0,0.0,0.0,0.0,,34.0,
60.0,Nate Clements,30.0,SFO,LCB,7.0,6.0,4.0,38.0,0.0,12.0,9.5,0.0,0.0,0.0,0.0,,46.0,
61.0,Cortland Finnegan,25.0,TEN,RCB,13.0,13.0,4.0,14.0,0.0,11.0,3.5,0.0,0.0,0.0,0.0,,208.0,
62.0,Devery Henderson,27.0,NOR,WR,16.0,11.0,4.0,16.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,,833.0,
63.0,Will Blackmon,25.0,GNB,DB,3.0,0.0,3.0,11.0,0.0,6.0,3.7,10.0,233.0,0.0,28.0,23.3,244.0,
64.0,Mark Jones,29.0,TEN,WR,3.0,0.0,3.0,23.0,0.0,15.0,7.7,13.0,264.0,0.0,27.0,20.3,296.0,
65.0,Kenny McKinley,22.0,DEN,WR,8.0,0.0,3.0,32.0,0.0,14.0,10.7,7.0,158.0,0.0,30.0,22.6,190.0,
66.0,Mewelde Moore,27.0,PIT,RB,16.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,44.0,0.0,13.0,11.0,318.0,
67.0,Josh Reed,29.0,BUF,WR,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,291.0,
68.0,Reggie Smith,23.0,SFO,DB,10.0,0.0,3.0,7.0,0.0,9.0,2.3,0.0,0.0,0.0,0.0,,7.0,
69.0,Micheal Spurlock,26.0,TAM,WR,2.0,0.0,3.0,90.0,1.0,77.0,30.0,8.0,170.0,0.0,32.0,21.3,260.0,
70.0,Derek Stanley,24.0,STL,WR,2.0,0.0,3.0,37.0,0.0,24.0,12.3,0.0,0.0,0.0,0.0,,37.0,
71.0,Bernard Berrian,29.0,MIN,WR,16.0,15.0,2.0,13.0,0.0,8.0,6.5,0.0,0.0,0.0,0.0,,631.0,
72.0,Quincy Butler,26.0,STL,RCB,14.0,7.0,2.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,-2.0,
