"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2021","-109170"," Team","Kennesaw State","Big South","fumbles","FUM","1"
"2021","-109170"," Team","Kennesaw State","Big South","fumbles","LOST","0"
"2021","-109170"," Team","Kennesaw State","Big South","fumbles","REC","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","PD","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","QB HUR","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","SACKS","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","SOLO","2"
"2021","-107062"," Team","Houston Christian","Southland","defensive","TD","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","TFL","0"
"2021","-107062"," Team","Houston Christian","Southland","defensive","TOT","2"
"2021","-107062"," Team","Houston Christian","Southland","fumbles","FUM","2"
"2021","-107062"," Team","Houston Christian","Southland","fumbles","LOST","1"
"2021","-107062"," Team","Houston Christian","Southland","fumbles","REC","0"
"2021","-107006"," Team","Charlotte","Conference USA","rushing","CAR","5"
"2021","-107006"," Team","Charlotte","Conference USA","rushing","LONG","0"
"2021","-107006"," Team","Charlotte","Conference USA","rushing","TD","0"
"2021","-107006"," Team","Charlotte","Conference USA","rushing","YDS","-17"
"2021","-107006"," Team","Charlotte","Conference USA","rushing","YPC","-3.4"
"2021","-106999"," Team","Stetson","Pioneer","fumbles","FUM","2"
"2021","-106999"," Team","Stetson","Pioneer","fumbles","LOST","0"
"2021","-106999"," Team","Stetson","Pioneer","fumbles","REC","0"
"2021","-106998"," Team","Mercer","Southern","fumbles","FUM","1"
"2021","-106998"," Team","Mercer","Southern","fumbles","LOST","0"
"2021","-106998"," Team","Mercer","Southern","fumbles","REC","0"
"2021","-106998"," Team","Mercer","Southern","punting","In 20","0"
"2021","-106998"," Team","Mercer","Southern","punting","LONG","0"
"2021","-106998"," Team","Mercer","Southern","punting","NO","1"
"2021","-106998"," Team","Mercer","Southern","punting","TB","0"
"2021","-106998"," Team","Mercer","Southern","punting","YDS","0"
"2021","-106998"," Team","Mercer","Southern","punting","YPP","0.0"
"2021","-106998"," Team","Mercer","Southern","rushing","CAR","1"
"2021","-106998"," Team","Mercer","Southern","rushing","LONG","0"
"2021","-106998"," Team","Mercer","Southern","rushing","TD","0"
"2021","-106998"," Team","Mercer","Southern","rushing","YDS","-20"
"2021","-106998"," Team","Mercer","Southern","rushing","YPC","-20.0"
"2021","-103071"," Team","UTSA","Conference USA","fumbles","FUM","2"
"2021","-103071"," Team","UTSA","Conference USA","fumbles","LOST","1"
"2021","-103071"," Team","UTSA","Conference USA","fumbles","REC","0"
"2021","-103071"," Team","UTSA","Conference USA","passing","ATT","1"
"2021","-103071"," Team","UTSA","Conference USA","passing","COMPLETIONS","0"
"2021","-103071"," Team","UTSA","Conference USA","passing","INT","0"
"2021","-103071"," Team","UTSA","Conference USA","passing","PCT","0.000"
"2021","-103071"," Team","UTSA","Conference USA","passing","TD","0"
"2021","-103071"," Team","UTSA","Conference USA","passing","YDS","0"
"2021","-103071"," Team","UTSA","Conference USA","passing","YPA","0.0"
"2021","-103071"," Team","UTSA","Conference USA","rushing","CAR","14"
"2021","-103071"," Team","UTSA","Conference USA","rushing","LONG","0"
"2021","-103071"," Team","UTSA","Conference USA","rushing","TD","0"
"2021","-103071"," Team","UTSA","Conference USA","rushing","YDS","-48"
"2021","-103071"," Team","UTSA","Conference USA","rushing","YPC","-3.4"
"2021","-96544"," Team","Lamar","AWC","fumbles","FUM","2"
"2021","-96544"," Team","Lamar","AWC","fumbles","LOST","2"
"2021","-96544"," Team","Lamar","AWC","fumbles","REC","0"
"2021","-96544"," Team","Lamar","AWC","rushing","CAR","2"
"2021","-96544"," Team","Lamar","AWC","rushing","LONG","0"
"2021","-96544"," Team","Lamar","AWC","rushing","TD","0"
"2021","-96544"," Team","Lamar","AWC","rushing","YDS","-10"
"2021","-96544"," Team","Lamar","AWC","rushing","YPC","-5.0"
"2021","-95576"," Team","Georgia State","Sun Belt","rushing","CAR","5"
"2021","-95576"," Team","Georgia State","Sun Belt","rushing","LONG","0"
"2021","-95576"," Team","Georgia State","Sun Belt","rushing","TD","0"
"2021","-95576"," Team","Georgia State","Sun Belt","rushing","YDS","-12"
"2021","-95576"," Team","Georgia State","Sun Belt","rushing","YPC","-2.4"
"2021","-90985"," Team","South Alabama","Sun Belt","fumbles","FUM","1"
"2021","-90985"," Team","South Alabama","Sun Belt","fumbles","LOST","0"
"2021","-90985"," Team","South Alabama","Sun Belt","fumbles","REC","0"
"2021","-90985"," Team","South Alabama","Sun Belt","rushing","CAR","6"
"2021","-90985"," Team","South Alabama","Sun Belt","rushing","LONG","0"
"2021","-90985"," Team","South Alabama","Sun Belt","rushing","TD","0"
"2021","-90985"," Team","South Alabama","Sun Belt","rushing","YDS","-31"
"2021","-90985"," Team","South Alabama","Sun Belt","rushing","YPC","-5.2"
"2021","-88752"," Team","Old Dominion","Conference USA","fumbles","FUM","1"
"2021","-88752"," Team","Old Dominion","Conference USA","fumbles","LOST","1"
"2021","-88752"," Team","Old Dominion","Conference USA","fumbles","REC","0"
"2021","-88752"," Team","Old Dominion","Conference USA","rushing","CAR","10"
"2021","-88752"," Team","Old Dominion","Conference USA","rushing","LONG","0"
"2021","-88752"," Team","Old Dominion","Conference USA","rushing","TD","0"
"2021","-88752"," Team","Old Dominion","Conference USA","rushing","YDS","-20"
"2021","-88752"," Team","Old Dominion","Conference USA","rushing","YPC","-2.0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","PD","0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","QB HUR","0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","SACKS","0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","SOLO","1"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","TD","0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","TFL","0"
"2021","-88716"," Team","Incarnate Word","Southland","defensive","TOT","1"
"2021","-88716"," Team","Incarnate Word","Southland","fumbles","FUM","1"
"2021","-88716"," Team","Incarnate Word","Southland","fumbles","LOST","0"
"2021","-88716"," Team","Incarnate Word","Southland","fumbles","REC","0"
"2021","-48520"," Team","Utah Tech","AWC","fumbles","FUM","1"
"2021","-48520"," Team","Utah Tech","AWC","fumbles","LOST","0"
"2021","-48520"," Team","Utah Tech","AWC","fumbles","REC","0"
"2021","-15611"," Team","SE Louisiana","Southland","fumbles","FUM","2"
"2021","-15611"," Team","SE Louisiana","Southland","fumbles","LOST","1"
"2021","-15611"," Team","SE Louisiana","Southland","fumbles","REC","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","PD","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","SOLO","1"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","TD","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","TFL","1"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","defensive","TOT","1"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","FUM","1"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","LOST","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","REC","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","ATT","1"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","COMPLETIONS","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","INT","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","PCT","0.000"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","TD","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","YDS","0"
"2021","-15591"," Team","Coastal Carolina","Sun Belt","passing","YPA","0.0"
