"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2005","16705","Bristol Olomua","Texas Tech","Big 12","receiving","LONG","29"
"2005","16705","Bristol Olomua","Texas Tech","Big 12","receiving","REC","28"
"2005","16705","Bristol Olomua","Texas Tech","Big 12","receiving","TD","1"
"2005","16705","Bristol Olomua","Texas Tech","Big 12","receiving","YDS","309"
"2005","16705","Bristol Olomua","Texas Tech","Big 12","receiving","YPR","11.0"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","LONG","48"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","REC","2"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","TD","1"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","YDS","69"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","YPR","34.5"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","rushing","CAR","1"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","rushing","LONG","0"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","rushing","TD","0"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","rushing","YDS","-10"
"2005","23243","Curtis Hamilton","Western Kentucky","MVFC","rushing","YPC","-10.0"
"2005","27825","David Smith","Idaho","Western Athletic","receiving","LONG","51"
"2005","27825","David Smith","Idaho","Western Athletic","receiving","REC","37"
"2005","27825","David Smith","Idaho","Western Athletic","receiving","TD","3"
"2005","27825","David Smith","Idaho","Western Athletic","receiving","YDS","479"
"2005","27825","David Smith","Idaho","Western Athletic","receiving","YPR","12.9"
"2005","27967","Cardan Alexander","Florida A&M","MEAC","puntReturns","AVG","5.0"
"2005","27967","Cardan Alexander","Florida A&M","MEAC","puntReturns","LONG","0"
"2005","27967","Cardan Alexander","Florida A&M","MEAC","puntReturns","NO","1"
"2005","27967","Cardan Alexander","Florida A&M","MEAC","puntReturns","TD","0"
"2005","27967","Cardan Alexander","Florida A&M","MEAC","puntReturns","YDS","5"
"2005","100410","Zac Collie","BYU","Mountain West","receiving","LONG","37"
"2005","100410","Zac Collie","BYU","Mountain West","receiving","REC","11"
"2005","100410","Zac Collie","BYU","Mountain West","receiving","TD","2"
"2005","100410","Zac Collie","BYU","Mountain West","receiving","YDS","158"
"2005","100410","Zac Collie","BYU","Mountain West","receiving","YPR","14.4"
"2005","100774","Andrew Johnson","Miami","ACC","rushing","CAR","14"
"2005","100774","Andrew Johnson","Miami","ACC","rushing","LONG","46"
"2005","100774","Andrew Johnson","Miami","ACC","rushing","TD","0"
"2005","100774","Andrew Johnson","Miami","ACC","rushing","YDS","97"
"2005","100774","Andrew Johnson","Miami","ACC","rushing","YPC","6.9"
"2005","102644","Tyler Ecker","Michigan","Big Ten","receiving","LONG","58"
"2005","102644","Tyler Ecker","Michigan","Big Ten","receiving","REC","21"
"2005","102644","Tyler Ecker","Michigan","Big Ten","receiving","TD","2"
"2005","102644","Tyler Ecker","Michigan","Big Ten","receiving","YDS","285"
"2005","102644","Tyler Ecker","Michigan","Big Ten","receiving","YPR","13.6"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","FGA","3"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","FGM","2"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","LONG","29"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","PCT","0.667"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","PTS","11"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","XPA","6"
"2005","103495","Tony Yelk","Iowa State","Big 12","kicking","XPM","5"
"2005","103959","Broderick Williams","Wisconsin","Big Ten","puntReturns","AVG","0.0"
"2005","103959","Broderick Williams","Wisconsin","Big Ten","puntReturns","LONG","0"
"2005","103959","Broderick Williams","Wisconsin","Big Ten","puntReturns","NO","9"
"2005","103959","Broderick Williams","Wisconsin","Big Ten","puntReturns","TD","0"
"2005","103959","Broderick Williams","Wisconsin","Big Ten","puntReturns","YDS","0"
"2005","104623","Nick McAfee","Middle Tennessee","Sun Belt","receiving","LONG","22"
"2005","104623","Nick McAfee","Middle Tennessee","Sun Belt","receiving","REC","7"
"2005","104623","Nick McAfee","Middle Tennessee","Sun Belt","receiving","TD","2"
"2005","104623","Nick McAfee","Middle Tennessee","Sun Belt","receiving","YDS","81"
"2005","104623","Nick McAfee","Middle Tennessee","Sun Belt","receiving","YPR","11.6"
"2005","104693","Quinn Sypniewski","Colorado","Big 12","receiving","LONG","64"
"2005","104693","Quinn Sypniewski","Colorado","Big 12","receiving","REC","29"
"2005","104693","Quinn Sypniewski","Colorado","Big 12","receiving","TD","5"
"2005","104693","Quinn Sypniewski","Colorado","Big 12","receiving","YDS","447"
"2005","104693","Quinn Sypniewski","Colorado","Big 12","receiving","YPR","15.4"
"2005","105855","Joseph Gray","NC State","ACC","interceptions","AVG","0.0"
"2005","105855","Joseph Gray","NC State","ACC","interceptions","INT","1"
"2005","105855","Joseph Gray","NC State","ACC","interceptions","TD","0"
"2005","105855","Joseph Gray","NC State","ACC","interceptions","YDS","0"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","FGA","28"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","FGM","22"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","LONG","47"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","PCT","0.786"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","PTS","110"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","XPA","45"
"2005","105947","Josh Huston","Ohio State","Big Ten","kicking","XPM","44"
"2005","107635","Tommy Cook","Kentucky","SEC","receiving","LONG","53"
"2005","107635","Tommy Cook","Kentucky","SEC","receiving","REC","11"
"2005","107635","Tommy Cook","Kentucky","SEC","receiving","TD","0"
"2005","107635","Tommy Cook","Kentucky","SEC","receiving","YDS","155"
"2005","107635","Tommy Cook","Kentucky","SEC","receiving","YPR","14.1"
"2005","108525","Jonathan Phillips","North Carolina","ACC","receiving","LONG","15"
"2005","108525","Jonathan Phillips","North Carolina","ACC","receiving","REC","1"
"2005","108525","Jonathan Phillips","North Carolina","ACC","receiving","TD","0"
"2005","108525","Jonathan Phillips","North Carolina","ACC","receiving","YDS","15"
"2005","108525","Jonathan Phillips","North Carolina","ACC","receiving","YPR","15.0"
"2005","108525","Jonathan Phillips","North Carolina","ACC","rushing","CAR","1"
"2005","108525","Jonathan Phillips","North Carolina","ACC","rushing","LONG","2"
"2005","108525","Jonathan Phillips","North Carolina","ACC","rushing","TD","0"
"2005","108525","Jonathan Phillips","North Carolina","ACC","rushing","YDS","2"
"2005","108525","Jonathan Phillips","North Carolina","ACC","rushing","YPC","2.0"
"2005","109453","Michael Sparks","Missouri State","MVFC","kickReturns","AVG","17.3"
"2005","109453","Michael Sparks","Missouri State","MVFC","kickReturns","LONG","25"
"2005","109453","Michael Sparks","Missouri State","MVFC","kickReturns","NO","3"
"2005","109453","Michael Sparks","Missouri State","MVFC","kickReturns","TD","0"
"2005","109453","Michael Sparks","Missouri State","MVFC","kickReturns","YDS","52"
"2005","109453","Michael Sparks","Missouri State","MVFC","puntReturns","AVG","4.0"
"2005","109453","Michael Sparks","Missouri State","MVFC","puntReturns","LONG","4"
"2005","109453","Michael Sparks","Missouri State","MVFC","puntReturns","NO","1"
"2005","109453","Michael Sparks","Missouri State","MVFC","puntReturns","TD","0"
"2005","109453","Michael Sparks","Missouri State","MVFC","puntReturns","YDS","4"
"2005","109453","Michael Sparks","Missouri State","MVFC","receiving","LONG","34"
"2005","109453","Michael Sparks","Missouri State","MVFC","receiving","REC","4"
"2005","109453","Michael Sparks","Missouri State","MVFC","receiving","TD","0"
"2005","109453","Michael Sparks","Missouri State","MVFC","receiving","YDS","60"
"2005","109453","Michael Sparks","Missouri State","MVFC","receiving","YPR","15.0"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","ATT","30"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","COMPLETIONS","14"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","INT","0"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","PCT","0.467"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","TD","1"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","YDS","197"
"2005","111723","Bruce Eugene","Grambling","SWAC","passing","YPA","6.6"
"2005","111723","Bruce Eugene","Grambling","SWAC","rushing","CAR","12"
"2005","111723","Bruce Eugene","Grambling","SWAC","rushing","LONG","0"
"2005","111723","Bruce Eugene","Grambling","SWAC","rushing","TD","0"
