"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2012","13223","Justin Johnson","Fresno State","Mountain West","receiving","LONG","38"
"2012","13223","Justin Johnson","Fresno State","Mountain West","receiving","REC","2"
"2012","13223","Justin Johnson","Fresno State","Mountain West","receiving","TD","0"
"2012","13223","Justin Johnson","Fresno State","Mountain West","receiving","YDS","43"
"2012","13223","Justin Johnson","Fresno State","Mountain West","receiving","YPR","21.5"
"2012","105679","Ben Martin","Rutgers","Big East","rushing","CAR","10"
"2012","105679","Ben Martin","Rutgers","Big East","rushing","LONG","11"
"2012","105679","Ben Martin","Rutgers","Big East","rushing","TD","0"
"2012","105679","Ben Martin","Rutgers","Big East","rushing","YDS","48"
"2012","105679","Ben Martin","Rutgers","Big East","rushing","YPC","4.8"
"2012","106739","Eric Thomas","Troy","Sun Belt","receiving","LONG","67"
"2012","106739","Eric Thomas","Troy","Sun Belt","receiving","REC","55"
"2012","106739","Eric Thomas","Troy","Sun Belt","receiving","TD","7"
"2012","106739","Eric Thomas","Troy","Sun Belt","receiving","YDS","667"
"2012","106739","Eric Thomas","Troy","Sun Belt","receiving","YPR","12.1"
"2012","109907","Jon Lee","Air Force","Mountain West","kickReturns","AVG","20.8"
"2012","109907","Jon Lee","Air Force","Mountain West","kickReturns","LONG","37"
"2012","109907","Jon Lee","Air Force","Mountain West","kickReturns","NO","8"
"2012","109907","Jon Lee","Air Force","Mountain West","kickReturns","TD","0"
"2012","109907","Jon Lee","Air Force","Mountain West","kickReturns","YDS","166"
"2012","109907","Jon Lee","Air Force","Mountain West","receiving","LONG","18"
"2012","109907","Jon Lee","Air Force","Mountain West","receiving","REC","4"
"2012","109907","Jon Lee","Air Force","Mountain West","receiving","TD","0"
"2012","109907","Jon Lee","Air Force","Mountain West","receiving","YDS","45"
"2012","109907","Jon Lee","Air Force","Mountain West","receiving","YPR","11.3"
"2012","109907","Jon Lee","Air Force","Mountain West","rushing","CAR","88"
"2012","109907","Jon Lee","Air Force","Mountain West","rushing","LONG","52"
"2012","109907","Jon Lee","Air Force","Mountain West","rushing","TD","4"
"2012","109907","Jon Lee","Air Force","Mountain West","rushing","YDS","545"
"2012","109907","Jon Lee","Air Force","Mountain West","rushing","YPC","6.2"
"2012","118214","Cody Davis","Texas Tech","Big 12","interceptions","AVG","29.3"
"2012","118214","Cody Davis","Texas Tech","Big 12","interceptions","INT","3"
"2012","118214","Cody Davis","Texas Tech","Big 12","interceptions","TD","1"
"2012","118214","Cody Davis","Texas Tech","Big 12","interceptions","YDS","88"
"2012","136354","Phillip Sims","Virginia","ACC","passing","ATT","203"
"2012","136354","Phillip Sims","Virginia","ACC","passing","COMPLETIONS","114"
"2012","136354","Phillip Sims","Virginia","ACC","passing","INT","4"
"2012","136354","Phillip Sims","Virginia","ACC","passing","PCT","0.562"
"2012","136354","Phillip Sims","Virginia","ACC","passing","TD","9"
"2012","136354","Phillip Sims","Virginia","ACC","passing","YDS","1263"
"2012","136354","Phillip Sims","Virginia","ACC","passing","YPA","6.2"
"2012","136354","Phillip Sims","Virginia","ACC","rushing","CAR","34"
"2012","136354","Phillip Sims","Virginia","ACC","rushing","LONG","15"
"2012","136354","Phillip Sims","Virginia","ACC","rushing","TD","2"
"2012","136354","Phillip Sims","Virginia","ACC","rushing","YDS","18"
"2012","136354","Phillip Sims","Virginia","ACC","rushing","YPC","0.5"
"2012","138064","Ryan Hall","Hawai'i","Mountain West","receiving","LONG","33"
"2012","138064","Ryan Hall","Hawai'i","Mountain West","receiving","REC","20"
"2012","138064","Ryan Hall","Hawai'i","Mountain West","receiving","TD","1"
"2012","138064","Ryan Hall","Hawai'i","Mountain West","receiving","YDS","168"
"2012","138064","Ryan Hall","Hawai'i","Mountain West","receiving","YPR","8.4"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","AVG","21.6"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","LONG","35"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","NO","15"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","TD","0"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","YDS","324"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","receiving","LONG","36"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","receiving","REC","13"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","receiving","TD","0"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","receiving","YDS","98"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","receiving","YPR","7.5"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","rushing","CAR","96"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","rushing","LONG","51"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","rushing","TD","4"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","rushing","YDS","495"
"2012","149613","Jeremy Brown","North Texas","Sun Belt","rushing","YPC","5.2"
"2012","160248","Mike Naples","Boston College","ACC","receiving","LONG","9"
"2012","160248","Mike Naples","Boston College","ACC","receiving","REC","3"
"2012","160248","Mike Naples","Boston College","ACC","receiving","TD","0"
"2012","160248","Mike Naples","Boston College","ACC","receiving","YDS","15"
"2012","160248","Mike Naples","Boston College","ACC","receiving","YPR","5.0"
"2012","177136","Max Moala","Utah","Pac-12","receiving","LONG","19"
"2012","177136","Max Moala","Utah","Pac-12","receiving","REC","3"
"2012","177136","Max Moala","Utah","Pac-12","receiving","TD","1"
"2012","177136","Max Moala","Utah","Pac-12","receiving","YDS","35"
"2012","177136","Max Moala","Utah","Pac-12","receiving","YPR","11.7"
"2012","183814","Cody Clay","West Virginia","Big 12","receiving","LONG","19"
"2012","183814","Cody Clay","West Virginia","Big 12","receiving","REC","2"
"2012","183814","Cody Clay","West Virginia","Big 12","receiving","TD","0"
"2012","183814","Cody Clay","West Virginia","Big 12","receiving","YDS","29"
"2012","183814","Cody Clay","West Virginia","Big 12","receiving","YPR","14.5"
"2012","187023","Henna Brown","Southern Utah","Big Sky","receiving","LONG","22"
"2012","187023","Henna Brown","Southern Utah","Big Sky","receiving","REC","9"
"2012","187023","Henna Brown","Southern Utah","Big Sky","receiving","TD","1"
"2012","187023","Henna Brown","Southern Utah","Big Sky","receiving","YDS","72"
"2012","187023","Henna Brown","Southern Utah","Big Sky","receiving","YPR","8.0"
"2012","187023","Henna Brown","Southern Utah","Big Sky","rushing","CAR","11"
"2012","187023","Henna Brown","Southern Utah","Big Sky","rushing","LONG","5"
"2012","187023","Henna Brown","Southern Utah","Big Sky","rushing","TD","0"
"2012","187023","Henna Brown","Southern Utah","Big Sky","rushing","YDS","13"
"2012","187023","Henna Brown","Southern Utah","Big Sky","rushing","YPC","1.2"
"2012","191512","Robbie Buckner","BYU","FBS Independents","interceptions","AVG","0.0"
"2012","191512","Robbie Buckner","BYU","FBS Independents","interceptions","INT","1"
"2012","191512","Robbie Buckner","BYU","FBS Independents","interceptions","TD","0"
"2012","191512","Robbie Buckner","BYU","FBS Independents","interceptions","YDS","0"
"2012","191520","Mike Hague","BYU","FBS Independents","kickReturns","AVG","27.5"
"2012","191520","Mike Hague","BYU","FBS Independents","kickReturns","LONG","32"
"2012","191520","Mike Hague","BYU","FBS Independents","kickReturns","NO","2"
"2012","191520","Mike Hague","BYU","FBS Independents","kickReturns","TD","0"
"2012","191520","Mike Hague","BYU","FBS Independents","kickReturns","YDS","55"
