"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2009","102126","Bradley George","Texas State","Southland","passing","ATT","37"
"2009","102126","Bradley George","Texas State","Southland","passing","COMPLETIONS","16"
"2009","102126","Bradley George","Texas State","Southland","passing","INT","1"
"2009","102126","Bradley George","Texas State","Southland","passing","PCT","0.432"
"2009","102126","Bradley George","Texas State","Southland","passing","TD","1"
"2009","102126","Bradley George","Texas State","Southland","passing","YDS","199"
"2009","102126","Bradley George","Texas State","Southland","passing","YPA","5.4"
"2009","102126","Bradley George","Texas State","Southland","rushing","CAR","4"
"2009","102126","Bradley George","Texas State","Southland","rushing","LONG","6"
"2009","102126","Bradley George","Texas State","Southland","rushing","TD","0"
"2009","102126","Bradley George","Texas State","Southland","rushing","YDS","-13"
"2009","102126","Bradley George","Texas State","Southland","rushing","YPC","-3.3"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","ATT","1"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","COMPLETIONS","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","INT","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","PCT","0.000"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","TD","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","YDS","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","passing","YPA","0.0"
"2009","109370","Marques Johnson","UNLV","Mountain West","puntReturns","AVG","0.0"
"2009","109370","Marques Johnson","UNLV","Mountain West","puntReturns","LONG","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","puntReturns","NO","1"
"2009","109370","Marques Johnson","UNLV","Mountain West","puntReturns","TD","0"
"2009","109370","Marques Johnson","UNLV","Mountain West","puntReturns","YDS","0"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","In 20","0"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","LONG","73"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","NO","61"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","TB","0"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","YDS","2495"
"2009","123339","Ryan Donahue","Iowa","Big Ten","punting","YPP","40.9"
"2009","124471","Terrell White","Morgan State","MEAC","receiving","LONG","8"
"2009","124471","Terrell White","Morgan State","MEAC","receiving","REC","1"
"2009","124471","Terrell White","Morgan State","MEAC","receiving","TD","0"
"2009","124471","Terrell White","Morgan State","MEAC","receiving","YDS","8"
"2009","124471","Terrell White","Morgan State","MEAC","receiving","YPR","8.0"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","ATT","230"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","COMPLETIONS","132"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","INT","3"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","PCT","0.574"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","TD","16"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","YDS","1861"
"2009","132870","Martevious Young","Southern Miss","Conference USA","passing","YPA","8.1"
"2009","132870","Martevious Young","Southern Miss","Conference USA","receiving","LONG","26"
"2009","132870","Martevious Young","Southern Miss","Conference USA","receiving","REC","1"
"2009","132870","Martevious Young","Southern Miss","Conference USA","receiving","TD","0"
"2009","132870","Martevious Young","Southern Miss","Conference USA","receiving","YDS","26"
"2009","132870","Martevious Young","Southern Miss","Conference USA","receiving","YPR","26.0"
"2009","132870","Martevious Young","Southern Miss","Conference USA","rushing","CAR","73"
"2009","132870","Martevious Young","Southern Miss","Conference USA","rushing","LONG","36"
"2009","132870","Martevious Young","Southern Miss","Conference USA","rushing","TD","1"
"2009","132870","Martevious Young","Southern Miss","Conference USA","rushing","YDS","294"
"2009","132870","Martevious Young","Southern Miss","Conference USA","rushing","YPC","4.0"
"2009","134674","Manase Tonga","BYU","Mountain West","receiving","LONG","17"
"2009","134674","Manase Tonga","BYU","Mountain West","receiving","REC","9"
"2009","134674","Manase Tonga","BYU","Mountain West","receiving","TD","1"
"2009","134674","Manase Tonga","BYU","Mountain West","receiving","YDS","74"
"2009","134674","Manase Tonga","BYU","Mountain West","receiving","YPR","8.2"
"2009","134674","Manase Tonga","BYU","Mountain West","rushing","CAR","18"
"2009","134674","Manase Tonga","BYU","Mountain West","rushing","LONG","11"
"2009","134674","Manase Tonga","BYU","Mountain West","rushing","TD","1"
"2009","134674","Manase Tonga","BYU","Mountain West","rushing","YDS","54"
"2009","134674","Manase Tonga","BYU","Mountain West","rushing","YPC","3.0"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","ATT","2"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","COMPLETIONS","1"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","INT","0"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","PCT","0.500"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","TD","0"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","YDS","7"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","passing","YPA","3.5"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","receiving","LONG","4"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","receiving","REC","1"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","receiving","TD","0"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","receiving","YDS","4"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","receiving","YPR","4.0"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","rushing","CAR","9"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","rushing","LONG","13"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","rushing","TD","1"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","rushing","YDS","34"
"2009","136470","Inoke Funaki","Hawai'i","Western Athletic","rushing","YPC","3.8"
"2009","138728","Tyler Smith","Rice","Conference USA","receiving","LONG","13"
"2009","138728","Tyler Smith","Rice","Conference USA","receiving","REC","9"
"2009","138728","Tyler Smith","Rice","Conference USA","receiving","TD","0"
"2009","138728","Tyler Smith","Rice","Conference USA","receiving","YDS","38"
"2009","138728","Tyler Smith","Rice","Conference USA","receiving","YPR","4.2"
"2009","138728","Tyler Smith","Rice","Conference USA","rushing","CAR","101"
"2009","138728","Tyler Smith","Rice","Conference USA","rushing","LONG","19"
"2009","138728","Tyler Smith","Rice","Conference USA","rushing","TD","1"
"2009","138728","Tyler Smith","Rice","Conference USA","rushing","YDS","428"
"2009","138728","Tyler Smith","Rice","Conference USA","rushing","YPC","4.2"
"2009","146234","Mickey Turner","Wisconsin","Big Ten","receiving","LONG","13"
"2009","146234","Mickey Turner","Wisconsin","Big Ten","receiving","REC","6"
"2009","146234","Mickey Turner","Wisconsin","Big Ten","receiving","TD","0"
"2009","146234","Mickey Turner","Wisconsin","Big Ten","receiving","YDS","34"
"2009","146234","Mickey Turner","Wisconsin","Big Ten","receiving","YPR","5.7"
"2009","146702","Jan Jorgensen","BYU","Mountain West","kickReturns","AVG","10.0"
"2009","146702","Jan Jorgensen","BYU","Mountain West","kickReturns","LONG","10"
"2009","146702","Jan Jorgensen","BYU","Mountain West","kickReturns","NO","1"
"2009","146702","Jan Jorgensen","BYU","Mountain West","kickReturns","TD","0"
"2009","146702","Jan Jorgensen","BYU","Mountain West","kickReturns","YDS","10"
"2009","146702","Jan Jorgensen","BYU","Mountain West","rushing","CAR","1"
"2009","146702","Jan Jorgensen","BYU","Mountain West","rushing","LONG","6"
"2009","146702","Jan Jorgensen","BYU","Mountain West","rushing","TD","0"
"2009","146702","Jan Jorgensen","BYU","Mountain West","rushing","YDS","6"
"2009","146702","Jan Jorgensen","BYU","Mountain West","rushing","YPC","6.0"
"2009","148049","Andrew Davis","Troy","Sun Belt","receiving","LONG","22"
"2009","148049","Andrew Davis","Troy","Sun Belt","receiving","REC","14"
"2009","148049","Andrew Davis","Troy","Sun Belt","receiving","TD","2"
"2009","148049","Andrew Davis","Troy","Sun Belt","receiving","YDS","156"
"2009","148049","Andrew Davis","Troy","Sun Belt","receiving","YPR","11.1"
"2009","148094","Scott Johnson","BYU","Mountain West","interceptions","AVG","14.3"
"2009","148094","Scott Johnson","BYU","Mountain West","interceptions","INT","4"
"2009","148094","Scott Johnson","BYU","Mountain West","interceptions","TD","0"
"2009","148094","Scott Johnson","BYU","Mountain West","interceptions","YDS","57"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","FGA","14"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","FGM","10"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","LONG","49"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","PCT","0.714"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","PTS","89"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","XPA","61"
"2009","148151","Mitch Payne","BYU","Mountain West","kicking","XPM","59"
"2009","151104","Robbie Park","Central Arkansas","Southland","passing","ATT","52"
