"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2020","-106998"," Team","Mercer","Southern","punting","In 20","0"
"2020","-106998"," Team","Mercer","Southern","punting","LONG","0"
"2020","-106998"," Team","Mercer","Southern","punting","NO","1"
"2020","-106998"," Team","Mercer","Southern","punting","TB","0"
"2020","-106998"," Team","Mercer","Southern","punting","YDS","0"
"2020","-106998"," Team","Mercer","Southern","punting","YPP","0.0"
"2020","-103071"," Team","UTSA","Conference USA","fumbles","FUM","2"
"2020","-103071"," Team","UTSA","Conference USA","fumbles","LOST","1"
"2020","-103071"," Team","UTSA","Conference USA","fumbles","REC","0"
"2020","-103071"," Team","UTSA","Conference USA","passing","ATT","1"
"2020","-103071"," Team","UTSA","Conference USA","passing","COMPLETIONS","0"
"2020","-103071"," Team","UTSA","Conference USA","passing","INT","0"
"2020","-103071"," Team","UTSA","Conference USA","passing","PCT","0.000"
"2020","-103071"," Team","UTSA","Conference USA","passing","TD","0"
"2020","-103071"," Team","UTSA","Conference USA","passing","YDS","0"
"2020","-103071"," Team","UTSA","Conference USA","passing","YPA","0.0"
"2020","-103071"," Team","UTSA","Conference USA","rushing","CAR","4"
"2020","-103071"," Team","UTSA","Conference USA","rushing","LONG","0"
"2020","-103071"," Team","UTSA","Conference USA","rushing","TD","0"
"2020","-103071"," Team","UTSA","Conference USA","rushing","YDS","-5"
"2020","-103071"," Team","UTSA","Conference USA","rushing","YPC","-1.3"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","PD","0"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","QB HUR","0"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","SACKS","0"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","SOLO","1"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","TD","0"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","TFL","0"
"2020","-95576"," Team","Georgia State","Sun Belt","defensive","TOT","1"
"2020","-95576"," Team","Georgia State","Sun Belt","fumbles","FUM","1"
"2020","-95576"," Team","Georgia State","Sun Belt","fumbles","LOST","1"
"2020","-95576"," Team","Georgia State","Sun Belt","fumbles","REC","0"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","In 20","0"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","LONG","0"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","NO","1"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","TB","0"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","YDS","0"
"2020","-95576"," Team","Georgia State","Sun Belt","punting","YPP","0.0"
"2020","-95576"," Team","Georgia State","Sun Belt","rushing","CAR","4"
"2020","-95576"," Team","Georgia State","Sun Belt","rushing","LONG","0"
"2020","-95576"," Team","Georgia State","Sun Belt","rushing","TD","0"
"2020","-95576"," Team","Georgia State","Sun Belt","rushing","YDS","-36"
"2020","-95576"," Team","Georgia State","Sun Belt","rushing","YPC","-9.0"
"2020","-90985"," Team","South Alabama","Sun Belt","rushing","CAR","3"
"2020","-90985"," Team","South Alabama","Sun Belt","rushing","LONG","0"
"2020","-90985"," Team","South Alabama","Sun Belt","rushing","TD","0"
"2020","-90985"," Team","South Alabama","Sun Belt","rushing","YDS","-5"
"2020","-90985"," Team","South Alabama","Sun Belt","rushing","YPC","-1.7"
"2020","-81909"," Team","Campbell","Big South","fumbles","FUM","1"
"2020","-81909"," Team","Campbell","Big South","fumbles","LOST","0"
"2020","-81909"," Team","Campbell","Big South","fumbles","REC","0"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","FUM","1"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","LOST","0"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","fumbles","REC","0"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","rushing","CAR","11"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","rushing","LONG","0"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","rushing","TD","0"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","rushing","YDS","-32"
"2020","-15591"," Team","Coastal Carolina","Sun Belt","rushing","YPC","-2.9"
"2020","-14550"," Team","Florida International","Conference USA","defensive","PD","0"
"2020","-14550"," Team","Florida International","Conference USA","defensive","QB HUR","0"
"2020","-14550"," Team","Florida International","Conference USA","defensive","SACKS","0"
"2020","-14550"," Team","Florida International","Conference USA","defensive","SOLO","1"
"2020","-14550"," Team","Florida International","Conference USA","defensive","TD","0"
"2020","-14550"," Team","Florida International","Conference USA","defensive","TFL","1"
"2020","-14550"," Team","Florida International","Conference USA","defensive","TOT","1"
"2020","-14550"," Team","Florida International","Conference USA","rushing","CAR","1"
"2020","-14550"," Team","Florida International","Conference USA","rushing","LONG","0"
"2020","-14550"," Team","Florida International","Conference USA","rushing","TD","0"
"2020","-14550"," Team","Florida International","Conference USA","rushing","YDS","-1"
"2020","-14550"," Team","Florida International","Conference USA","rushing","YPC","-1.0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","PD","0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","QB HUR","1"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","SACKS","0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","SOLO","0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","TD","0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","TFL","0"
"2020","-8086"," Team","Wyoming","Mountain West","defensive","TOT","0"
"2020","-8086"," Team","Wyoming","Mountain West","fumbles","FUM","1"
"2020","-8086"," Team","Wyoming","Mountain West","fumbles","LOST","1"
"2020","-8086"," Team","Wyoming","Mountain West","fumbles","REC","0"
"2020","-8086"," Team","Wyoming","Mountain West","passing","ATT","1"
"2020","-8086"," Team","Wyoming","Mountain West","passing","COMPLETIONS","0"
"2020","-8086"," Team","Wyoming","Mountain West","passing","INT","0"
"2020","-8086"," Team","Wyoming","Mountain West","passing","PCT","0.000"
"2020","-8086"," Team","Wyoming","Mountain West","passing","TD","0"
