"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","puntReturns","AVG","0.0"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","puntReturns","LONG","0"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","puntReturns","NO","1"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","puntReturns","TD","0"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","puntReturns","YDS","0"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","LONG","41"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","REC","4"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","TD","1"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","YDS","71"
"2006","23243","Curtis Hamilton","Western Kentucky","MVFC","receiving","YPR","17.8"
"2006","26526","Justin Allen","Southern Illinois","MVFC","receiving","LONG","0"
"2006","26526","Justin Allen","Southern Illinois","MVFC","receiving","REC","1"
"2006","26526","Justin Allen","Southern Illinois","MVFC","receiving","TD","0"
"2006","26526","Justin Allen","Southern Illinois","MVFC","receiving","YDS","33"
"2006","26526","Justin Allen","Southern Illinois","MVFC","receiving","YPR","33.0"
"2006","26526","Justin Allen","Southern Illinois","MVFC","rushing","CAR","4"
"2006","26526","Justin Allen","Southern Illinois","MVFC","rushing","LONG","0"
"2006","26526","Justin Allen","Southern Illinois","MVFC","rushing","TD","0"
"2006","26526","Justin Allen","Southern Illinois","MVFC","rushing","YDS","37"
"2006","26526","Justin Allen","Southern Illinois","MVFC","rushing","YPC","9.3"
"2006","100410","Zac Collie","BYU","Mountain West","receiving","LONG","43"
"2006","100410","Zac Collie","BYU","Mountain West","receiving","REC","26"
"2006","100410","Zac Collie","BYU","Mountain West","receiving","TD","2"
"2006","100410","Zac Collie","BYU","Mountain West","receiving","YDS","437"
"2006","100410","Zac Collie","BYU","Mountain West","receiving","YPR","16.8"
"2006","100431","Brock Stratton","Texas Tech","Big 12","interceptions","AVG","16.5"
"2006","100431","Brock Stratton","Texas Tech","Big 12","interceptions","INT","2"
"2006","100431","Brock Stratton","Texas Tech","Big 12","interceptions","TD","0"
"2006","100431","Brock Stratton","Texas Tech","Big 12","interceptions","YDS","33"
"2006","100774","Andrew Johnson","Miami","ACC","rushing","CAR","5"
"2006","100774","Andrew Johnson","Miami","ACC","rushing","LONG","24"
"2006","100774","Andrew Johnson","Miami","ACC","rushing","TD","0"
"2006","100774","Andrew Johnson","Miami","ACC","rushing","YDS","34"
"2006","100774","Andrew Johnson","Miami","ACC","rushing","YPC","6.8"
"2006","102126","Bradley George","Texas State","Southland","passing","ATT","5"
"2006","102126","Bradley George","Texas State","Southland","passing","COMPLETIONS","3"
"2006","102126","Bradley George","Texas State","Southland","passing","INT","0"
"2006","102126","Bradley George","Texas State","Southland","passing","PCT","0.600"
"2006","102126","Bradley George","Texas State","Southland","passing","TD","0"
"2006","102126","Bradley George","Texas State","Southland","passing","YDS","23"
"2006","102126","Bradley George","Texas State","Southland","passing","YPA","4.6"
"2006","102126","Bradley George","Texas State","Southland","rushing","CAR","4"
"2006","102126","Bradley George","Texas State","Southland","rushing","LONG","0"
"2006","102126","Bradley George","Texas State","Southland","rushing","TD","0"
"2006","102126","Bradley George","Texas State","Southland","rushing","YDS","-5"
"2006","102126","Bradley George","Texas State","Southland","rushing","YPC","-1.3"
"2006","102644","Tyler Ecker","Michigan","Big Ten","receiving","LONG","36"
"2006","102644","Tyler Ecker","Michigan","Big Ten","receiving","REC","12"
"2006","102644","Tyler Ecker","Michigan","Big Ten","receiving","TD","2"
"2006","102644","Tyler Ecker","Michigan","Big Ten","receiving","YDS","155"
"2006","102644","Tyler Ecker","Michigan","Big Ten","receiving","YPR","12.9"
"2006","104019","Aaron Wagner","BYU","Mountain West","interceptions","AVG","0.0"
"2006","104019","Aaron Wagner","BYU","Mountain West","interceptions","INT","1"
"2006","104019","Aaron Wagner","BYU","Mountain West","interceptions","TD","0"
"2006","104019","Aaron Wagner","BYU","Mountain West","interceptions","YDS","0"
"2006","105191","Leonard Peters","Hawai'i","Western Athletic","interceptions","AVG","54.0"
"2006","105191","Leonard Peters","Hawai'i","Western Athletic","interceptions","INT","1"
"2006","105191","Leonard Peters","Hawai'i","Western Athletic","interceptions","TD","1"
"2006","105191","Leonard Peters","Hawai'i","Western Athletic","interceptions","YDS","54"
"2006","111644","Brian Johnson","Howard","MEAC","rushing","CAR","3"
"2006","111644","Brian Johnson","Howard","MEAC","rushing","LONG","0"
"2006","111644","Brian Johnson","Howard","MEAC","rushing","TD","0"
"2006","111644","Brian Johnson","Howard","MEAC","rushing","YDS","-4"
"2006","111644","Brian Johnson","Howard","MEAC","rushing","YPC","-1.3"
"2006","114111","Ian Sample","Hawai'i","Western Athletic","receiving","LONG","47"
"2006","114111","Ian Sample","Hawai'i","Western Athletic","receiving","REC","33"
"2006","114111","Ian Sample","Hawai'i","Western Athletic","receiving","TD","5"
"2006","114111","Ian Sample","Hawai'i","Western Athletic","receiving","YDS","355"
"2006","114111","Ian Sample","Hawai'i","Western Athletic","receiving","YPR","10.8"
"2006","114315","Jamel Harris","Temple","FBS Independents","receiving","LONG","20"
"2006","114315","Jamel Harris","Temple","FBS Independents","receiving","REC","8"
"2006","114315","Jamel Harris","Temple","FBS Independents","receiving","TD","0"
"2006","114315","Jamel Harris","Temple","FBS Independents","receiving","YDS","72"
"2006","114315","Jamel Harris","Temple","FBS Independents","receiving","YPR","9.0"
"2006","115375","Ben Koger","Vanderbilt","SEC","interceptions","AVG","0.0"
"2006","115375","Ben Koger","Vanderbilt","SEC","interceptions","INT","1"
"2006","115375","Ben Koger","Vanderbilt","SEC","interceptions","TD","0"
"2006","115375","Ben Koger","Vanderbilt","SEC","interceptions","YDS","0"
"2006","115641","Robert Miller","San Diego State","Mountain West","receiving","LONG","15"
"2006","115641","Robert Miller","San Diego State","Mountain West","receiving","REC","5"
"2006","115641","Robert Miller","San Diego State","Mountain West","receiving","TD","1"
"2006","115641","Robert Miller","San Diego State","Mountain West","receiving","YDS","42"
"2006","115641","Robert Miller","San Diego State","Mountain West","receiving","YPR","8.4"
"2006","115704","Josh Swogger","Montana","Big Sky","passing","ATT","28"
"2006","115704","Josh Swogger","Montana","Big Sky","passing","COMPLETIONS","16"
