"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","PD","0"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","QB HUR","0"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","SACKS","0"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","SOLO","1"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","TD","0"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","TFL","0"
"2018","-107006"," Team","Charlotte","Conference USA","defensive","TOT","1"
"2018","-107006"," Team","Charlotte","Conference USA","fumbles","FUM","0"
"2018","-107006"," Team","Charlotte","Conference USA","fumbles","LOST","0"
"2018","-107006"," Team","Charlotte","Conference USA","fumbles","REC","1"
"2018","-107006"," Team","Charlotte","Conference USA","passing","ATT","1"
"2018","-107006"," Team","Charlotte","Conference USA","passing","COMPLETIONS","0"
"2018","-107006"," Team","Charlotte","Conference USA","passing","INT","0"
"2018","-107006"," Team","Charlotte","Conference USA","passing","PCT","0.000"
"2018","-107006"," Team","Charlotte","Conference USA","passing","TD","0"
"2018","-107006"," Team","Charlotte","Conference USA","passing","YDS","0"
"2018","-107006"," Team","Charlotte","Conference USA","passing","YPA","0.0"
"2018","-107006"," Team","Charlotte","Conference USA","rushing","CAR","1"
"2018","-107006"," Team","Charlotte","Conference USA","rushing","LONG","0"
"2018","-107006"," Team","Charlotte","Conference USA","rushing","TD","0"
"2018","-107006"," Team","Charlotte","Conference USA","rushing","YDS","-1"
"2018","-107006"," Team","Charlotte","Conference USA","rushing","YPC","-1.0"
"2018","-106998"," Team","Mercer","Southern","fumbles","FUM","1"
"2018","-106998"," Team","Mercer","Southern","fumbles","LOST","0"
"2018","-106998"," Team","Mercer","Southern","fumbles","REC","0"
"2018","-106998"," Team","Mercer","Southern","rushing","CAR","1"
"2018","-106998"," Team","Mercer","Southern","rushing","LONG","0"
"2018","-106998"," Team","Mercer","Southern","rushing","TD","0"
"2018","-106998"," Team","Mercer","Southern","rushing","YDS","-6"
"2018","-106998"," Team","Mercer","Southern","rushing","YPC","-6.0"
"2018","-103071"," Team","UTSA","Conference USA","punting","In 20","0"
"2018","-103071"," Team","UTSA","Conference USA","punting","LONG","0"
"2018","-103071"," Team","UTSA","Conference USA","punting","NO","2"
"2018","-103071"," Team","UTSA","Conference USA","punting","TB","0"
"2018","-103071"," Team","UTSA","Conference USA","punting","YDS","0"
"2018","-103071"," Team","UTSA","Conference USA","punting","YPP","0.0"
"2018","-103071"," Team","UTSA","Conference USA","rushing","CAR","7"
"2018","-103071"," Team","UTSA","Conference USA","rushing","LONG","0"
"2018","-103071"," Team","UTSA","Conference USA","rushing","TD","0"
"2018","-103071"," Team","UTSA","Conference USA","rushing","YDS","-7"
"2018","-103071"," Team","UTSA","Conference USA","rushing","YPC","-1.0"
"2018","-90985"," Team","South Alabama","Sun Belt","fumbles","FUM","1"
"2018","-90985"," Team","South Alabama","Sun Belt","fumbles","LOST","0"
"2018","-90985"," Team","South Alabama","Sun Belt","fumbles","REC","0"
"2018","-90985"," Team","South Alabama","Sun Belt","rushing","CAR","3"
"2018","-90985"," Team","South Alabama","Sun Belt","rushing","LONG","0"
"2018","-90985"," Team","South Alabama","Sun Belt","rushing","TD","0"
"2018","-90985"," Team","South Alabama","Sun Belt","rushing","YDS","-4"
"2018","-90985"," Team","South Alabama","Sun Belt","rushing","YPC","-1.3"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","ATT","1"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","COMPLETIONS","0"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","INT","0"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","PCT","0.000"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","TD","0"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","YDS","0"
"2018","-88752"," Team","Old Dominion","Conference USA","passing","YPA","0.0"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","In 20","0"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","LONG","23"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","NO","1"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","TB","0"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","YDS","23"
"2018","-88752"," Team","Old Dominion","Conference USA","punting","YPP","23.0"
"2018","-15611"," Team","SE Louisiana","Southland","fumbles","FUM","1"
"2018","-15611"," Team","SE Louisiana","Southland","fumbles","LOST","1"
"2018","-15611"," Team","SE Louisiana","Southland","fumbles","REC","0"
"2018","-15611"," Team","SE Louisiana","Southland","passing","ATT","1"
"2018","-15611"," Team","SE Louisiana","Southland","passing","COMPLETIONS","0"
"2018","-15611"," Team","SE Louisiana","Southland","passing","INT","0"
"2018","-15611"," Team","SE Louisiana","Southland","passing","PCT","0.000"
"2018","-15611"," Team","SE Louisiana","Southland","passing","TD","0"
"2018","-15611"," Team","SE Louisiana","Southland","passing","YDS","0"
"2018","-15611"," Team","SE Louisiana","Southland","passing","YPA","0.0"
"2018","-15611"," Team","SE Louisiana","Southland","rushing","CAR","1"
"2018","-15611"," Team","SE Louisiana","Southland","rushing","LONG","0"
"2018","-15611"," Team","SE Louisiana","Southland","rushing","TD","0"
"2018","-15611"," Team","SE Louisiana","Southland","rushing","YDS","-15"
"2018","-15611"," Team","SE Louisiana","Southland","rushing","YPC","-15.0"
"2018","-15591"," Team","Coastal Carolina","Sun Belt","defensive","PD","0"
"2018","-15591"," Team","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2018","-15591"," Team","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2018","-15591"," Team","Coastal Carolina","Sun Belt","defensive","SOLO","1"
