"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2011","27200","Michael Johnson","UNLV","Mountain West","puntReturns","AVG","3.1"
"2011","27200","Michael Johnson","UNLV","Mountain West","puntReturns","LONG","21"
"2011","27200","Michael Johnson","UNLV","Mountain West","puntReturns","NO","17"
"2011","27200","Michael Johnson","UNLV","Mountain West","puntReturns","TD","0"
"2011","27200","Michael Johnson","UNLV","Mountain West","puntReturns","YDS","52"
"2011","27200","Michael Johnson","UNLV","Mountain West","receiving","LONG","33"
"2011","27200","Michael Johnson","UNLV","Mountain West","receiving","REC","31"
"2011","27200","Michael Johnson","UNLV","Mountain West","receiving","TD","1"
"2011","27200","Michael Johnson","UNLV","Mountain West","receiving","YDS","285"
"2011","27200","Michael Johnson","UNLV","Mountain West","receiving","YPR","9.2"
"2011","27200","Michael Johnson","UNLV","Mountain West","rushing","CAR","8"
"2011","27200","Michael Johnson","UNLV","Mountain West","rushing","LONG","28"
"2011","27200","Michael Johnson","UNLV","Mountain West","rushing","TD","0"
"2011","27200","Michael Johnson","UNLV","Mountain West","rushing","YDS","31"
"2011","27200","Michael Johnson","UNLV","Mountain West","rushing","YPC","3.9"
"2011","106739","Eric Thomas","Troy","Sun Belt","receiving","LONG","57"
"2011","106739","Eric Thomas","Troy","Sun Belt","receiving","REC","56"
"2011","106739","Eric Thomas","Troy","Sun Belt","receiving","TD","9"
"2011","106739","Eric Thomas","Troy","Sun Belt","receiving","YDS","791"
"2011","106739","Eric Thomas","Troy","Sun Belt","receiving","YPR","14.1"
"2011","133109","Andre Nelson","Morgan State","MEAC","kickReturns","AVG","15.7"
"2011","133109","Andre Nelson","Morgan State","MEAC","kickReturns","LONG","21"
"2011","133109","Andre Nelson","Morgan State","MEAC","kickReturns","NO","3"
"2011","133109","Andre Nelson","Morgan State","MEAC","kickReturns","TD","0"
"2011","133109","Andre Nelson","Morgan State","MEAC","kickReturns","YDS","47"
"2011","133109","Andre Nelson","Morgan State","MEAC","rushing","CAR","1"
"2011","133109","Andre Nelson","Morgan State","MEAC","rushing","LONG","0"
"2011","133109","Andre Nelson","Morgan State","MEAC","rushing","TD","0"
"2011","133109","Andre Nelson","Morgan State","MEAC","rushing","YDS","-8"
"2011","133109","Andre Nelson","Morgan State","MEAC","rushing","YPC","-8.0"
"2011","138728","Tyler Smith","Rice","Conference USA","receiving","LONG","67"
"2011","138728","Tyler Smith","Rice","Conference USA","receiving","REC","39"
"2011","138728","Tyler Smith","Rice","Conference USA","receiving","TD","1"
"2011","138728","Tyler Smith","Rice","Conference USA","receiving","YDS","309"
"2011","138728","Tyler Smith","Rice","Conference USA","receiving","YPR","7.9"
"2011","138728","Tyler Smith","Rice","Conference USA","rushing","CAR","155"
"2011","138728","Tyler Smith","Rice","Conference USA","rushing","LONG","97"
"2011","138728","Tyler Smith","Rice","Conference USA","rushing","TD","5"
"2011","138728","Tyler Smith","Rice","Conference USA","rushing","YDS","860"
"2011","138728","Tyler Smith","Rice","Conference USA","rushing","YPC","5.5"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","receiving","LONG","3"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","receiving","REC","1"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","receiving","TD","0"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","receiving","YDS","3"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","receiving","YPR","3.0"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","rushing","CAR","5"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","rushing","LONG","6"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","rushing","TD","0"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","rushing","YDS","1"
"2011","148824","Aaron Jones","Coastal Carolina","Big South","rushing","YPC","0.2"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","AVG","21.0"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","LONG","21"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","NO","1"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","TD","0"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","kickReturns","YDS","21"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","rushing","CAR","5"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","rushing","LONG","12"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","rushing","TD","0"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","rushing","YDS","23"
"2011","149613","Jeremy Brown","North Texas","Sun Belt","rushing","YPC","4.6"
"2011","160248","Mike Naples","Boston College","ACC","puntReturns","AVG","0.0"
"2011","160248","Mike Naples","Boston College","ACC","puntReturns","LONG","0"
"2011","160248","Mike Naples","Boston College","ACC","puntReturns","NO","1"
"2011","160248","Mike Naples","Boston College","ACC","puntReturns","TD","0"
"2011","160248","Mike Naples","Boston College","ACC","puntReturns","YDS","0"
"2011","160248","Mike Naples","Boston College","ACC","receiving","LONG","8"
"2011","160248","Mike Naples","Boston College","ACC","receiving","REC","1"
"2011","160248","Mike Naples","Boston College","ACC","receiving","TD","0"
"2011","160248","Mike Naples","Boston College","ACC","receiving","YDS","8"
"2011","160248","Mike Naples","Boston College","ACC","receiving","YPR","8.0"
"2011","163202","Corey Davis","Pittsburgh","Big East","kickReturns","AVG","21.1"
"2011","163202","Corey Davis","Pittsburgh","Big East","kickReturns","LONG","36"
"2011","163202","Corey Davis","Pittsburgh","Big East","kickReturns","NO","17"
"2011","163202","Corey Davis","Pittsburgh","Big East","kickReturns","TD","0"
"2011","163202","Corey Davis","Pittsburgh","Big East","kickReturns","YDS","359"
"2011","163202","Corey Davis","Pittsburgh","Big East","receiving","LONG","37"
