"Season","PlayerId","Player","Team","Conference","Category","StatType","Stat"
"2010","106739","Eric Thomas","Troy","Sun Belt","receiving","LONG","25"
"2010","106739","Eric Thomas","Troy","Sun Belt","receiving","REC","9"
"2010","106739","Eric Thomas","Troy","Sun Belt","receiving","TD","1"
"2010","106739","Eric Thomas","Troy","Sun Belt","receiving","YDS","120"
"2010","106739","Eric Thomas","Troy","Sun Belt","receiving","YPR","13.3"
"2010","118214","Cody Davis","Texas Tech","Big 12","interceptions","AVG","0.0"
"2010","118214","Cody Davis","Texas Tech","Big 12","interceptions","INT","1"
"2010","118214","Cody Davis","Texas Tech","Big 12","interceptions","TD","0"
"2010","118214","Cody Davis","Texas Tech","Big 12","interceptions","YDS","0"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","In 20","0"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","LONG","73"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","NO","54"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","TB","0"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","YDS","2408"
"2010","123339","Ryan Donahue","Iowa","Big Ten","punting","YPP","44.6"
"2010","123339","Ryan Donahue","Iowa","Big Ten","rushing","CAR","1"
"2010","123339","Ryan Donahue","Iowa","Big Ten","rushing","LONG","0"
"2010","123339","Ryan Donahue","Iowa","Big Ten","rushing","TD","0"
"2010","123339","Ryan Donahue","Iowa","Big Ten","rushing","YDS","-4"
"2010","123339","Ryan Donahue","Iowa","Big Ten","rushing","YPC","-4.0"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","ATT","23"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","COMPLETIONS","12"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","INT","1"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","PCT","0.522"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","TD","1"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","YDS","132"
"2010","132870","Martevious Young","Southern Miss","Conference USA","passing","YPA","5.7"
"2010","132870","Martevious Young","Southern Miss","Conference USA","rushing","CAR","8"
"2010","132870","Martevious Young","Southern Miss","Conference USA","rushing","LONG","21"
"2010","132870","Martevious Young","Southern Miss","Conference USA","rushing","TD","0"
"2010","132870","Martevious Young","Southern Miss","Conference USA","rushing","YDS","43"
"2010","132870","Martevious Young","Southern Miss","Conference USA","rushing","YPC","5.4"
"2010","133109","Andre Nelson","Morgan State","MEAC","kickReturns","AVG","19.8"
"2010","133109","Andre Nelson","Morgan State","MEAC","kickReturns","LONG","29"
"2010","133109","Andre Nelson","Morgan State","MEAC","kickReturns","NO","4"
"2010","133109","Andre Nelson","Morgan State","MEAC","kickReturns","TD","0"
"2010","133109","Andre Nelson","Morgan State","MEAC","kickReturns","YDS","79"
"2010","138728","Tyler Smith","Rice","Conference USA","receiving","LONG","19"
"2010","138728","Tyler Smith","Rice","Conference USA","receiving","REC","11"
"2010","138728","Tyler Smith","Rice","Conference USA","receiving","TD","0"
"2010","138728","Tyler Smith","Rice","Conference USA","receiving","YDS","73"
"2010","138728","Tyler Smith","Rice","Conference USA","receiving","YPR","6.6"
"2010","138728","Tyler Smith","Rice","Conference USA","rushing","CAR","70"
"2010","138728","Tyler Smith","Rice","Conference USA","rushing","LONG","48"
"2010","138728","Tyler Smith","Rice","Conference USA","rushing","TD","1"
"2010","138728","Tyler Smith","Rice","Conference USA","rushing","YDS","279"
"2010","138728","Tyler Smith","Rice","Conference USA","rushing","YPC","4.0"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","FGA","21"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","FGM","17"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","LONG","48"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","PCT","0.810"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","PTS","88"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","XPA","39"
"2010","148151","Mitch Payne","BYU","Mountain West","kicking","XPM","37"
"2010","148824","Aaron Jones","Coastal Carolina","Big South","rushing","CAR","1"
"2010","148824","Aaron Jones","Coastal Carolina","Big South","rushing","LONG","0"
"2010","148824","Aaron Jones","Coastal Carolina","Big South","rushing","TD","0"
"2010","148824","Aaron Jones","Coastal Carolina","Big South","rushing","YDS","-1"
