Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Devin Hester,24.0,CHI,PR,16.0,0.0,47.0,600.0,3.0,84.0,12.8,20.0,528.0,2.0,96.0,26.4,1128.0,"PB,AP-1"
2.0,Wes Welker,25.0,MIA,WR,16.0,2.0,41.0,378.0,0.0,47.0,9.2,48.0,1064.0,0.0,46.0,22.2,2129.0,
3.0,Charles Woodson,30.0,GNB,LCB,16.0,16.0,41.0,363.0,0.0,40.0,8.9,1.0,10.0,0.0,10.0,10.0,434.0,
4.0,Antwaan Randle El,27.0,WAS,WR,16.0,16.0,39.0,342.0,1.0,87.0,8.8,0.0,0.0,0.0,0.0,,811.0,
5.0,Eric Parker,27.0,SDG,WR,15.0,12.0,37.0,331.0,0.0,50.0,8.9,2.0,19.0,0.0,12.0,9.5,1028.0,
6.0,Allen Rossum,31.0,ATL,RCB,16.0,6.0,37.0,288.0,0.0,41.0,7.8,46.0,1082.0,0.0,51.0,23.5,1370.0,
7.0,Chris Gamble,23.0,CAR,LCB,15.0,13.0,36.0,185.0,0.0,24.0,5.1,0.0,0.0,0.0,0.0,,216.0,
8.0,Mewelde Moore,24.0,MIN,RB,16.0,0.0,36.0,365.0,1.0,71.0,10.1,1.0,25.0,0.0,25.0,25.0,995.0,
9.0,Chris Carr,23.0,OAK,DB,16.0,2.0,35.0,216.0,0.0,35.0,6.2,69.0,1762.0,0.0,50.0,25.5,2078.0,
10.0,Nate Burleson,25.0,SEA,WR,16.0,7.0,34.0,322.0,1.0,90.0,9.5,26.0,643.0,0.0,50.0,24.7,1157.0,
11.0,Adam Jones,23.0,TEN,RCB,15.0,15.0,34.0,440.0,3.0,90.0,12.9,20.0,521.0,0.0,70.0,26.1,1131.0,
12.0,Roscoe Parrish,24.0,BUF,WR,16.0,1.0,32.0,364.0,1.0,82.0,11.4,0.0,0.0,0.0,0.0,,702.0,
13.0,Alvin Pearman,24.0,JAX,RB,13.0,0.0,32.0,283.0,0.0,29.0,8.8,3.0,56.0,0.0,22.0,18.7,440.0,
14.0,Kevin Faulk,30.0,NWE,RB,15.0,1.0,31.0,330.0,0.0,43.0,10.6,17.0,364.0,0.0,31.0,21.4,1173.0,
15.0,Chad Morton,29.0,NYG,RB,15.0,0.0,29.0,268.0,0.0,38.0,9.2,31.0,670.0,0.0,51.0,21.6,960.0,
16.0,B.J. Sams,26.0,BAL,RB,12.0,0.0,29.0,307.0,0.0,65.0,10.6,30.0,772.0,0.0,72.0,25.7,1079.0,
17.0,Reggie Bush,21.0,NOR,RB,16.0,8.0,28.0,216.0,1.0,65.0,7.7,0.0,0.0,0.0,0.0,,1523.0,AP ORoY-5
18.0,Eddie Drummond,26.0,DET,WR,14.0,0.0,28.0,296.0,0.0,40.0,10.6,62.0,1349.0,0.0,65.0,21.8,1659.0,
19.0,Dennis Northcutt,29.0,CLE,WR,13.0,6.0,28.0,312.0,0.0,81.0,11.1,0.0,0.0,0.0,0.0,,572.0,
20.0,Dante Hall,28.0,KAN,WR,15.0,0.0,27.0,240.0,1.0,60.0,8.9,53.0,1207.0,0.0,60.0,22.8,1662.0,
21.0,Keiwan Ratliff,25.0,CIN,DB,16.0,0.0,27.0,176.0,0.0,38.0,6.5,0.0,0.0,0.0,0.0,,176.0,
22.0,Santonio Holmes,22.0,PIT,WR,16.0,4.0,26.0,264.0,1.0,65.0,10.2,18.0,436.0,0.0,42.0,24.2,1537.0,
23.0,Darrent Williams,24.0,DEN,RCB,15.0,14.0,25.0,206.0,0.0,34.0,8.2,0.0,6.0,0.0,6.0,,261.0,
24.0,Dexter Wynn,25.0,2TM,DB,15.0,0.0,25.0,270.0,0.0,58.0,10.8,48.0,1032.0,0.0,38.0,21.5,1302.0,
24.0,Dexter Wynn,25.0,PHI,DB,6.0,0.0,13.0,131.0,0.0,22.0,10.1,18.0,362.0,0.0,34.0,20.1,493.0,
24.0,Dexter Wynn,25.0,HOU,DB,9.0,0.0,12.0,139.0,0.0,58.0,11.6,30.0,670.0,0.0,38.0,22.3,809.0,
25.0,Ike Hilliard,30.0,TAM,WR,16.0,0.0,24.0,163.0,0.0,16.0,6.8,0.0,0.0,0.0,0.0,,502.0,
26.0,Troy Walters,30.0,ARI,WR,15.0,3.0,24.0,250.0,0.0,37.0,10.4,0.0,0.0,0.0,0.0,,459.0,
27.0,Shaun McDonald,25.0,STL,WR,16.0,0.0,23.0,172.0,0.0,33.0,7.5,0.0,0.0,0.0,0.0,,308.0,
28.0,Brandon Williams,22.0,SFO,WR,13.0,0.0,22.0,147.0,0.0,25.0,6.7,16.0,380.0,0.0,44.0,23.8,527.0,
29.0,Terrence Wilkins,31.0,IND,WR,15.0,0.0,21.0,193.0,1.0,82.0,9.2,52.0,1272.0,0.0,70.0,24.5,1465.0,
30.0,Mark Jones,26.0,TAM,WR,7.0,0.0,20.0,155.0,0.0,18.0,7.8,1.0,29.0,0.0,29.0,29.0,184.0,
31.0,Terence Newman,28.0,DAL,LCB,16.0,16.0,20.0,202.0,1.0,56.0,10.1,0.0,0.0,0.0,0.0,,214.0,
32.0,Reno Mahe,26.0,PHI,RB,12.0,1.0,18.0,169.0,0.0,23.0,9.4,30.0,667.0,0.0,64.0,22.2,877.0,
33.0,Michael Lewis,35.0,NOR,WR,10.0,0.0,16.0,111.0,0.0,26.0,6.9,37.0,914.0,0.0,51.0,24.7,1025.0,
34.0,Tim Dwight,31.0,NYJ,WR,9.0,2.0,14.0,146.0,0.0,18.0,10.4,0.0,0.0,0.0,0.0,,286.0,
35.0,Jimmy Williams,27.0,SEA,DB,16.0,0.0,14.0,102.0,0.0,22.0,7.3,0.0,0.0,0.0,0.0,,102.0,
36.0,Phillip Buchanon,26.0,2TM,DB,14.0,4.0,14.0,95.0,0.0,45.0,6.8,5.0,106.0,0.0,28.0,21.2,201.0,
36.0,Phillip Buchanon,26.0,HOU,DB,4.0,0.0,8.0,79.0,0.0,45.0,9.9,5.0,106.0,0.0,28.0,21.2,185.0,
36.0,Phillip Buchanon,26.0,TAM,DB,10.0,4.0,6.0,16.0,0.0,8.0,2.7,0.0,0.0,0.0,0.0,,16.0,
37.0,Cory Ross,24.0,BAL,RB,4.0,0.0,13.0,37.0,0.0,9.0,2.8,9.0,194.0,0.0,28.0,21.6,231.0,
38.0,Leon Washington,24.0,NYJ,RB,16.0,8.0,13.0,97.0,0.0,38.0,7.5,6.0,79.0,0.0,23.0,13.2,1096.0,
39.0,Patrick Crayton,27.0,DAL,WR,16.0,7.0,11.0,85.0,0.0,19.0,7.7,0.0,0.0,0.0,0.0,,601.0,
40.0,Chad Owens,24.0,JAX,WR,4.0,0.0,9.0,56.0,0.0,13.0,6.2,0.0,0.0,0.0,0.0,,56.0,
41.0,Steve Smith Sr.,27.0,CAR,WR,14.0,14.0,9.0,30.0,0.0,16.0,3.3,2.0,-1.0,0.0,3.0,-0.5,1256.0,PB
42.0,Antonio Chatman,27.0,CIN,WR,3.0,0.0,8.0,53.0,0.0,19.0,6.6,4.0,93.0,0.0,31.0,23.3,168.0,
43.0,Jim Leonhard,24.0,BUF,DB,15.0,1.0,7.0,58.0,0.0,32.0,8.3,0.0,18.0,0.0,18.0,,76.0,
44.0,Dane Looker,30.0,STL,WR,16.0,0.0,7.0,47.0,0.0,10.0,6.7,0.0,0.0,0.0,0.0,,60.0,
45.0,Arnaz Battle,26.0,SFO,WR,16.0,15.0,6.0,90.0,0.0,60.0,15.0,0.0,0.0,0.0,0.0,,801.0,
46.0,Shaun Bodiford,24.0,GNB,WR,3.0,0.0,6.0,25.0,0.0,16.0,4.2,5.0,81.0,0.0,22.0,16.2,106.0,
47.0,Josh Cribbs,23.0,CLE,WR,16.0,1.0,6.0,51.0,0.0,34.0,8.5,61.0,1494.0,1.0,92.0,24.5,1647.0,
48.0,David Kircus,26.0,DEN,WR,16.0,0.0,6.0,86.0,0.0,42.0,14.3,2.0,38.0,0.0,20.0,19.0,311.0,
49.0,Lance Moore,23.0,NOR,WR,4.0,0.0,6.0,45.0,0.0,25.0,7.5,0.0,0.0,0.0,0.0,,55.0,
50.0,Skyler Green,22.0,DAL,WR,2.0,0.0,5.0,26.0,0.0,13.0,5.2,3.0,59.0,0.0,21.0,19.7,85.0,
51.0,Greg Jennings,23.0,GNB,WR,14.0,11.0,5.0,29.0,0.0,10.0,5.8,0.0,0.0,0.0,0.0,,661.0,
52.0,Keenan McCardell,36.0,SDG,WR,14.0,11.0,5.0,39.0,0.0,12.0,7.8,0.0,0.0,0.0,0.0,,484.0,
53.0,Brian Westbrook,27.0,PHI,RB,15.0,14.0,5.0,39.0,0.0,13.0,7.8,0.0,0.0,0.0,0.0,,1955.0,
54.0,Ricardo Colclough,23.0,PIT,DB,3.0,0.0,4.0,6.0,0.0,3.0,1.5,1.0,26.0,0.0,26.0,26.0,32.0,
55.0,Devale Ellis,22.0,DET,WR,9.0,2.0,4.0,61.0,0.0,48.0,15.3,6.0,139.0,0.0,28.0,23.2,244.0,
56.0,R.W. McQuarters,30.0,NYG,LCB,16.0,10.0,4.0,20.0,0.0,12.0,5.0,1.0,17.0,0.0,17.0,17.0,104.0,
57.0,Jamaica Rector,25.0,DAL,WR,1.0,0.0,4.0,22.0,0.0,8.0,5.5,0.0,0.0,0.0,0.0,,22.0,
58.0,Dre' Bly,29.0,DET,RCB,16.0,16.0,3.0,39.0,0.0,36.0,13.0,1.0,27.0,0.0,27.0,27.0,84.0,
59.0,Cletis Gordon,23.0,SDG,DB,2.0,0.0,3.0,12.0,0.0,6.0,4.0,2.0,55.0,0.0,32.0,27.5,67.0,
60.0,Chad Jackson,21.0,NWE,WR,12.0,1.0,3.0,76.0,0.0,39.0,25.3,1.0,21.0,0.0,21.0,21.0,271.0,
61.0,Eddie Kennison,33.0,KAN,WR,16.0,16.0,3.0,18.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,,894.0,
62.0,Edell Shepherd,26.0,HOU,WR,7.0,0.0,3.0,24.0,0.0,14.0,8.0,17.0,395.0,0.0,42.0,23.2,446.0,
63.0,Bobby Wade,25.0,TEN,WR,16.0,2.0,3.0,27.0,0.0,18.0,9.0,50.0,1194.0,0.0,48.0,23.9,1682.0,
64.0,Ronde Barber,31.0,TAM,RCB,16.0,16.0,2.0,7.0,0.0,8.0,3.5,0.0,0.0,0.0,0.0,,110.0,"PB,AP-2"
