Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
1,Sam Adams,33,CIN,LDT,16,16,0,0,0,0,0.0,0,0,0,0,0,2.0,14.0,10.0,4.0,4.0,3.0,0,
2,Jared Allen,24,KAN,RDE,16,16,1,3,0,3,10.0,5,1,6,24,0,7.5,76.0,64.0,12.0,15.0,15.0,0,
3,Will Allen,24,TAM,FS,16,16,0,0,0,0,1.0,0,0,0,0,0,0.0,77.0,56.0,21.0,3.0,2.0,0,
4,O.J. Atogwe,25,STL,FS,16,16,3,8,0,7,10.0,5,0,1,0,0,1.0,75.0,66.0,9.0,0.0,1.0,0,
5,Akin Ayodele,27,DAL,RILB,16,16,2,2,0,2,4.0,0,1,2,2,0,1.0,84.0,64.0,20.0,6.0,2.0,0,
6,Champ Bailey,28,DEN,LCB,16,16,10,162,1,70,21.0,0,0,1,4,0,0.0,86.0,74.0,12.0,5.0,0.0,0,"PB,AP-1,AP DPoY-2"
7,Ronde Barber,31,TAM,RCB,16,16,3,103,2,66,16.0,2,0,0,0,0,0.0,100.0,85.0,15.0,5.0,1.0,0,"PB,AP-2"
8,Tiki Barber,31,NYG,RB,16,16,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
9,Alex Barron,24,STL,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
10,Anthony Becht,29,TAM,TE,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11,Matt Birk,30,MIN,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
12,Dre' Bly,29,DET,RCB,16,16,3,13,0,8,18.0,4,0,1,5,0,0.0,59.0,51.0,8.0,1.0,1.0,0,
13,Anquan Boldin,26,ARI,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
14,Tom Brady,29,NWE,QB,16,16,0,0,0,0,0.0,0,12,1,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
15,Drew Brees,27,NOR,QB,16,16,0,0,0,0,0.0,0,8,1,-3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-2"
16,Lance Briggs,26,CHI,RLB,16,16,2,18,0,18,9.0,4,0,1,0,0,1.0,134.0,113.0,21.0,11.0,2.0,0,"PB,AP-2"
17,Raheem Brock,28,IND,RDT,16,16,0,0,0,0,2.0,3,0,3,0,0,3.0,48.0,34.0,14.0,2.0,9.0,0,
18,Keith Brooking,31,ATL,MLB/LLB,16,16,0,0,0,0,1.0,0,0,1,0,0,2.5,138.0,97.0,41.0,4.0,4.0,0,
19,Derrick Brooks,33,TAM,RLB,16,16,3,51,1,21,4.0,0,0,0,0,0,0.0,121.0,96.0,25.0,4.0,0.0,0,PB
20,Alex Brown,27,CHI,RDE,16,16,2,22,0,18,4.0,3,0,2,0,0,7.0,47.0,41.0,6.0,9.0,13.0,0,
21,Sheldon Brown,27,PHI,RCB,16,16,1,70,1,70,11.0,0,0,0,0,0,0.0,52.0,37.0,15.0,3.0,1.0,0,
22,Marc Bulger,29,STL,QB,16,16,0,0,0,0,0.0,0,6,1,-6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
23,Josh Bullocks,23,NOR,FS,16,16,2,14,0,14,7.0,1,0,0,0,0,0.0,72.0,57.0,15.0,0.0,1.0,0,
24,Keith Bulluck,29,TEN,RLB,16,16,1,0,0,0,8.0,2,0,1,17,1,2.5,144.0,100.0,44.0,4.0,2.0,0,
25,Derrick Burgess,28,OAK,RDE,16,16,0,0,0,0,1.0,1,0,0,0,0,11.0,51.0,43.0,8.0,10.0,13.0,0,PB
26,Chris Canty,24,DAL,RDE,16,16,0,0,0,0,1.0,0,0,0,0,0,1.0,33.0,24.0,9.0,2.0,4.0,0,
27,Vernon Carey,25,MIA,RT,16,16,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
28,Cooper Carlisle,29,DEN,RG,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
29,David Carr,27,HOU,QB,16,16,0,0,0,0,0.0,0,16,5,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
30,Andre Carter,27,WAS,RDE,16,16,0,0,0,0,2.0,0,0,0,0,0,6.0,56.0,47.0,9.0,12.0,14.0,0,
31,Kevin Carter,33,MIA,LDE,16,16,0,0,0,0,0.0,0,0,2,0,0,5.5,45.0,28.0,17.0,5.0,9.0,0,
32,Chris Chambers,28,MIA,WR,16,16,0,0,0,0,0.0,0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
33,Corey Chavous,30,STL,SS,16,16,1,17,0,17,8.0,0,0,2,0,0,1.0,86.0,77.0,9.0,4.0,3.0,0,
34,Nate Clements,27,BUF,RCB,16,16,3,80,1,58,20.0,1,0,2,18,0,0.0,71.0,55.0,16.0,0.0,0.0,0,
35,Barry Cofield,22,NYG,LDT,16,16,0,0,0,0,3.0,0,0,0,0,0,1.5,44.0,32.0,12.0,5.0,3.0,0,
36,Laveranues Coles,29,NYJ,WR,16,16,0,0,0,0,0.0,0,1,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
37,Nick Collins,23,GNB,FS,16,16,3,68,1,55,14.0,2,0,0,0,0,0.0,82.0,67.0,15.0,2.0,0.0,0,
38,Marc Colombo,28,DAL,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
39,Chris Cooley,24,WAS,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
40,Jerricho Cotchery,24,NYJ,WR,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
41,Chris Crocker,26,ATL,FS,16,16,1,28,0,28,8.0,0,0,0,0,0,1.0,50.0,44.0,6.0,3.0,1.0,0,
42,Alge Crumpler,29,ATL,TE,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
43,Jason David,24,IND,RCB,16,16,2,16,0,16,9.0,0,0,1,5,0,0.0,55.0,48.0,7.0,1.0,0.0,0,
44,Anthony Davis,26,TAM,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
45,Brian Dawkins,33,PHI,FS,16,16,4,38,0,38,14.0,5,0,0,0,0,1.0,98.0,76.0,22.0,5.0,5.0,0,"PB,AP-1"
46,Will Demps,27,NYG,FS,16,16,2,30,0,29,7.0,1,0,2,0,0,1.0,100.0,74.0,26.0,3.0,0.0,0,
47,Darnell Dockett,25,ARI,RDT,16,16,1,-1,0,-1,2.0,1,0,2,5,0,2.0,51.0,37.0,14.0,5.0,7.0,0,
48,Marques Douglas,29,SFO,RDT/NT,16,16,0,0,0,0,1.0,2,0,1,0,0,3.0,61.0,47.0,14.0,7.0,3.0,0,
