Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,Neil Rackers,30.0,ARI,K,16.0,0.0,0.0,0.0,11.0,11.0,9.0,9.0,10.0,7.0,7.0,1.0,37.0,28.0,50.0,75.7,32.0,32.0,100.0,75.0,5020.0,17.0,22.7,67.0,
2.0,Jeff Wilkins,34.0,STL,K,16.0,0.0,1.0,1.0,11.0,11.0,6.0,6.0,16.0,11.0,3.0,3.0,37.0,32.0,53.0,86.5,35.0,35.0,100.0,83.0,5194.0,11.0,13.3,63.0,
3.0,Robbie Gould,24.0,CHI,K,16.0,0.0,0.0,0.0,6.0,6.0,16.0,14.0,14.0,12.0,0.0,0.0,36.0,32.0,49.0,88.9,47.0,47.0,100.0,95.0,6175.0,11.0,11.6,65.0,"PB,AP-1"
4.0,Olindo Mare,33.0,MIA,K,16.0,0.0,0.0,0.0,10.0,10.0,8.0,6.0,12.0,9.0,6.0,1.0,36.0,26.0,52.0,72.2,22.0,22.0,100.0,67.0,4339.0,24.0,35.8,65.0,
5.0,Joe Nedney,33.0,SFO,K,16.0,0.0,2.0,2.0,12.0,11.0,10.0,8.0,9.0,7.0,2.0,1.0,35.0,29.0,51.0,82.9,29.0,29.0,100.0,74.0,4463.0,5.0,6.8,60.0,
6.0,Dave Rayner,24.0,GNB,K,16.0,0.0,0.0,0.0,12.0,11.0,9.0,6.0,11.0,8.0,3.0,1.0,35.0,26.0,54.0,74.3,32.0,31.0,96.9,72.0,4672.0,11.0,15.3,65.0,
7.0,Jason Hanson,36.0,DET,K,16.0,0.0,1.0,1.0,12.0,12.0,6.0,6.0,8.0,7.0,6.0,3.0,33.0,29.0,53.0,87.9,30.0,30.0,100.0,76.0,5055.0,13.0,17.1,67.0,
8.0,Josh Scobee,24.0,JAX,K,16.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,18.0,14.0,1.0,0.0,32.0,26.0,48.0,81.3,41.0,41.0,100.0,84.0,5429.0,21.0,25.0,65.0,
9.0,Josh Brown,27.0,SEA,K,16.0,0.0,0.0,0.0,10.0,10.0,7.0,5.0,9.0,7.0,5.0,3.0,31.0,25.0,54.0,80.6,36.0,36.0,100.0,75.0,4859.0,12.0,16.0,65.0,
10.0,Lawrence Tynes,28.0,KAN,K,16.0,0.0,1.0,1.0,10.0,10.0,6.0,4.0,10.0,7.0,4.0,2.0,31.0,24.0,53.0,77.4,36.0,35.0,97.2,78.0,4861.0,5.0,6.4,62.0,
11.0,Shayne Graham,29.0,CIN,K,16.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,8.0,6.0,4.0,2.0,30.0,25.0,51.0,83.3,42.0,40.0,95.2,84.0,5330.0,13.0,15.5,64.0,
12.0,Matt Stover,38.0,BAL,K,16.0,0.0,0.0,0.0,13.0,12.0,9.0,9.0,7.0,6.0,1.0,1.0,30.0,28.0,52.0,93.3,37.0,37.0,100.0,72.0,4542.0,6.0,8.3,63.0,AP-2
