Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
1,Paulson Adebo,22,NOR,LCB,17,17,3,50,0,33,8,0,0,0,0,0,0.0,66,55,11,4,0,0,
2,Jonathan Allen,26,WAS,LDT,17,17,0,0,0,0,0,0,0,0,0,0,9.0,62,31,31,10,30,0,PB
3,Josh Allen,25,BUF,QB,17,17,0,0,0,0,0,0,8,2,-4,0,0.0,1,1,0,0,0,0,
4,Adrian Amos,28,GNB,SS,17,17,2,0,0,0,8,0,0,0,0,0,0.0,93,75,18,0,0,0,
5,David Andrews,29,NWE,C,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
6,Arik Armstead,28,SFO,LDT/LDE,17,17,0,0,0,0,0,0,0,0,0,0,6.0,63,29,34,7,11,0,
7,Budda Baker,25,ARI,SS,17,17,3,101,0,77,7,0,0,1,0,0,2.0,98,63,35,6,3,0,"PB,AP-2"
8,Tyler Biadasz,24,DAL,C,17,17,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
9,Nick Bosa,24,SFO,RDE/LDE,17,17,0,0,0,0,1,4,0,0,0,0,15.5,52,40,12,21,32,0,PB
10,Tyus Bowser,26,BAL,ROLB/LILB,17,17,0,0,0,0,4,2,0,0,0,0,7.0,59,33,26,8,15,0,
11,Tom Brady,44,TAM,QB,17,17,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2,AP MVP-2,AP OPoY-3"
12,Jordyn Brooks,24,SEA,ROLB,17,17,0,0,0,0,5,0,0,1,5,0,1.0,184,109,75,10,3,0,
13,Malcom Brown,27,JAX,NT,17,17,0,0,0,0,1,0,0,0,0,0,2.0,57,30,27,4,3,0,
14,Daniel Brunskill,27,SFO,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
15,Kevin Byard,28,TEN,SS,17,17,5,66,1,24,13,2,0,1,30,1,1.0,88,57,31,1,4,0,"PB,AP-1"
16,Derek Carr,30,LVR,QB,17,17,0,0,0,0,0,0,13,5,-15,0,0.0,0,0,0,0,0,0,
17,Jermaine Carter Jr.,26,CAR,MLB,17,17,0,0,0,0,1,0,0,1,0,0,0.0,88,38,50,3,3,0,
18,Ja'Marr Chase,21,CIN,WR,17,17,0,0,0,0,0,0,2,0,0,0,0.0,2,2,0,0,0,0,"PB,AP-2,AP ORoY-1"
19,Ezra Cleveland,23,MIN,LG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
20,Austin Corbett,26,LAR,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
