Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Ray-Ray McCloud,25.0,PIT,WR,16.0,5.0,38.0,367.0,0.0,23.0,9.7,35.0,776.0,0.0,40.0,22.2,1436.0,
2.0,Demetric Felton,23.0,CLE,WR,16.0,2.0,32.0,227.0,0.0,24.0,7.1,9.0,172.0,0.0,28.0,19.1,604.0,
3.0,Jalen Reagor,22.0,PHI,WR,17.0,13.0,31.0,227.0,0.0,39.0,7.3,12.0,255.0,0.0,44.0,21.3,833.0,
4.0,Hunter Renfrow,26.0,LVR,WR,17.0,9.0,31.0,303.0,0.0,41.0,9.8,0.0,0.0,0.0,0.0,,1383.0,PB
5.0,Chester Rogers,27.0,TEN,WR,16.0,2.0,30.0,293.0,0.0,55.0,9.8,14.0,282.0,0.0,37.0,20.1,938.0,
6.0,Brandon Aiyuk,23.0,SFO,WR,17.0,16.0,29.0,208.0,0.0,27.0,7.2,0.0,0.0,0.0,0.0,,1047.0,
7.0,Devin Duvernay,24.0,BAL,WR,16.0,7.0,26.0,360.0,0.0,42.0,13.8,28.0,676.0,0.0,47.0,24.1,1360.0,"PB,AP-1"
8.0,Gunner Olszewski,25.0,NWE,WR,16.0,0.0,26.0,309.0,0.0,27.0,11.9,18.0,416.0,0.0,37.0,23.1,765.0,
9.0,Diontae Spencer,29.0,DEN,WR,15.0,0.0,26.0,206.0,0.0,25.0,7.9,17.0,291.0,0.0,26.0,17.1,494.0,
10.0,Jakeem Grant,29.0,2TM,WR,15.0,0.0,26.0,309.0,1.0,97.0,11.9,23.0,539.0,0.0,34.0,23.4,1013.0,"PB,AP-2"
10.0,Jakeem Grant,29.0,MIA,WR,4.0,0.0,8.0,59.0,0.0,18.0,7.4,2.0,46.0,0.0,31.0,23.0,98.0,
10.0,Jakeem Grant,29.0,CHI,WR,11.0,0.0,18.0,250.0,1.0,97.0,13.9,21.0,493.0,0.0,34.0,23.5,915.0,
11.0,Darius Phillips,26.0,CIN,DB,12.0,0.0,25.0,177.0,0.0,17.0,7.1,8.0,169.0,0.0,32.0,21.1,346.0,
12.0,Alex Erickson,29.0,CAR,WR,17.0,0.0,23.0,204.0,0.0,22.0,8.9,2.0,57.0,0.0,39.0,28.5,316.0,
13.0,Nyheim Hines,25.0,IND,RB,17.0,4.0,23.0,170.0,0.0,16.0,7.4,4.0,70.0,0.0,20.0,17.5,826.0,
14.0,Freddie Swain,23.0,SEA,WR,17.0,8.0,22.0,189.0,0.0,22.0,8.6,0.0,0.0,0.0,0.0,,564.0,
15.0,Dede Westbrook,28.0,MIN,WR,15.0,0.0,22.0,183.0,0.0,45.0,8.3,0.0,0.0,0.0,0.0,,251.0,
16.0,Deonte Harty,24.0,NOR,WR,13.0,1.0,21.0,199.0,0.0,26.0,9.5,29.0,690.0,0.0,39.0,23.8,1500.0,
17.0,Rondale Moore,21.0,ARI,WR,14.0,7.0,21.0,171.0,0.0,27.0,8.1,13.0,291.0,0.0,32.0,22.4,973.0,
18.0,Kalif Raymond,27.0,DET,WR,16.0,14.0,21.0,236.0,0.0,48.0,11.2,0.0,0.0,0.0,0.0,,840.0,
19.0,Amari Rodgers,22.0,GNB,WR,16.0,1.0,20.0,166.0,0.0,23.0,8.3,11.0,199.0,0.0,27.0,18.1,421.0,
20.0,Avery Williams,23.0,ATL,CB,15.0,1.0,20.0,153.0,0.0,23.0,7.7,23.0,490.0,0.0,38.0,21.3,643.0,
