Player ID,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb
4052042.0,James Robinson,23.0,JAX,RB,14.0,13.0,164.0,767.0,8.0,41.0,50.0,58.0,4.7,54.8,11.7,4.0
3929630.0,Saquon Barkley,24.0,NYG,RB,13.0,13.0,162.0,593.0,2.0,27.0,42.0,41.0,3.7,45.6,12.5,2.0
532092.0,Cordarrelle Patterson,30.0,ATL,RB,16.0,13.0,153.0,618.0,6.0,29.0,43.1,39.0,4.0,38.6,9.6,2.0
536136.0,Jamaal Williams,26.0,DET,RB,13.0,11.0,153.0,601.0,3.0,42.0,54.2,20.0,3.9,46.2,11.8,1.0
4259545.0,D'Andre Swift,22.0,DET,RB,13.0,4.0,151.0,617.0,5.0,28.0,36.4,57.0,4.1,47.5,11.6,2.0
3928468.0,Darrell Henderson,24.0,LAR,RB,12.0,10.0,149.0,688.0,5.0,39.0,57.0,29.0,4.6,57.3,12.4,0.0
481756.0,Michael Carter,22.0,NYJ,RB,14.0,11.0,147.0,639.0,4.0,29.0,51.0,55.0,4.3,45.6,10.5,1.0
3122866.0,Devontae Booker,29.0,NYG,RB,16.0,4.0,145.0,593.0,2.0,31.0,44.1,31.0,4.1,37.1,9.1,0.0
559594.0,Darrel Williams,26.0,KAN,RB,17.0,7.0,144.0,558.0,6.0,40.0,56.9,21.0,3.9,32.8,8.5,0.0
4040715.0,Jalen Hurts,23.0,PHI,QB,15.0,15.0,139.0,784.0,10.0,56.0,61.9,31.0,5.6,52.3,9.3,9.0
,Mike Davis,28.0,ATL,RB,17.0,8.0,138.0,503.0,3.0,21.0,42.0,18.0,3.6,29.6,8.1,4.0
4045163.0,Miles Sanders,24.0,PHI,RB,12.0,12.0,137.0,754.0,0.0,33.0,59.1,38.0,5.5,62.8,11.4,1.0
4048244.0,Alexander Mattison,23.0,MIN,RB,16.0,4.0,134.0,491.0,3.0,28.0,44.0,48.0,3.7,30.7,8.4,1.0
3125116.0,D'Onta Foreman,25.0,TEN,RB,9.0,3.0,133.0,566.0,3.0,22.0,48.9,35.0,4.3,62.9,14.8,2.0
514134.0,Devonta Freeman,29.0,BAL,RB,16.0,8.0,133.0,576.0,5.0,31.0,58.6,32.0,4.3,36.0,8.3,0.0
3916387.0,Lamar Jackson,24.0,BAL,QB,12.0,12.0,133.0,767.0,2.0,48.0,56.4,31.0,5.8,63.9,11.1,6.0
4569173.0,Rhamondre Stevenson,23.0,NWE,RB,12.0,2.0,133.0,606.0,5.0,33.0,57.9,21.0,4.6,50.5,11.1,2.0
3916148.0,Tony Pollard,24.0,DAL,RB,15.0,0.0,130.0,719.0,2.0,35.0,53.8,58.0,5.5,47.9,8.7,2.0
135964.0,Josh Allen,25.0,BUF,QB,17.0,17.0,122.0,763.0,6.0,54.0,61.5,34.0,6.3,44.9,7.2,8.0
481556.0,Rex Burkhead,31.0,HOU,RB,16.0,5.0,122.0,427.0,3.0,30.0,44.3,36.0,3.5,26.7,7.6,1.0
4242214.0,Clyde Edwards-Helaire,22.0,KAN,RB,10.0,10.0,119.0,517.0,4.0,21.0,56.3,17.0,4.3,51.7,11.9,2.0
383847.0,Latavius Murray,31.0,BAL,RB,14.0,6.0,119.0,501.0,6.0,36.0,58.0,46.0,4.2,35.8,8.5,0.0
3139925.0,Rashaad Penny,25.0,SEA,RB,10.0,6.0,119.0,749.0,6.0,28.0,46.2,62.0,6.3,74.9,11.9,0.0
3119195.0,Chase Edmonds,25.0,ARI,RB,12.0,11.0,116.0,592.0,2.0,32.0,56.9,54.0,5.1,49.3,9.7,1.0
547203.0,Alex Collins,27.0,SEA,RB,11.0,6.0,108.0,411.0,2.0,22.0,50.9,25.0,3.8,37.4,9.8,1.0
4035886.0,Khalil Herbert,23.0,CHI,RB,17.0,2.0,103.0,433.0,2.0,24.0,50.5,29.0,4.2,25.5,6.1,1.0
3912550.0,Ronald Jones II,24.0,TAM,RB,16.0,3.0,101.0,428.0,4.0,25.0,62.4,30.0,4.2,26.8,6.3,2.0
3139602.0,D'Ernest Johnson,25.0,CLE,RB,17.0,2.0,100.0,534.0,3.0,24.0,52.0,30.0,5.3,31.4,5.9,1.0
3117251.0,Christian McCaffrey,25.0,CAR,RB,7.0,7.0,99.0,442.0,1.0,20.0,50.5,18.0,4.5,63.1,14.1,1.0
4035676.0,Zack Moss,24.0,BUF,RB,13.0,0.0,96.0,345.0,4.0,22.0,49.0,17.0,3.6,26.5,7.4,2.0
3917315.0,Kyler Murray,24.0,ARI,QB,14.0,14.0,88.0,423.0,5.0,25.0,53.4,57.0,4.8,30.2,6.3,13.0
549838.0,Boston Scott,26.0,PHI,RB,16.0,4.0,87.0,373.0,7.0,24.0,56.3,23.0,4.3,23.3,5.4,1.0
552904.0,Jordan Howard,27.0,PHI,RB,7.0,0.0,86.0,406.0,3.0,24.0,62.8,25.0,4.7,58.0,12.3,0.0
535801.0,Tevin Coleman,28.0,NYJ,RB,11.0,5.0,84.0,356.0,0.0,19.0,53.6,20.0,4.2,32.4,7.6,0.0
,Jeff Wilson,26.0,SFO,RB,9.0,4.0,79.0,294.0,2.0,19.0,50.6,17.0,3.7,32.7,8.8,1.0
552745.0,Kareem Hunt,26.0,CLE,RB,8.0,1.0,78.0,386.0,5.0,22.0,47.4,33.0,4.9,48.3,9.8,0.0
4360310.0,Trevor Lawrence,22.0,JAX,QB,17.0,17.0,73.0,334.0,2.0,22.0,50.7,26.0,4.6,19.6,4.3,9.0
232454.0,Justin Fields,22.0,CHI,QB,12.0,10.0,72.0,420.0,2.0,22.0,48.6,23.0,5.8,35.0,6.0,12.0
503303.0,Carlos Hyde,31.0,JAX,RB,12.0,2.0,72.0,253.0,1.0,14.0,50.0,18.0,3.5,21.1,6.0,2.0
,Duke Johnson,28.0,MIA,RB,5.0,4.0,71.0,330.0,3.0,18.0,49.3,27.0,4.6,66.0,14.2,0.0
482594.0,Taysom Hill,31.0,NOR,QB/WR,12.0,9.0,70.0,374.0,5.0,26.0,61.4,44.0,5.3,31.2,5.8,2.0
4371733.0,Kenneth Gainwell,22.0,PHI,RB,16.0,1.0,68.0,291.0,5.0,19.0,50.0,18.0,4.3,18.2,4.3,2.0
,Justin Jackson,25.0,LAC,RB,14.0,2.0,68.0,364.0,2.0,18.0,50.0,75.0,5.4,26.0,4.9,1.0
4362452.0,Jaret Patterson,22.0,WAS,RB,17.0,1.0,68.0,266.0,2.0,15.0,50.0,13.0,3.9,15.6,4.0,1.0
,David Johnson,30.0,HOU,RB,13.0,4.0,67.0,228.0,0.0,7.0,34.3,15.0,3.4,17.5,5.2,1.0
3139477.0,Patrick Mahomes,26.0,KAN,QB,17.0,17.0,66.0,381.0,2.0,25.0,50.0,32.0,5.8,22.4,3.9,9.0
535744.0,Kenyan Drake,27.0,LVR,RB,12.0,2.0,63.0,254.0,2.0,15.0,44.4,21.0,4.0,21.2,5.3,1.0
4038941.0,Justin Herbert,23.0,LAC,QB,17.0,17.0,63.0,302.0,3.0,28.0,58.7,36.0,4.8,17.8,3.7,1.0
,Daniel Jones,24.0,NYG,QB,11.0,11.0,62.0,298.0,2.0,16.0,48.4,46.0,4.8,27.1,5.6,7.0
3915411.0,Ty Johnson,24.0,NYJ,RB,16.0,3.0,61.0,238.0,2.0,13.0,47.5,24.0,3.9,14.9,3.8,2.0
513949.0,Taylor Heinicke,28.0,WAS,QB,16.0,15.0,60.0,313.0,1.0,20.0,46.7,38.0,5.2,19.6,3.8,7.0
3126486.0,Deebo Samuel,25.0,SFO,WR,16.0,15.0,59.0,365.0,8.0,21.0,54.2,49.0,6.2,22.8,3.7,4.0
515607.0,Carson Wentz,29.0,IND,QB,17.0,17.0,57.0,215.0,1.0,21.0,49.1,18.0,3.8,12.6,3.4,8.0
3126246.0,Dontrell Hilliard,26.0,TEN,RB,8.0,5.0,56.0,350.0,2.0,15.0,46.4,68.0,6.3,43.8,7.0,2.0
3916430.0,Nyheim Hines,25.0,IND,RB,17.0,4.0,56.0,276.0,2.0,15.0,48.2,34.0,4.9,16.2,3.3,3.0
550025.0,Peyton Barber,27.0,LVR,RB,10.0,1.0,55.0,212.0,2.0,12.0,47.3,27.0,3.9,21.2,5.5,2.0
3116389.0,Samaje Perine,26.0,CIN,RB,16.0,0.0,55.0,246.0,1.0,11.0,41.8,46.0,4.5,15.4,3.4,0.0
,Craig Reynolds,25.0,DET,RB,5.0,2.0,55.0,230.0,0.0,11.0,43.6,35.0,4.2,46.0,11.0,0.0
232059.0,Ryan Tannehill,33.0,TEN,QB,17.0,17.0,55.0,270.0,7.0,33.0,65.5,28.0,4.9,15.9,3.2,10.0
4243315.0,Salvon Ahmed,23.0,MIA,RB,12.0,0.0,54.0,149.0,0.0,8.0,29.6,16.0,2.8,12.4,4.5,0.0
3919596.0,Chris Carson,27.0,SEA,RB,4.0,4.0,54.0,232.0,3.0,11.0,55.6,33.0,4.3,58.0,13.5,1.0
500412.0,Tony Jones,24.0,NOR,RB,11.0,4.0,54.0,142.0,0.0,7.0,37.0,11.0,2.6,12.9,4.9,0.0
3925346.0,Derrick Gore,27.0,KAN,RB,11.0,0.0,51.0,256.0,2.0,12.0,60.8,51.0,5.0,23.3,4.6,0.0
3912547.0,Sam Darnold,24.0,CAR,QB,12.0,11.0,48.0,222.0,5.0,20.0,60.4,30.0,4.6,18.5,4.0,9.0
515882.0,J.D. McKissic,28.0,WAS,RB,11.0,3.0,48.0,212.0,2.0,14.0,60.4,15.0,4.4,19.3,4.4,0.0
512030.0,Dak Prescott,28.0,DAL,QB,16.0,16.0,48.0,146.0,1.0,7.0,27.1,21.0,3.0,9.1,3.0,14.0
4035671.0,Tyler Huntley,23.0,BAL,QB,7.0,4.0,47.0,294.0,2.0,22.0,55.3,21.0,6.3,42.0,6.7,4.0
232016.0,Cam Newton,32.0,CAR,QB,8.0,5.0,47.0,230.0,5.0,20.0,55.3,33.0,4.9,28.8,5.9,4.0
382707.0,Brandon Bolden,31.0,NWE,RB,17.0,1.0,44.0,226.0,1.0,12.0,43.2,24.0,5.1,13.3,2.6,1.0
4241464.0,Mac Jones,23.0,NWE,QB,17.0,17.0,44.0,129.0,0.0,22.0,52.3,13.0,2.9,7.6,2.6,7.0
537577.0,Dare Ogunbowale,27.0,JAX,RB,17.0,2.0,43.0,137.0,1.0,5.0,37.2,12.0,3.2,8.1,2.5,0.0
238093.0,Russell Wilson,33.0,SEA,QB,14.0,14.0,43.0,183.0,2.0,17.0,44.2,17.0,4.3,13.1,3.1,6.0
4241479.0,Tua Tagovailoa,23.0,MIA,QB,13.0,12.0,42.0,128.0,3.0,13.0,40.5,23.0,3.0,9.8,3.2,9.0
3127586.0,Jeremy McNichols,26.0,TEN,RB,14.0,0.0,41.0,156.0,0.0,6.0,41.5,14.0,3.8,11.1,2.9,0.0
4241401.0,Trey Sermon,22.0,SFO,RB,9.0,2.0,41.0,167.0,1.0,9.0,56.1,16.0,4.1,18.6,4.6,0.0
3915511.0,Joe Burrow,25.0,CIN,QB,16.0,16.0,40.0,118.0,2.0,14.0,40.0,12.0,3.0,7.4,2.5,5.0
484080.0,Derek Carr,30.0,LVR,QB,17.0,17.0,40.0,108.0,0.0,9.0,40.0,22.0,2.7,6.4,2.4,13.0
146254.0,Matt Ryan,36.0,ATL,QB,17.0,17.0,40.0,82.0,1.0,9.0,30.0,17.0,2.1,4.8,2.4,11.0
534462.0,Damien Williams,29.0,CHI,RB,12.0,2.0,40.0,164.0,2.0,11.0,52.5,23.0,4.1,13.7,3.3,0.0
499514.0,Jimmy Garoppolo,30.0,SFO,QB,15.0,15.0,38.0,51.0,3.0,15.0,47.4,7.0,1.3,3.4,2.5,8.0
,Trey Lance,21.0,SFO,QB,6.0,2.0,38.0,168.0,1.0,8.0,42.1,15.0,4.4,28.0,6.3,0.0
550373.0,Baker Mayfield,26.0,CLE,QB,14.0,14.0,37.0,134.0,1.0,12.0,48.6,14.0,3.6,9.6,2.6,6.0
,Larry Rountree,22.0,LAC,RB,12.0,0.0,36.0,87.0,1.0,5.0,33.3,13.0,2.4,7.3,3.0,0.0
4035072.0,Benny Snell Jr.,23.0,PIT,RB,17.0,0.0,36.0,98.0,0.0,3.0,30.6,9.0,2.7,5.8,2.1,0.0
3917612.0,Ke'Shawn Vaughn,24.0,TAM,RB,12.0,1.0,36.0,180.0,2.0,9.0,50.0,55.0,5.0,15.0,3.0,0.0
3895827.0,Ty'Son Williams,25.0,BAL,RB,13.0,3.0,35.0,185.0,1.0,7.0,45.7,35.0,5.3,14.2,2.7,1.0
4242873.0,Eno Benjamin,22.0,ARI,RB,9.0,0.0,34.0,118.0,1.0,4.0,41.2,21.0,3.5,13.1,3.8,0.0
,Malcolm Brown,28.0,MIA,RB,7.0,3.0,33.0,125.0,1.0,6.0,51.5,24.0,3.8,17.9,4.7,0.0
546845.0,Corey Clement,27.0,DAL,RB,17.0,0.0,33.0,140.0,0.0,7.0,42.4,38.0,4.2,8.2,1.9,0.0
4240631.0,DeeJay Dallas,23.0,SEA,RB,17.0,0.0,33.0,138.0,2.0,10.0,57.6,15.0,4.2,8.1,1.9,1.0
3910544.0,Joshua Kelley,24.0,LAC,RB,10.0,0.0,33.0,102.0,0.0,5.0,30.3,14.0,3.1,10.2,3.3,1.0
144994.0,Aaron Rodgers,38.0,GNB,QB,16.0,16.0,33.0,101.0,3.0,10.0,36.4,18.0,3.1,6.3,2.1,3.0
183518.0,Matthew Stafford,33.0,LAR,QB,17.0,17.0,32.0,43.0,0.0,8.0,31.3,12.0,1.3,2.5,1.9,5.0
530308.0,Jameis Winston,27.0,NOR,QB,7.0,7.0,32.0,166.0,1.0,17.0,56.3,20.0,5.2,23.7,4.6,2.0
511614.0,Teddy Bridgewater,29.0,DEN,QB,14.0,14.0,30.0,106.0,2.0,16.0,60.0,13.0,3.5,7.6,2.1,1.0
238910.0,Kirk Cousins,33.0,MIN,QB,16.0,16.0,29.0,115.0,1.0,8.0,48.3,29.0,4.0,7.2,1.8,12.0
4038225.0,Zach Wilson,22.0,NYJ,QB,13.0,13.0,29.0,185.0,4.0,10.0,44.8,52.0,6.4,14.2,2.2,5.0
,Tom Brady,44.0,TAM,QB,17.0,17.0,28.0,81.0,2.0,14.0,53.6,13.0,2.9,4.8,1.6,4.0
546633.0,Wayne Gallman,27.0,ATL,RB,6.0,0.0,28.0,104.0,0.0,5.0,35.7,17.0,3.7,17.3,4.7,0.0
3139605.0,Marlon Mack,25.0,IND,RB,6.0,0.0,28.0,101.0,0.0,6.0,32.1,22.0,3.6,16.8,4.7,0.0
549314.0,Matt Breida,26.0,BUF,RB,9.0,0.0,26.0,125.0,1.0,5.0,65.4,28.0,4.8,13.9,2.9,1.0
3123857.0,Austin Walter,25.0,NYJ,RB,4.0,0.0,26.0,101.0,1.0,5.0,42.3,14.0,3.9,25.3,6.5,0.0
517182.0,Elijhaa Penny,28.0,NYG,RB,17.0,3.0,24.0,99.0,1.0,9.0,50.0,12.0,4.1,5.8,1.4,0.0
,Patrick Taylor,23.0,GNB,RB,9.0,0.0,23.0,89.0,1.0,5.0,60.9,12.0,3.9,9.9,2.6,0.0
175772.0,Colt McCoy,35.0,ARI,QB,8.0,3.0,22.0,37.0,0.0,6.0,31.8,11.0,1.7,4.6,2.8,4.0
4037457.0,Travis Homer,23.0,SEA,RB,14.0,0.0,21.0,177.0,1.0,7.0,57.1,73.0,8.4,12.6,1.5,0.0
3123944.0,Qadree Ollison,25.0,ATL,RB,8.0,0.0,21.0,105.0,1.0,7.0,52.4,19.0,5.0,13.1,2.6,1.0
,Ben Roethlisberger,39.0,PIT,QB,16.0,16.0,20.0,5.0,1.0,3.0,20.0,8.0,0.3,0.3,1.3,11.0
512191.0,Jacoby Brissett,29.0,MIA,QB,11.0,5.0,19.0,70.0,1.0,9.0,63.2,19.0,3.7,6.4,1.7,6.0
4039607.0,J.J. Taylor,23.0,NWE,RB,5.0,0.0,19.0,37.0,2.0,3.0,21.1,15.0,1.9,7.4,3.8,1.0
236838.0,Tyrod Taylor,32.0,HOU,QB,6.0,6.0,19.0,151.0,3.0,6.0,52.6,30.0,7.9,25.2,3.2,3.0
546824.0,Godwin Igwebuike,27.0,DET,RB,17.0,1.0,18.0,118.0,1.0,7.0,61.1,42.0,6.6,6.9,1.1,2.0
4242546.0,Davis Mills,23.0,HOU,QB,13.0,11.0,18.0,44.0,0.0,5.0,38.9,11.0,2.4,3.4,1.4,5.0
4372485.0,Rondale Moore,21.0,ARI,WR,14.0,7.0,18.0,76.0,0.0,2.0,50.0,26.0,4.2,5.4,1.3,3.0
189906.0,Chris Evans,24.0,CIN,RB,14.0,1.0,17.0,77.0,0.0,3.0,41.2,13.0,4.5,5.5,1.2,0.0
547401.0,Jared Goff,27.0,DET,QB,14.0,14.0,17.0,87.0,0.0,4.0,29.4,26.0,5.1,6.2,1.2,9.0
,Jonathan Williams,27.0,WAS,RB,5.0,0.0,17.0,79.0,1.0,7.0,64.7,23.0,4.6,15.8,3.4,0.0
183253.0,Andy Dalton,34.0,CHI,QB,8.0,6.0,16.0,76.0,0.0,2.0,50.0,14.0,4.8,9.5,2.0,1.0
,Jamycal Hasty,25.0,SFO,RB,11.0,0.0,16.0,68.0,1.0,6.0,43.8,21.0,4.3,6.2,1.5,2.0
3923397.0,Ryquell Armstead,25.0,JAX,RB,2.0,0.0,15.0,80.0,0.0,3.0,60.0,26.0,5.3,40.0,7.5,0.0
4374033.0,Jermar Jefferson,21.0,DET,RB,7.0,0.0,15.0,74.0,2.0,4.0,53.3,28.0,4.9,10.6,2.1,0.0
516363.0,Ty Montgomery,28.0,NOR,WR,14.0,3.0,15.0,44.0,0.0,2.0,33.3,9.0,2.9,3.1,1.1,0.0
4035222.0,Trayveon Williams,24.0,CIN,RB,5.0,0.0,15.0,51.0,0.0,4.0,53.3,10.0,3.4,10.2,3.0,0.0
4046692.0,Chase Claypool,23.0,PIT,WR,15.0,13.0,14.0,96.0,0.0,7.0,71.4,25.0,6.9,6.4,0.9,0.0
4040790.0,Jason Huntley,23.0,PHI,RB,1.0,0.0,13.0,51.0,0.0,2.0,30.8,18.0,3.9,51.0,13.0,0.0
4240455.0,Deon Jackson,22.0,IND,RB,9.0,0.0,13.0,31.0,1.0,2.0,30.8,10.0,2.4,3.4,1.4,0.0
511459.0,Marcus Mariota,28.0,LVR,QB,10.0,0.0,13.0,87.0,1.0,6.0,76.9,31.0,6.7,8.7,1.3,1.0
4035537.0,Kene Nwangwu,23.0,MIN,RB,11.0,0.0,13.0,61.0,0.0,3.0,30.8,19.0,4.7,5.5,1.2,0.0
,Mitchell Trubisky,27.0,BUF,QB,6.0,0.0,13.0,24.0,1.0,3.0,23.1,22.0,1.8,4.0,2.2,0.0
3128774.0,Kalen Ballage,26.0,PIT,RB,17.0,0.0,12.0,36.0,0.0,2.0,41.7,13.0,3.0,2.1,0.7,0.0
547051.0,Kendrick Bourne,26.0,NWE,WR,17.0,5.0,12.0,125.0,0.0,7.0,83.3,18.0,10.4,7.4,0.7,1.0
191981.0,Case Keenum,33.0,CLE,QB,7.0,2.0,12.0,22.0,0.0,6.0,50.0,10.0,1.8,3.1,1.7,1.0
529967.0,Jordan Love,23.0,GNB,QB,6.0,1.0,12.0,27.0,0.0,1.0,25.0,10.0,2.3,4.5,2.0,3.0
505844.0,Jerick McKinnon,29.0,KAN,RB,13.0,0.0,12.0,62.0,0.0,2.0,58.3,18.0,5.2,4.8,0.9,0.0
160772.0,Brian Hoyer,36.0,NWE,QB,5.0,0.0,11.0,-8.0,0.0,1.0,9.1,2.0,-0.7,-1.6,2.2,0.0
4243160.0,Laviska Shenault Jr.,23.0,JAX,WR,16.0,10.0,11.0,41.0,0.0,2.0,45.5,11.0,3.7,2.6,0.7,1.0
517708.0,DeAndre Carter,28.0,WAS,WR,17.0,6.0,10.0,89.0,0.0,4.0,80.0,27.0,8.9,5.2,0.6,3.0
4259805.0,Kylin Hill,23.0,GNB,RB,8.0,0.0,10.0,24.0,0.0,1.0,20.0,8.0,2.4,3.0,1.3,0.0
3924327.0,Drew Lock,25.0,DEN,QB,6.0,3.0,10.0,53.0,2.0,5.0,50.0,23.0,5.3,8.8,1.7,2.0
4241802.0,Jalen Reagor,22.0,PHI,WR,17.0,13.0,10.0,32.0,0.0,3.0,40.0,12.0,3.2,1.9,0.6,2.0
480696.0,James White,29.0,NWE,RB,3.0,0.0,10.0,38.0,1.0,4.0,60.0,10.0,3.8,12.7,3.3,0.0
381364.0,Blaine Gabbert,32.0,TAM,QB,6.0,0.0,9.0,-7.0,0.0,0.0,0.0,,-0.8,-1.2,1.5,0.0
3116406.0,Tyreek Hill,27.0,KAN,WR,17.0,16.0,9.0,96.0,0.0,4.0,66.7,33.0,10.7,5.6,0.5,2.0
4241389.0,CeeDee Lamb,22.0,DAL,WR,16.0,13.0,9.0,76.0,0.0,4.0,66.7,33.0,8.4,4.8,0.6,0.0
3128724.0,Isaiah McKenzie,26.0,BUF,WR,15.0,2.0,9.0,47.0,1.0,4.0,55.6,10.0,5.2,3.1,0.6,2.0
,Gardner Minshew II,25.0,PHI,QB,4.0,2.0,9.0,21.0,0.0,2.0,55.6,9.0,2.3,5.3,2.3,1.0
531791.0,Jalen Richard,28.0,LVR,RB,10.0,0.0,9.0,40.0,0.0,3.0,44.4,23.0,4.4,4.0,0.9,0.0
531455.0,Cooper Rush,28.0,DAL,QB,5.0,1.0,9.0,-8.0,0.0,0.0,0.0,2.0,-0.9,-1.6,1.8,1.0
500419.0,Trevor Siemian,30.0,NOR,QB,6.0,4.0,9.0,20.0,1.0,2.0,22.2,17.0,2.2,3.3,1.5,3.0
488025.0,Geno Smith,31.0,SEA,QB,4.0,3.0,9.0,42.0,1.0,3.0,77.8,12.0,4.7,10.5,2.3,1.0
551279.0,Jonnu Smith,26.0,NWE,TE,16.0,11.0,9.0,40.0,0.0,2.0,44.4,9.0,4.4,2.5,0.6,1.0
188558.0,Keith Smith,29.0,ATL,FB,17.0,8.0,9.0,31.0,0.0,3.0,55.6,8.0,3.4,1.8,0.5,0.0
478469.0,Jonathan Ward,24.0,ARI,RB,13.0,0.0,9.0,33.0,0.0,3.0,44.4,7.0,3.7,2.5,0.7,0.0
500890.0,Giovani Bernard,30.0,TAM,RB,12.0,0.0,8.0,58.0,0.0,3.0,62.5,24.0,7.3,4.8,0.7,1.0
135668.0,Michael Burton,29.0,KAN,RB,16.0,0.0,8.0,26.0,1.0,8.0,100.0,7.0,3.3,1.6,0.5,0.0
4240689.0,Jake Fromm,23.0,NYG,QB,3.0,2.0,8.0,65.0,0.0,4.0,62.5,27.0,8.1,21.7,2.7,2.0
4035004.0,Mecole Hardman,23.0,KAN,WR,17.0,8.0,8.0,46.0,0.0,2.0,25.0,24.0,5.8,2.7,0.5,3.0
160898.0,Chad Henne,36.0,KAN,QB,4.0,0.0,8.0,0.0,0.0,0.0,12.5,,0.0,0.0,2.0,2.0
,Kyle Juszczyk,30.0,SFO,FB,17.0,16.0,8.0,22.0,1.0,3.0,50.0,6.0,2.8,1.3,0.5,0.0
,D.J. Moore,24.0,CAR,WR,17.0,17.0,8.0,48.0,0.0,4.0,75.0,14.0,6.0,2.8,0.5,1.0
,La'Mical Perine,23.0,NYJ,RB,4.0,0.0,8.0,31.0,0.0,1.0,25.0,14.0,3.9,7.8,2.0,0.0
500234.0,Robert Woods,29.0,LAR,WR,9.0,9.0,8.0,46.0,1.0,1.0,50.0,16.0,5.8,5.1,0.9,0.0
553708.0,Jamal Agnew,26.0,JAX,WR,10.0,2.0,7.0,111.0,1.0,3.0,85.7,66.0,15.9,11.1,0.7,1.0
149612.0,Brandon Allen,29.0,CIN,QB,6.0,1.0,7.0,-1.0,0.0,1.0,14.3,3.0,-0.1,-0.2,1.2,1.0
3123075.0,Braxton Berrios,26.0,NYJ,WR,16.0,1.0,7.0,40.0,2.0,3.0,85.7,11.0,5.7,2.5,0.4,1.0
4362628.0,Ja'Marr Chase,21.0,CIN,WR,17.0,17.0,7.0,21.0,0.0,2.0,42.9,10.0,3.0,1.2,0.4,2.0
