Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,Justin Tucker,33.0,BAL,K,17.0,0.0,0.0,0.0,13.0,13.0,11.0,11.0,5.0,4.0,14.0,9.0,43.0,37.0,58.0,86.0,32.0,31.0,96.9,86.0,5449.0,60.0,69.8,63.0,"PB,AP-2"
2.0,Ryan Succop,36.0,TAM,K,17.0,0.0,0.0,0.0,11.0,10.0,8.0,7.0,12.0,12.0,7.0,2.0,38.0,31.0,54.0,81.6,25.0,24.0,96.0,0.0,0.0,0.0,,,
3.0,Daniel Carlson,27.0,LVR,K,17.0,0.0,0.0,0.0,9.0,9.0,11.0,11.0,4.0,3.0,13.0,11.0,37.0,34.0,57.0,91.9,36.0,35.0,97.2,90.0,5548.0,57.0,63.3,62.0,AP-1
4.0,Nick Folk,38.0,NWE,K,17.0,0.0,1.0,1.0,9.0,9.0,8.0,8.0,14.0,10.0,5.0,4.0,37.0,32.0,54.0,86.5,35.0,32.0,91.4,33.0,1953.0,3.0,9.1,59.0,
5.0,Younghoe Koo,28.0,ATL,K,17.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,10.0,9.0,11.0,7.0,37.0,32.0,54.0,86.5,35.0,33.0,94.3,0.0,0.0,0.0,,,
6.0,Jason Myers,31.0,SEA,K,17.0,0.0,0.0,0.0,9.0,9.0,16.0,15.0,6.0,4.0,6.0,6.0,37.0,34.0,56.0,91.9,42.0,41.0,97.6,93.0,5839.0,54.0,58.1,63.0,PB
7.0,Greg Zuerlein,35.0,NYJ,K,17.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,11.0,9.0,11.0,6.0,37.0,30.0,60.0,81.1,29.0,28.0,96.6,56.0,3590.0,47.0,83.9,64.0,
8.0,Chase McLaughlin,26.0,IND,K,16.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,11.0,9.0,12.0,9.0,36.0,30.0,54.0,83.3,21.0,21.0,100.0,72.0,4682.0,38.0,52.8,65.0,
9.0,Brandon McManus,31.0,DEN,K,17.0,0.0,0.0,0.0,7.0,6.0,6.0,4.0,10.0,10.0,13.0,8.0,36.0,28.0,55.0,77.8,27.0,25.0,92.6,73.0,4580.0,51.0,69.9,63.0,
10.0,Riley Patterson,23.0,JAX,K,17.0,0.0,0.0,0.0,8.0,8.0,11.0,10.0,13.0,10.0,3.0,2.0,35.0,30.0,53.0,85.7,37.0,36.0,97.3,88.0,5492.0,44.0,50.0,62.0,
11.0,Eddy Pi̱eiro,27.0,CAR,K,17.0,0.0,0.0,0.0,2.0,2.0,17.0,16.0,14.0,13.0,2.0,2.0,35.0,33.0,54.0,94.3,32.0,30.0,93.8,83.0,5146.0,46.0,55.4,62.0,
12.0,Greg Joseph,28.0,MIN,K,17.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,8.0,7.0,10.0,4.0,33.0,26.0,61.0,78.8,46.0,40.0,87.0,89.0,5639.0,54.0,60.7,63.0,
13.0,Graham Gano,35.0,NYG,K,17.0,0.0,0.0,0.0,2.0,2.0,10.0,9.0,11.0,10.0,9.0,8.0,32.0,29.0,57.0,90.6,34.0,32.0,94.1,84.0,5117.0,50.0,59.5,61.0,
14.0,Robbie Gould,40.0,SFO,K,17.0,0.0,0.0,0.0,14.0,13.0,5.0,5.0,11.0,7.0,2.0,2.0,32.0,27.0,51.0,84.4,51.0,50.0,98.0,95.0,5983.0,47.0,49.5,63.0,
15.0,Brett Maher,33.0,DAL,K,17.0,0.0,0.0,0.0,9.0,9.0,5.0,5.0,7.0,6.0,11.0,9.0,32.0,29.0,60.0,90.6,53.0,50.0,94.3,100.0,6506.0,78.0,78.0,65.0,
16.0,Jason Sanders,27.0,MIA,K,17.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,13.0,12.0,6.0,2.0,32.0,26.0,55.0,81.3,44.0,41.0,93.2,88.0,5486.0,61.0,69.3,62.0,
17.0,Cade York,21.0,CLE,K,17.0,0.0,0.0,0.0,5.0,5.0,12.0,9.0,8.0,6.0,7.0,4.0,32.0,24.0,58.0,75.0,37.0,35.0,94.6,81.0,5032.0,50.0,61.7,62.0,
18.0,Tyler Bass,25.0,BUF,K,16.0,0.0,0.0,0.0,4.0,4.0,13.0,11.0,11.0,10.0,3.0,2.0,31.0,27.0,56.0,87.1,50.0,48.0,96.0,92.0,5759.0,43.0,46.7,63.0,
19.0,Ka'imi Fairbairn,28.0,HOU,K,17.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,10.0,9.0,6.0,6.0,31.0,29.0,56.0,93.5,24.0,24.0,100.0,75.0,4564.0,33.0,44.0,61.0,
20.0,Wil Lutz,28.0,NOR,K,17.0,0.0,0.0,0.0,6.0,6.0,11.0,9.0,8.0,4.0,6.0,4.0,31.0,23.0,60.0,74.2,33.0,33.0,100.0,75.0,4554.0,48.0,64.0,61.0,
21.0,Matt Gay,28.0,LAR,K,17.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,4.0,4.0,9.0,7.0,30.0,28.0,58.0,93.3,32.0,31.0,96.9,77.0,4843.0,61.0,79.2,63.0,
22.0,Joey Slye,26.0,WAS,K,17.0,0.0,1.0,1.0,8.0,8.0,5.0,4.0,10.0,8.0,6.0,4.0,30.0,25.0,58.0,83.3,28.0,24.0,85.7,77.0,4802.0,60.0,77.9,62.0,
23.0,Mason Crosby,38.0,GNB,K,17.0,0.0,0.0,0.0,10.0,10.0,8.0,8.0,7.0,6.0,4.0,1.0,29.0,25.0,56.0,86.2,39.0,37.0,94.9,74.0,4494.0,15.0,20.3,61.0,
24.0,Evan McPherson,23.0,CIN,K,16.0,0.0,1.0,1.0,6.0,5.0,4.0,4.0,13.0,9.0,5.0,5.0,29.0,24.0,59.0,82.8,44.0,40.0,90.9,90.0,5604.0,51.0,56.7,62.0,
