Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
1,John Abraham,30,ATL,RDE,16,16,0,0,0,0,1.0,4,0,0,0,0,16.5,38.0,37.0,1.0,20.0,30.0,0,AP-2
2,Flozell Adams,33,DAL,LT,16,16,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,PB
3,Gaines Adams,25,TAM,RDE,16,16,2,50,1,45,6.0,0,0,0,0,0,6.5,38.0,27.0,11.0,5.0,21.0,0,
4,Jared Allen,26,MIN,RDE,16,16,0,0,0,0,3.0,3,0,0,0,0,14.5,54.0,41.0,13.0,20.0,28.0,2,"PB,AP-1"
5,Will Allen,30,MIA,LCB,16,16,3,62,1,32,15.0,1,0,0,0,0,1.0,50.0,42.0,8.0,3.0,5.0,0,
6,O.J. Atogwe,27,STL,FS,16,16,5,91,0,43,5.0,6,0,3,75,1,0.0,85.0,77.0,8.0,1.0,0.0,0,
7,Jonathan Babineaux,27,ATL,LDT,16,16,0,0,0,0,2.0,0,0,1,0,0,3.5,38.0,31.0,7.0,14.0,10.0,0,
8,Jeff Backus,31,DET,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9,Ronde Barber,33,TAM,RCB,16,16,4,69,1,65,12.0,0,0,1,2,0,2.0,75.0,67.0,8.0,5.0,6.0,0,PB
10,Khalif Barnes,26,JAX,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
