Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards
1.0,Kyle Larson,28.0,CIN,P,16.0,0.0,100.0,3945.0,39.5,436.0,3449.0,34.1,57.0,3.0,3.0,28.0,28.0,1.0,
2.0,Brad Maynard,34.0,CHI,P,16.0,0.0,96.0,3957.0,41.2,203.0,3654.0,38.1,67.0,5.0,5.2,40.0,41.7,0.0,
3.0,Nick Harris,30.0,DET,P,16.0,0.0,90.0,3952.0,43.9,414.0,3418.0,38.0,66.0,6.0,6.7,24.0,26.7,0.0,
4.0,Shane Lechler,32.0,OAK,P,16.0,0.0,90.0,4391.0,48.8,425.0,3706.0,41.2,70.0,13.0,14.4,33.0,36.7,0.0,"PB,AP-1"
5.0,Craig Hentrich,37.0,TEN,P,16.0,0.0,87.0,3725.0,42.8,290.0,3175.0,36.5,75.0,13.0,14.9,27.0,31.0,0.0,
6.0,Sam Koch,26.0,BAL,P,16.0,0.0,84.0,3777.0,45.0,245.0,3352.0,39.9,74.0,9.0,10.7,34.0,40.5,0.0,
7.0,Donnie Jones,28.0,STL,P,16.0,0.0,82.0,4100.0,50.0,590.0,3370.0,41.1,68.0,7.0,8.5,20.0,24.4,0.0,AP-2
8.0,Jon Ryan,27.0,SEA,P,15.0,0.0,78.0,3557.0,45.6,324.0,2993.0,37.9,63.0,12.0,15.4,22.0,28.2,1.0,
9.0,Josh Bidwell,32.0,TAM,P,16.0,0.0,77.0,3426.0,44.5,392.0,2894.0,37.6,64.0,7.0,9.1,27.0,35.1,0.0,
10.0,Saverio Rocca,35.0,PHI,P,16.0,0.0,77.0,3334.0,43.3,296.0,2958.0,37.9,65.0,4.0,5.2,24.0,31.2,1.0,
11.0,Dave Zastudil,30.0,CLE,P,16.0,0.0,75.0,3410.0,45.5,235.0,2955.0,39.4,65.0,11.0,14.7,23.0,30.7,0.0,
12.0,Brandon Fields,24.0,MIA,P,16.0,0.0,74.0,3249.0,43.9,485.0,2624.0,35.5,71.0,7.0,9.5,24.0,32.4,0.0,
13.0,Jason Baker,30.0,CAR,P,16.0,0.0,73.0,3217.0,44.1,276.0,2841.0,37.4,63.0,5.0,6.8,30.0,41.1,3.0,
14.0,Chris Kluwe,27.0,MIN,P,16.0,0.0,73.0,3473.0,47.6,624.0,2589.0,35.0,62.0,13.0,17.8,23.0,31.5,1.0,
15.0,Dustin Colquitt,26.0,KAN,P,14.0,0.0,70.0,3110.0,44.4,209.0,2741.0,39.2,73.0,8.0,11.4,27.0,38.6,0.0,
16.0,Mitch Berger,36.0,PIT,P,13.0,0.0,66.0,2728.0,41.3,243.0,2405.0,36.4,61.0,4.0,6.1,19.0,28.8,0.0,
17.0,Andy Lee,26.0,SFO,P,16.0,0.0,66.0,3155.0,47.8,364.0,2611.0,39.0,82.0,9.0,13.6,13.0,19.7,1.0,
18.0,Ryan Plackemeier,24.0,2TM,P,11.0,0.0,66.0,2741.0,41.5,310.0,2231.0,33.3,62.0,10.0,15.2,17.0,25.8,1.0,
18.0,Ryan Plackemeier,24.0,SEA,P,1.0,0.0,11.0,450.0,40.9,120.0,330.0,30.0,56.0,0.0,0.0,2.0,18.2,0.0,
18.0,Ryan Plackemeier,24.0,WAS,P,10.0,0.0,55.0,2291.0,41.7,190.0,1901.0,33.9,62.0,10.0,18.2,15.0,27.3,1.0,
19.0,Jeff Feagles,42.0,NYG,P,16.0,0.0,64.0,2814.0,44.0,140.0,2574.0,40.2,61.0,5.0,7.8,23.0,35.9,0.0,PB
20.0,Michael Koenen,26.0,ATL,P,16.0,0.0,63.0,2566.0,40.7,49.0,2437.0,37.5,60.0,4.0,6.3,25.0,39.7,2.0,
21.0,Steve Weatherford,26.0,3TM,P,14.0,0.0,59.0,2521.0,42.7,307.0,2014.0,34.1,61.0,10.0,16.9,8.0,13.6,0.0,
21.0,Steve Weatherford,26.0,NOR,P,7.0,0.0,26.0,1094.0,42.1,146.0,888.0,34.2,61.0,3.0,11.5,5.0,19.2,0.0,
21.0,Steve Weatherford,26.0,KAN,P,2.0,0.0,12.0,512.0,42.7,98.0,334.0,27.8,58.0,4.0,33.3,1.0,8.3,0.0,
21.0,Steve Weatherford,26.0,JAX,P,5.0,0.0,21.0,915.0,43.6,63.0,792.0,37.7,57.0,3.0,14.3,2.0,9.5,0.0,
22.0,Brian Moorman,32.0,BUF,P,16.0,0.0,58.0,2557.0,44.1,187.0,2270.0,39.1,63.0,5.0,8.6,23.0,39.7,0.0,
23.0,Sam Paulescu,24.0,DAL,P,10.0,0.0,53.0,2213.0,41.8,246.0,1867.0,35.2,70.0,5.0,9.4,14.0,26.4,0.0,
24.0,Hunter Smith,31.0,IND,P,16.0,0.0,53.0,2343.0,44.2,249.0,2054.0,38.8,64.0,2.0,3.8,23.0,43.4,0.0,
25.0,Matt Turk,40.0,HOU,P,16.0,0.0,53.0,2240.0,42.3,235.0,1865.0,35.2,59.0,7.0,13.2,17.0,32.1,0.0,
26.0,Mike Scifres,28.0,SDG,P,16.0,0.0,51.0,2332.0,45.7,146.0,2086.0,40.9,67.0,5.0,9.8,19.0,37.3,0.0,
27.0,Chris Hanson,32.0,NWE,P,16.0,0.0,49.0,2143.0,43.7,158.0,1785.0,36.4,70.0,10.0,20.4,19.0,38.8,0.0,
28.0,Derrick Frost,28.0,GNB,P,12.0,0.0,48.0,2021.0,42.1,189.0,1732.0,36.1,65.0,5.0,10.4,8.0,16.7,0.0,
29.0,Brett Kern,22.0,DEN,P,16.0,0.0,46.0,2150.0,46.7,330.0,1740.0,37.8,64.0,4.0,8.7,13.0,28.3,0.0,
30.0,Adam Podlesh,25.0,JAX,P,11.0,0.0,46.0,1989.0,43.2,206.0,1683.0,36.6,60.0,5.0,10.9,12.0,26.1,0.0,
31.0,Reggie Hodges,26.0,NYJ,P,12.0,0.0,44.0,1884.0,42.8,187.0,1597.0,35.5,61.0,5.0,11.4,14.0,31.8,1.0,
32.0,Dirk Johnson,33.0,ARI,P,12.0,0.0,40.0,1670.0,41.8,182.0,1408.0,35.2,59.0,4.0,10.0,13.0,32.5,0.0,
33.0,Ben Graham,35.0,3TM,P,9.0,0.0,37.0,1571.0,42.5,320.0,1251.0,33.8,59.0,0.0,0.0,10.0,27.0,0.0,
33.0,Ben Graham,35.0,NYJ,P,4.0,0.0,14.0,606.0,43.3,101.0,505.0,36.1,56.0,0.0,0.0,2.0,14.3,0.0,
33.0,Ben Graham,35.0,NOR,P,1.0,0.0,3.0,126.0,42.0,20.0,106.0,35.3,44.0,0.0,0.0,1.0,33.3,0.0,
33.0,Ben Graham,35.0,ARI,P,4.0,0.0,20.0,839.0,42.0,199.0,640.0,32.0,59.0,0.0,0.0,7.0,35.0,0.0,
34.0,Durant Brooks,23.0,WAS,P,6.0,0.0,26.0,1030.0,39.6,195.0,835.0,32.1,60.0,0.0,0.0,9.0,34.6,0.0,
35.0,Mat McBriar,29.0,DAL,P,6.0,0.0,24.0,1175.0,49.0,144.0,971.0,38.8,66.0,3.0,12.5,5.0,20.8,1.0,
36.0,Glenn Pakulak,28.0,NOR,P,8.0,0.0,24.0,1144.0,47.7,197.0,907.0,37.8,70.0,2.0,8.3,3.0,12.5,0.0,
37.0,Jeremy Kapinos,24.0,GNB,P,4.0,0.0,17.0,667.0,39.2,60.0,587.0,34.5,55.0,1.0,5.9,7.0,41.2,0.0,
38.0,Paul Ernster,26.0,PIT,P,3.0,0.0,12.0,379.0,31.6,4.0,375.0,31.3,43.0,0.0,0.0,4.0,33.3,0.0,
39.0,Josh Brown,29.0,STL,K,16.0,0.0,1.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,1.0,100.0,0.0,
40.0,Matt Cassel,26.0,NWE,QB,16.0,15.0,1.0,57.0,57.0,0.0,57.0,57.0,57.0,0.0,0.0,1.0,100.0,0.0,
41.0,Phil Dawson,33.0,CLE,K,16.0,0.0,1.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,0.0,1.0,100.0,0.0,
,League Average,,,,,,,,43.9,,,37.3,,,9.9,,31.7,,
