Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,DeSean Jackson,22.0,PHI,WR,16.0,15.0,50.0,440.0,1.0,68.0,8.8,1.0,12.0,0.0,12.0,12.0,1460.0,
2.0,Johnnie Lee Higgins,25.0,OAK,WR,16.0,3.0,44.0,570.0,3.0,93.0,13.0,36.0,842.0,0.0,69.0,23.4,1809.0,
3.0,Mark Jones,28.0,CAR,WR,16.0,0.0,39.0,443.0,0.0,55.0,11.4,40.0,958.0,0.0,59.0,24.0,1433.0,
4.0,Antwaan Randle El,29.0,WAS,WR,16.0,16.0,39.0,254.0,0.0,36.0,6.5,0.0,0.0,0.0,0.0,,849.0,
5.0,Will Blackmon,24.0,GNB,DB,16.0,1.0,36.0,398.0,2.0,76.0,11.1,55.0,1157.0,0.0,45.0,21.0,1555.0,
6.0,Santonio Holmes,24.0,PIT,WR,15.0,15.0,34.0,226.0,0.0,35.0,6.6,0.0,0.0,0.0,0.0,,1056.0,
7.0,Steve Breaston,25.0,ARI,WR,16.0,9.0,33.0,237.0,0.0,25.0,7.2,33.0,667.0,0.0,38.0,20.2,1918.0,
8.0,Chris Carr,25.0,TEN,DB,16.0,2.0,32.0,323.0,0.0,44.0,10.1,35.0,984.0,0.0,52.0,28.1,1307.0,
9.0,Devin Hester,26.0,CHI,WR,15.0,8.0,32.0,198.0,0.0,25.0,6.2,31.0,679.0,0.0,51.0,21.9,1603.0,
10.0,Jacoby Jones,24.0,HOU,WR,16.0,0.0,32.0,386.0,2.0,73.0,12.1,13.0,280.0,0.0,30.0,21.5,742.0,
11.0,Leon Washington,26.0,NYJ,RB,16.0,1.0,29.0,303.0,0.0,37.0,10.4,48.0,1231.0,1.0,94.0,25.6,2332.0,"PB,AP-1"
12.0,Josh Cribbs,25.0,CLE,WR,15.0,2.0,28.0,228.0,0.0,32.0,8.1,44.0,1110.0,1.0,92.0,25.2,1523.0,
13.0,Justin Forsett,23.0,2TM,RB,14.0,0.0,27.0,263.0,0.0,29.0,9.7,18.0,422.0,0.0,32.0,23.4,685.0,
13.0,Justin Forsett,23.0,IND,RB,3.0,0.0,4.0,36.0,0.0,25.0,9.0,11.0,248.0,0.0,28.0,22.5,284.0,
13.0,Justin Forsett,23.0,SEA,RB,11.0,0.0,23.0,227.0,0.0,29.0,9.9,7.0,174.0,0.0,32.0,24.9,401.0,
14.0,Domenik Hixon,24.0,NYG,WR,16.0,7.0,24.0,242.0,0.0,50.0,10.1,3.0,180.0,0.0,83.0,60.0,1044.0,
15.0,Wes Welker,27.0,NWE,WR,16.0,14.0,24.0,237.0,0.0,44.0,9.9,1.0,26.0,0.0,26.0,26.0,1454.0,"PB,AP-2"
16.0,Adam Jennings,26.0,2TM,WR,14.0,0.0,24.0,151.0,0.0,37.0,6.3,0.0,0.0,0.0,0.0,,151.0,
16.0,Adam Jennings,26.0,ATL,WR,7.0,0.0,23.0,151.0,0.0,37.0,6.6,0.0,0.0,0.0,0.0,,151.0,
16.0,Adam Jennings,26.0,DET,WR,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
17.0,Yamon Figurs,25.0,BAL,WR,12.0,0.0,23.0,138.0,0.0,35.0,6.0,29.0,608.0,0.0,39.0,21.0,789.0,
18.0,Clifton Smith,23.0,TAM,RB,9.0,0.0,23.0,324.0,1.0,70.0,14.1,36.0,992.0,1.0,97.0,27.6,1380.0,"PB,AP-2"
19.0,Darren Sproles,25.0,SDG,RB,16.0,0.0,22.0,249.0,0.0,43.0,11.3,53.0,1376.0,1.0,103.0,26.0,2295.0,
20.0,Davone Bess,23.0,MIA,WR,16.0,6.0,21.0,231.0,0.0,27.0,11.0,14.0,311.0,0.0,32.0,22.2,1109.0,
21.0,Antonio Chatman,29.0,CIN,WR,10.0,1.0,21.0,158.0,0.0,34.0,7.5,0.0,0.0,0.0,0.0,,356.0,
22.0,Adam Jones,25.0,DAL,LCB,9.0,6.0,21.0,95.0,0.0,18.0,4.5,7.0,155.0,0.0,41.0,22.1,271.0,
23.0,Roscoe Parrish,26.0,BUF,WR,13.0,1.0,21.0,322.0,1.0,63.0,15.3,2.0,40.0,0.0,25.0,20.0,603.0,
24.0,Reggie Bush,23.0,NOR,RB,10.0,9.0,20.0,270.0,3.0,71.0,13.5,0.0,0.0,0.0,0.0,,1114.0,
25.0,Dexter Jackson,22.0,TAM,WR,7.0,0.0,20.0,97.0,0.0,19.0,4.9,14.0,327.0,0.0,45.0,23.4,424.0,
