Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,Harrison Butker,24.0,KAN,K,16.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,14.0,14.0,6.0,3.0,38.0,34.0,56.0,89.5,48.0,45.0,93.8,98.0,6157.0,60.0,61.2,63.0,
2.0,Wil Lutz,25.0,NOR,K,16.0,0.0,1.0,1.0,9.0,9.0,6.0,6.0,15.0,13.0,5.0,3.0,36.0,32.0,55.0,88.9,49.0,48.0,98.0,94.0,6082.0,74.0,78.7,65.0,PB
3.0,Matt Gay,25.0,TAM,K,16.0,0.0,0.0,0.0,6.0,6.0,7.0,5.0,14.0,11.0,8.0,5.0,35.0,27.0,58.0,77.1,48.0,43.0,89.6,1.0,14.0,0.0,0.0,14.0,
4.0,Zane Gonzalez,24.0,ARI,K,16.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,8.0,5.0,2.0,2.0,35.0,31.0,54.0,88.6,35.0,34.0,97.1,83.0,5241.0,45.0,54.2,63.0,
5.0,Josh Lambo,29.0,JAX,K,16.0,0.0,0.0,0.0,12.0,12.0,9.0,9.0,9.0,8.0,4.0,4.0,34.0,33.0,56.0,97.1,20.0,19.0,95.0,40.0,2283.0,23.0,57.5,57.0,AP-2
6.0,Brandon McManus,28.0,DEN,K,16.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,12.0,10.0,7.0,4.0,34.0,29.0,53.0,85.3,26.0,25.0,96.2,72.0,4634.0,55.0,76.4,64.0,
7.0,Greg Zuerlein,32.0,LAR,K,16.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,11.0,5.0,7.0,5.0,33.0,24.0,58.0,72.7,42.0,42.0,100.0,83.0,5281.0,64.0,77.1,64.0,
8.0,Joey Slye,23.0,CAR,K,16.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,11.0,8.0,11.0,8.0,32.0,25.0,54.0,78.1,35.0,31.0,88.6,70.0,4503.0,66.0,94.3,64.0,
9.0,Chris Boswell,28.0,PIT,K,16.0,0.0,1.0,1.0,11.0,11.0,7.0,7.0,10.0,9.0,2.0,1.0,31.0,29.0,49.0,93.5,28.0,28.0,100.0,72.0,4552.0,31.0,43.1,63.0,
10.0,Randy Bullock,30.0,CIN,K,16.0,0.0,0.0,0.0,10.0,10.0,6.0,6.0,12.0,10.0,3.0,1.0,31.0,27.0,57.0,87.1,25.0,24.0,96.0,71.0,4269.0,46.0,64.8,60.0,
11.0,Robbie Gould,37.0,SFO,K,13.0,0.0,0.0,0.0,9.0,9.0,10.0,8.0,8.0,6.0,4.0,0.0,31.0,23.0,54.0,74.2,42.0,41.0,97.6,1.0,37.0,0.0,0.0,37.0,
12.0,Matt Prater,35.0,DET,K,16.0,0.0,0.0,0.0,11.0,11.0,3.0,2.0,9.0,6.0,8.0,7.0,31.0,26.0,56.0,83.9,36.0,35.0,97.2,19.0,1159.0,8.0,42.1,61.0,
13.0,Dustin Hopkins,29.0,WAS,K,16.0,0.0,0.0,0.0,8.0,7.0,9.0,8.0,10.0,8.0,3.0,2.0,30.0,25.0,53.0,83.3,22.0,21.0,95.5,68.0,4231.0,48.0,70.6,62.0,
14.0,Brett Maher,30.0,DAL,K,13.0,0.0,0.0,0.0,9.0,9.0,8.0,6.0,5.0,1.0,8.0,4.0,30.0,20.0,63.0,66.7,36.0,36.0,100.0,69.0,4170.0,36.0,52.2,60.0,
15.0,Jason Sanders,24.0,MIA,K,16.0,0.0,0.0,0.0,7.0,7.0,9.0,8.0,9.0,5.0,5.0,3.0,30.0,23.0,54.0,76.7,30.0,29.0,96.7,71.0,4314.0,49.0,69.0,61.0,
16.0,Dan Bailey,31.0,MIN,K,16.0,0.0,0.0,0.0,10.0,10.0,9.0,9.0,7.0,5.0,3.0,3.0,29.0,27.0,50.0,93.1,44.0,40.0,90.9,87.0,5597.0,66.0,75.9,64.0,
17.0,Austin Seibert,23.0,CLE,K,16.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,12.0,9.0,2.0,1.0,29.0,25.0,53.0,86.2,35.0,30.0,85.7,75.0,4753.0,30.0,40.0,63.0,
18.0,Justin Tucker,30.0,BAL,K,16.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,11.0,10.0,1.0,1.0,29.0,28.0,51.0,96.6,59.0,57.0,96.6,106.0,6646.0,57.0,53.8,63.0,"PB,AP-1"
19.0,Stephen Hauschka,34.0,BUF,K,16.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,10.0,9.0,5.0,1.0,28.0,22.0,51.0,78.6,32.0,30.0,93.8,73.0,4529.0,42.0,57.5,62.0,
20.0,Jason Myers,28.0,SEA,K,16.0,0.0,0.0,0.0,6.0,6.0,11.0,11.0,7.0,4.0,4.0,2.0,28.0,23.0,54.0,82.1,44.0,40.0,90.9,85.0,5337.0,59.0,69.4,63.0,
21.0,Eddy Pi̱eiro,24.0,CHI,K,16.0,0.0,1.0,1.0,8.0,8.0,10.0,9.0,7.0,3.0,2.0,2.0,28.0,23.0,53.0,82.1,29.0,27.0,93.1,52.0,3141.0,26.0,50.0,60.0,
22.0,Sam Ficken,27.0,NYJ,K,15.0,0.0,0.0,0.0,2.0,2.0,8.0,7.0,11.0,7.0,6.0,3.0,27.0,19.0,54.0,70.4,26.0,23.0,88.5,62.0,3763.0,29.0,46.8,61.0,
23.0,Daniel Carlson,24.0,OAK,K,16.0,0.0,0.0,0.0,8.0,8.0,6.0,5.0,10.0,6.0,2.0,0.0,26.0,19.0,48.0,73.1,36.0,34.0,94.4,71.0,4496.0,38.0,53.5,63.0,
24.0,Jake Elliott,24.0,PHI,K,16.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,7.0,5.0,4.0,2.0,26.0,22.0,53.0,84.6,37.0,35.0,94.6,81.0,5058.0,52.0,64.2,62.0,
25.0,Younghoe Koo,25.0,ATL,K,8.0,0.0,0.0,0.0,6.0,6.0,10.0,9.0,9.0,7.0,1.0,1.0,26.0,23.0,48.0,88.5,16.0,15.0,93.8,50.0,3041.0,27.0,54.0,61.0,
26.0,Ka'imi Fairbairn,25.0,HOU,K,16.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,6.0,4.0,6.0,3.0,25.0,20.0,54.0,80.0,45.0,40.0,88.9,81.0,5091.0,42.0,51.9,63.0,
27.0,Adam Vinatieri,47.0,IND,K,12.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,7.0,3.0,5.0,2.0,25.0,17.0,49.0,68.0,28.0,22.0,78.6,0.0,0.0,0.0,,,
28.0,Mason Crosby,35.0,GNB,K,16.0,0.0,1.0,1.0,2.0,2.0,11.0,11.0,8.0,7.0,2.0,1.0,24.0,22.0,54.0,91.7,41.0,40.0,97.6,79.0,5031.0,49.0,62.0,64.0,
29.0,Nick Folk,35.0,NWE,K,7.0,0.0,1.0,1.0,5.0,5.0,3.0,3.0,7.0,4.0,1.0,1.0,17.0,14.0,46.0,82.4,12.0,12.0,100.0,1.0,41.0,0.0,0.0,41.0,
30.0,Aldrick Rosas,25.0,NYG,K,16.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,0.0,17.0,12.0,45.0,70.6,39.0,35.0,89.7,71.0,4433.0,50.0,70.4,62.0,
31.0,Michael Badgley,24.0,LAC,K,8.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,8.0,6.0,1.0,0.0,16.0,13.0,49.0,81.3,19.0,19.0,100.0,11.0,665.0,1.0,9.1,61.0,
32.0,Matt Bryant,44.0,ATL,K,7.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0,14.0,9.0,52.0,64.3,15.0,14.0,93.3,5.0,304.0,0.0,0.0,61.0,
33.0,Kai Forbath,32.0,2TM,K,4.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,11.0,11.0,50.0,100.0,12.0,11.0,91.7,23.0,1375.0,15.0,65.2,60.0,
33.0,Kai Forbath,32.0,NWE,K,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,100.0,2.0,1.0,50.0,0.0,0.0,0.0,,,
33.0,Kai Forbath,32.0,DAL,K,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,10.0,10.0,50.0,100.0,10.0,10.0,100.0,23.0,1375.0,15.0,65.2,60.0,
34.0,Ty Long,26.0,LAC,P,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,1.0,9.0,7.0,51.0,77.8,9.0,9.0,100.0,47.0,2978.0,28.0,59.6,63.0,
35.0,Chase McLaughlin,23.0,3TM,K,11.0,0.0,1.0,1.0,5.0,5.0,4.0,4.0,10.0,5.0,3.0,3.0,23.0,18.0,50.0,78.3,26.0,26.0,100.0,18.0,1064.0,7.0,38.9,59.0,
35.0,Chase McLaughlin,23.0,LAC,K,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,9.0,6.0,50.0,66.7,7.0,7.0,100.0,17.0,1004.0,7.0,41.2,59.0,
35.0,Chase McLaughlin,23.0,SFO,K,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0,0.0,0.0,8.0,7.0,47.0,87.5,8.0,8.0,100.0,1.0,60.0,0.0,0.0,60.0,
35.0,Chase McLaughlin,23.0,IND,K,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,5.0,50.0,83.3,11.0,11.0,100.0,0.0,0.0,0.0,,,
