Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Tarik Cohen,23.0,CHI,RB,16.0,7.0,33.0,411.0,0.0,44.0,12.5,2.0,22.0,0.0,22.0,11.0,1599.0,"PB,AP-1"
2.0,Ryan Switzer,24.0,PIT,WR,16.0,1.0,30.0,252.0,0.0,23.0,8.4,30.0,607.0,0.0,35.0,20.2,1133.0,
3.0,Jojo Natson,24.0,LAR,WR,13.0,0.0,26.0,280.0,0.0,60.0,10.8,6.0,108.0,0.0,24.0,18.0,388.0,
4.0,DeAndre Carter,25.0,2TM,WR,14.0,4.0,26.0,249.0,0.0,42.0,9.6,19.0,425.0,0.0,30.0,22.4,897.0,
4.0,DeAndre Carter,25.0,PHI,WR,7.0,1.0,10.0,103.0,0.0,42.0,10.3,10.0,204.0,0.0,30.0,20.4,328.0,
4.0,DeAndre Carter,25.0,HOU,WR,7.0,3.0,16.0,146.0,0.0,30.0,9.1,9.0,221.0,0.0,30.0,24.6,569.0,
5.0,Tyler Lockett,26.0,SEA,WR,16.0,14.0,25.0,143.0,0.0,19.0,5.7,19.0,493.0,0.0,84.0,25.9,1670.0,
6.0,Jabrill Peppers,23.0,CLE,FS,16.0,16.0,25.0,219.0,0.0,33.0,8.8,19.0,408.0,0.0,29.0,21.5,643.0,
7.0,Desmond King,24.0,LAC,DB,16.0,8.0,23.0,318.0,1.0,73.0,13.8,22.0,522.0,0.0,40.0,23.7,915.0,AP-1
8.0,Andre Roberts,30.0,NYJ,WR,16.0,1.0,23.0,324.0,1.0,78.0,14.1,40.0,1174.0,1.0,99.0,29.4,1597.0,"PB,AP-1"
9.0,Chester Rogers,24.0,IND,WR,16.0,10.0,23.0,215.0,0.0,51.0,9.3,1.0,10.0,0.0,10.0,10.0,706.0,
10.0,Marcus Sherels,31.0,MIN,DB,12.0,0.0,23.0,276.0,0.0,70.0,12.0,2.0,34.0,0.0,17.0,17.0,310.0,
11.0,Cyrus Jones,25.0,2TM,DB,13.0,0.0,23.0,304.0,1.0,70.0,13.2,1.0,12.0,0.0,12.0,12.0,316.0,
11.0,Cyrus Jones,25.0,NWE,DB,2.0,0.0,5.0,45.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,,45.0,
11.0,Cyrus Jones,25.0,BAL,DB,11.0,0.0,18.0,259.0,1.0,70.0,14.4,1.0,12.0,0.0,12.0,12.0,271.0,
12.0,Tyler Ervin,25.0,HOU,RB,9.0,0.0,21.0,175.0,0.0,27.0,8.3,10.0,253.0,0.0,36.0,25.3,463.0,
13.0,Adam Humphries,25.0,TAM,WR,16.0,10.0,21.0,139.0,0.0,16.0,6.6,2.0,17.0,0.0,13.0,8.5,983.0,
14.0,Christian Kirk,22.0,ARI,WR,12.0,7.0,21.0,164.0,0.0,44.0,7.8,0.0,0.0,0.0,0.0,,789.0,
15.0,Julian Edelman,32.0,NWE,WR,12.0,12.0,20.0,154.0,0.0,25.0,7.7,0.0,0.0,0.0,0.0,,1111.0,
16.0,Alex Erickson,26.0,CIN,WR,16.0,6.0,20.0,212.0,0.0,38.0,10.6,40.0,1049.0,0.0,77.0,26.2,1450.0,
17.0,Justin Hardy,27.0,ATL,WR,16.0,0.0,20.0,147.0,0.0,18.0,7.4,2.0,7.0,0.0,7.0,3.5,287.0,
18.0,Dwayne Harris,31.0,OAK,WR,15.0,1.0,20.0,281.0,1.0,99.0,14.1,29.0,663.0,0.0,34.0,22.9,996.0,
19.0,Tyreek Hill,24.0,KAN,WR,16.0,16.0,20.0,213.0,1.0,91.0,10.7,0.0,0.0,0.0,0.0,,1843.0,"PB,AP-1"
20.0,Dede Westbrook,25.0,JAX,WR,16.0,9.0,19.0,266.0,1.0,74.0,14.0,3.0,37.0,0.0,16.0,12.3,1118.0,
21.0,Adoree' Jackson,23.0,TEN,RCB,16.0,13.0,16.0,148.0,0.0,26.0,9.3,0.0,0.0,0.0,0.0,,155.0,
22.0,Isaiah McKenzie,23.0,2TM,WR,8.0,1.0,16.0,100.0,0.0,21.0,6.3,12.0,237.0,0.0,33.0,19.8,582.0,
22.0,Isaiah McKenzie,23.0,DEN,WR,1.0,0.0,2.0,13.0,0.0,11.0,6.5,0.0,0.0,0.0,0.0,,13.0,
22.0,Isaiah McKenzie,23.0,BUF,WR,7.0,1.0,14.0,87.0,0.0,21.0,6.2,12.0,237.0,0.0,33.0,19.8,569.0,
23.0,Jakeem Grant,26.0,MIA,WR,10.0,2.0,14.0,228.0,1.0,71.0,16.3,18.0,535.0,1.0,102.0,29.7,1036.0,
