Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards
1.0,Andy Lee,36.0,ARI,P,16.0,0.0,94.0,4568.0,48.6,420.0,4008.0,42.6,64.0,7.0,7.4,32.0,34.0,0.0,
2.0,Matt Haack,24.0,MIA,P,16.0,0.0,87.0,3884.0,44.6,384.0,3380.0,38.4,65.0,6.0,6.9,35.0,40.2,1.0,
3.0,Logan Cooke,23.0,JAX,P,16.0,0.0,86.0,3872.0,45.0,184.0,3548.0,41.3,72.0,7.0,8.1,37.0,43.0,0.0,
4.0,Britton Colquitt,33.0,CLE,P,16.0,0.0,83.0,3767.0,45.4,397.0,3250.0,38.2,79.0,6.0,7.2,32.0,38.6,2.0,
5.0,Lac Edwards,26.0,NYJ,P,16.0,0.0,82.0,3763.0,45.9,318.0,3345.0,40.8,67.0,5.0,6.1,23.0,28.0,0.0,
6.0,Tress Way,28.0,WAS,P,16.0,0.0,79.0,3581.0,45.3,303.0,3278.0,41.5,63.0,0.0,0.0,41.0,51.9,0.0,
7.0,Michael Dickson,22.0,SEA,P,16.0,0.0,78.0,3759.0,48.2,304.0,3355.0,42.5,69.0,5.0,6.4,28.0,35.9,1.0,"PB,AP-1"
8.0,Trevor Daniel,24.0,HOU,P,16.0,0.0,74.0,3237.0,43.7,240.0,2897.0,39.1,61.0,5.0,6.8,36.0,48.6,0.0,
9.0,Brett Kern,32.0,TEN,P,16.0,0.0,74.0,3483.0,47.1,296.0,3127.0,41.7,62.0,3.0,4.1,39.0,52.7,1.0,PB
10.0,Sam Martin,28.0,DET,P,16.0,0.0,74.0,3310.0,44.7,332.0,2898.0,39.2,61.0,4.0,5.4,32.0,43.2,0.0,
11.0,Matt Wile,26.0,MIN,P,16.0,0.0,72.0,3255.0,45.2,188.0,3027.0,41.5,70.0,2.0,2.8,27.0,37.5,1.0,
12.0,Riley Dixon,25.0,NYG,P,16.0,0.0,71.0,3226.0,45.4,177.0,2969.0,41.8,60.0,4.0,5.6,20.0,28.2,0.0,
13.0,Kevin Huber,33.0,CIN,P,16.0,0.0,71.0,3119.0,43.9,220.0,2839.0,39.4,69.0,3.0,4.2,29.0,40.8,1.0,
14.0,JK Scott,23.0,GNB,P,16.0,0.0,71.0,3176.0,44.7,206.0,2790.0,38.8,67.0,9.0,12.7,19.0,26.8,1.0,
15.0,Johnny Townsend,23.0,OAK,P,16.0,0.0,70.0,3022.0,43.2,241.0,2681.0,38.3,64.0,5.0,7.1,17.0,24.3,0.0,
16.0,Bradley Pinion,24.0,SFO,P,16.0,0.0,68.0,2973.0,43.7,195.0,2698.0,39.1,64.0,4.0,5.9,22.0,32.4,1.0,
17.0,Colby Wadman,23.0,DEN,P,12.0,0.0,65.0,2905.0,44.7,301.0,2464.0,37.9,65.0,7.0,10.8,22.0,33.8,0.0,
18.0,Ryan Allen,28.0,NWE,P,16.0,0.0,64.0,2885.0,45.1,255.0,2530.0,39.5,66.0,5.0,7.8,21.0,32.8,0.0,
19.0,Jordan Berry,27.0,PIT,P,16.0,0.0,63.0,2753.0,43.7,227.0,2446.0,38.8,69.0,4.0,6.3,28.0,44.4,0.0,
20.0,Pat O'Donnell,27.0,CHI,P,16.0,0.0,62.0,2791.0,45.0,150.0,2501.0,39.7,65.0,7.0,11.3,28.0,45.2,1.0,
21.0,Cameron Johnston,26.0,PHI,P,16.0,0.0,61.0,2937.0,48.1,194.0,2603.0,42.7,68.0,7.0,11.5,24.0,39.3,0.0,
22.0,Michael Palardy,26.0,CAR,P,16.0,0.0,61.0,2759.0,45.2,181.0,2498.0,41.0,59.0,4.0,6.6,24.0,39.3,0.0,
23.0,Matthew Bosher,31.0,ATL,P,16.0,0.0,60.0,2729.0,45.5,184.0,2485.0,40.1,57.0,3.0,5.0,22.0,36.7,2.0,
24.0,Chris Jones,29.0,DAL,P,16.0,0.0,60.0,2670.0,44.5,254.0,2376.0,39.6,63.0,2.0,3.3,17.0,28.3,0.0,
25.0,Sam Koch,36.0,BAL,P,16.0,0.0,60.0,2842.0,47.4,315.0,2427.0,39.8,65.0,5.0,8.3,27.0,45.0,1.0,
26.0,Bryan Anger,30.0,TAM,P,16.0,0.0,57.0,2567.0,45.0,231.0,2256.0,38.9,64.0,4.0,7.0,15.0,26.3,1.0,
27.0,Rigoberto Sanchez,24.0,IND,P,16.0,0.0,57.0,2629.0,46.1,93.0,2436.0,42.7,63.0,5.0,8.8,24.0,42.1,0.0,
28.0,Donnie Jones,38.0,LAC,P,12.0,0.0,47.0,1990.0,42.3,143.0,1787.0,38.0,59.0,3.0,6.4,15.0,31.9,0.0,
29.0,Corey Bojorquez,22.0,BUF,P,8.0,0.0,45.0,2028.0,45.1,137.0,1811.0,39.4,60.0,4.0,8.9,22.0,48.9,1.0,
30.0,Dustin Colquitt,36.0,KAN,P,16.0,0.0,45.0,2021.0,44.9,97.0,1824.0,40.5,67.0,5.0,11.1,21.0,46.7,0.0,
31.0,Johnny Hekker,28.0,LAR,P,16.0,0.0,43.0,1992.0,46.3,104.0,1848.0,43.0,68.0,2.0,4.7,21.0,48.8,0.0,AP-2
32.0,Thomas Morstead,32.0,NOR,P,16.0,0.0,43.0,1996.0,46.4,60.0,1856.0,43.2,60.0,4.0,9.3,15.0,34.9,0.0,
33.0,Matt Darr,26.0,BUF,P,5.0,0.0,20.0,809.0,40.5,64.0,725.0,36.3,55.0,1.0,5.0,5.0,25.0,0.0,
34.0,Marquette King,30.0,DEN,P,4.0,0.0,20.0,881.0,44.1,67.0,794.0,39.7,66.0,1.0,5.0,7.0,35.0,0.0,
35.0,Colton Schmidt,28.0,BUF,P,3.0,0.0,16.0,676.0,42.3,96.0,540.0,33.8,55.0,2.0,12.5,4.0,25.0,0.0,
36.0,Drew Kaser,25.0,LAC,P,4.0,0.0,13.0,629.0,48.4,114.0,495.0,35.4,66.0,1.0,7.7,5.0,38.5,1.0,
37.0,Ben Roethlisberger,36.0,PIT,QB,16.0,16.0,1.0,27.0,27.0,18.0,9.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,
38.0,Caleb Sturgis,29.0,LAC,K,6.0,0.0,1.0,24.0,24.0,0.0,24.0,24.0,24.0,0.0,0.0,1.0,100.0,0.0,
,League Average,,,,,,,,45.3,,,40.1,,,6.9,,38.1,,
