Player ID,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
531260.0,Ka'imi Fairbairn,24.0,HOU,K,16.0,0.0,1.0,1.0,9.0,9.0,11.0,11.0,15.0,12.0,6.0,4.0,42.0,37.0,54.0,88.1,41.0,39.0,95.1,92.0,5885.0,58.0,63.0,64.0
377938.0,Justin Tucker,29.0,BAL,K,16.0,0.0,0.0,0.0,12.0,12.0,9.0,9.0,11.0,9.0,7.0,5.0,39.0,35.0,56.0,89.7,37.0,36.0,97.3,92.0,5765.0,58.0,63.0,63.0
145297.0,Mason Crosby,34.0,GNB,K,16.0,0.0,0.0,0.0,4.0,4.0,11.0,10.0,15.0,11.0,7.0,5.0,37.0,30.0,53.0,81.1,36.0,34.0,94.4,83.0,5168.0,41.0,49.4,62.0
381158.0,Brett Maher,29.0,DAL,K,16.0,0.0,0.0,0.0,10.0,10.0,8.0,6.0,11.0,7.0,7.0,6.0,36.0,29.0,62.0,80.6,33.0,32.0,97.0,77.0,4984.0,52.0,67.5,65.0
,Jason Myers,27.0,NYJ,K,16.0,0.0,0.0,0.0,4.0,4.0,14.0,13.0,11.0,10.0,7.0,6.0,36.0,33.0,56.0,91.7,33.0,30.0,90.9,82.0,5255.0,60.0,73.2,64.0
120324.0,Robbie Gould,36.0,SFO,K,16.0,0.0,0.0,0.0,9.0,9.0,13.0,13.0,10.0,9.0,2.0,2.0,34.0,33.0,53.0,97.1,29.0,27.0,93.1,4.0,102.0,0.0,0.0,26.0
,Aldrick Rosas,24.0,NYG,K,16.0,0.0,0.0,0.0,9.0,9.0,13.0,13.0,6.0,6.0,5.0,4.0,33.0,32.0,57.0,97.0,32.0,31.0,96.9,85.0,5186.0,51.0,60.0,61.0
140616.0,Stephen Gostkowski,34.0,NWE,K,16.0,0.0,0.0,0.0,11.0,11.0,10.0,10.0,6.0,4.0,5.0,2.0,32.0,27.0,52.0,84.4,50.0,49.0,98.0,93.0,5784.0,50.0,53.8,62.0
,Matt Prater,34.0,DET,K,16.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,7.0,5.0,5.0,3.0,32.0,28.0,54.0,87.5,30.0,30.0,100.0,6.0,343.0,3.0,50.0,57.0
549513.0,Jake Elliott,23.0,PHI,K,16.0,0.0,0.0,0.0,7.0,7.0,11.0,10.0,8.0,7.0,5.0,2.0,31.0,26.0,56.0,83.9,35.0,33.0,94.3,82.0,5210.0,57.0,69.5,64.0
,Greg Zuerlein,31.0,LAR,K,11.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,6.0,4.0,6.0,4.0,31.0,27.0,56.0,87.1,36.0,35.0,97.2,75.0,4843.0,57.0,76.0,65.0
537855.0,Wil Lutz,24.0,NOR,K,16.0,0.0,1.0,1.0,5.0,5.0,9.0,9.0,12.0,11.0,3.0,2.0,30.0,28.0,54.0,93.3,53.0,52.0,98.1,101.0,6503.0,64.0,63.4,64.0
504119.0,Cody Parkey,26.0,CHI,K,16.0,0.0,0.0,0.0,6.0,6.0,10.0,7.0,12.0,9.0,2.0,1.0,30.0,23.0,50.0,76.7,45.0,42.0,93.3,89.0,5627.0,65.0,73.0,63.0
173684.0,Ryan Succop,32.0,TEN,K,16.0,0.0,0.0,0.0,6.0,5.0,13.0,13.0,7.0,5.0,4.0,3.0,30.0,26.0,54.0,86.7,31.0,28.0,90.3,70.0,4480.0,45.0,64.3,64.0
480761.0,Dustin Hopkins,28.0,WAS,K,16.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,12.0,10.0,5.0,4.0,29.0,26.0,56.0,89.7,26.0,25.0,96.2,70.0,4443.0,56.0,80.0,64.0
192523.0,Dan Bailey,30.0,MIN,K,14.0,0.0,0.0,0.0,6.0,5.0,11.0,11.0,9.0,4.0,2.0,1.0,28.0,21.0,52.0,75.0,31.0,30.0,96.8,69.0,4164.0,35.0,50.7,60.0
240963.0,Stephen Hauschka,33.0,BUF,K,16.0,0.0,0.0,0.0,3.0,3.0,8.0,8.0,10.0,7.0,7.0,4.0,28.0,22.0,54.0,78.6,26.0,25.0,96.2,66.0,3958.0,30.0,45.5,60.0
551558.0,Harrison Butker,23.0,KAN,K,16.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,7.0,6.0,4.0,2.0,27.0,24.0,54.0,88.9,69.0,65.0,94.2,110.0,7000.0,72.0,65.5,64.0
,Sebastian Janikowski,40.0,SEA,K,16.0,0.0,0.0,0.0,2.0,2.0,11.0,9.0,9.0,8.0,5.0,3.0,27.0,22.0,56.0,81.5,51.0,48.0,94.1,74.0,4648.0,42.0,56.8,63.0
,Adam Vinatieri,46.0,IND,K,16.0,0.0,0.0,0.0,8.0,8.0,7.0,6.0,6.0,5.0,6.0,4.0,27.0,23.0,54.0,85.2,47.0,44.0,93.6,0.0,0.0,0.0,,
