Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Unnamed: 22_level_0,Unnamed: 23_level_0
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
174,Brady Smith,31,ATL,RDE,16,16,1,1,0,1,3.0,3,0,2,0,1,6.0,34.0,29.0,5.0,7.0,0,
175,Dwight Smith,26,TAM,SS,16,16,3,13,0,13,13.0,3,0,0,0,0,0.0,86.0,75.0,11.0,3.0,0,
176,Jimmy Smith,35,JAX,WR,16,16,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
177,Justin Smith,25,CIN,RDE,16,16,0,0,0,0,2.0,2,0,2,0,0,8.0,71.0,42.0,29.0,7.0,0,
178,Robaire Smith,27,HOU,RDE,16,16,0,0,0,0,9.0,0,0,0,0,0,2.0,52.0,32.0,20.0,6.0,0,
179,Rod Smith,34,DEN,WR,16,16,0,0,0,0,0.0,0,4,3,0,0,0.0,1.0,1.0,0.0,0.0,0,
180,Jerald Sowell,30,NYJ,FB,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
181,Takeo Spikes,28,BUF,RLB,16,16,5,122,2,62,18.0,4,0,1,0,0,3.0,98.0,63.0,35.0,8.0,0,"PB,AP-1"
182,Greg Spires,30,TAM,LDE,16,16,0,0,0,0,3.0,3,0,2,0,0,8.0,61.0,47.0,14.0,9.0,0,
183,Alex Stepanovich,23,ARI,C,16,16,0,0,0,0,,0,0,2,-4,0,0.0,0.0,0.0,0.0,0.0,0,
184,Marcus Stroud,26,JAX,LDT,16,16,0,0,0,0,3.0,2,0,1,0,0,4.5,54.0,38.0,16.0,5.0,0,PB
185,Terrell Suggs,22,BAL,LOLB,16,16,0,0,0,0,1.0,1,0,2,24,0,10.5,67.0,51.0,16.0,17.0,0,PB
186,Jason Taylor,30,MIA,RDE,16,16,1,-3,0,-3,11.0,2,0,3,1,0,9.5,68.0,41.0,27.0,12.0,0,PB
187,Adalius Thomas,27,BAL,ROLB,16,16,1,8,0,8,5.0,4,0,0,0,0,8.0,72.0,55.0,17.0,11.0,0,
188,John Thornton,28,CIN,LDT,16,16,0,0,0,0,4.0,0,0,0,0,0,3.0,57.0,37.0,20.0,9.0,0,
189,Pisa Tinoisamoa,23,STL,RLB,16,16,0,0,0,0,4.0,0,0,1,10,0,1.5,95.0,76.0,19.0,10.0,0,
190,Robbie Tobeck,34,SEA,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
191,Reggie Tongue,31,NYJ,SS,16,16,1,23,0,23,5.0,1,0,1,0,0,0.0,72.0,55.0,17.0,2.0,0,
192,Adam Treu,30,OAK,C,16,16,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
193,Marcus Trufant,24,SEA,LCB,16,16,5,141,0,58,20.0,0,0,0,0,0,1.0,96.0,86.0,10.0,3.0,0,
194,Chris Villarrial,31,BUF,RG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
195,Mike Wahle,27,GNB,LG,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
196,Bracy Walker,34,DET,SS,16,16,1,0,0,0,6.0,0,0,2,2,0,1.0,78.0,56.0,22.0,2.0,0,
197,Darwin Walker,27,PHI,RDT,16,16,0,0,0,0,3.0,2,0,0,0,0,4.5,29.0,22.0,7.0,4.0,0,
198,Seth Wand,25,HOU,LT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
199,Hines Ward,28,PIT,WR,16,16,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-2"
200,Eric Warfield,28,KAN,LCB,16,16,4,49,1,43,12.0,1,0,0,0,0,0.0,58.0,50.0,8.0,1.0,0,
201,Ty Warren,23,NWE,LDE,16,16,0,0,0,0,1.0,2,0,0,0,0,3.5,49.0,39.0,10.0,7.0,0,
202,Dewayne Washington,32,JAX,RCB,16,16,2,0,0,0,9.0,1,0,0,0,0,0.0,77.0,68.0,9.0,2.0,0,
203,Marcus Washington,27,WAS,LLB,16,16,0,0,0,0,3.0,1,0,1,-4,0,4.5,107.0,87.0,20.0,15.0,0,PB
204,Ted Washington,36,OAK,LDT,16,16,0,0,0,0,1.0,1,0,0,0,0,3.0,41.0,33.0,8.0,1.0,0,
205,Todd Weiner,29,ATL,RT,16,16,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
206,Casey Wiegmann,31,KAN,C,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
207,Dan Wilkinson,31,DET,LDT,16,16,0,0,0,0,2.0,2,0,0,0,0,1.5,23.0,18.0,5.0,4.0,0,
208,Brian Williams,25,MIN,RCB,16,16,2,14,0,14,11.0,2,0,0,0,0,0.0,76.0,63.0,13.0,5.0,0,
209,Kevin Williams,24,MIN,RDT,16,16,1,7,0,7,8.0,2,0,3,77,1,11.5,70.0,52.0,18.0,13.0,0,"PB,AP-1"
210,Maurice Williams,25,JAX,RT,16,16,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
211,Roy Williams,24,DAL,FS,16,16,2,53,0,33,10.0,1,0,0,0,0,0.0,95.0,74.0,21.0,3.0,0,PB
212,Adrian Wilson,25,ARI,SS,16,16,3,62,0,27,11.0,2,0,2,35,1,1.0,102.0,80.0,22.0,9.0,0,
213,Al Wilson,27,DEN,MLB,16,16,2,17,1,10,5.0,2,0,0,0,0,2.5,105.0,72.0,33.0,9.0,0,
214,Jerry Wilson,31,SDG,FS,16,16,3,12,0,12,4.0,1,0,0,0,0,0.0,75.0,52.0,23.0,1.0,0,
215,Will Witherspoon,24,CAR,RLB,16,16,4,48,0,25,14.0,1,0,1,0,0,3.0,103.0,84.0,19.0,5.0,0,
216,Kailee Wong,28,HOU,ROLB,16,16,3,0,0,0,14.0,1,0,1,0,0,5.5,71.0,51.0,20.0,8.0,0,
217,Cedric Woodard,27,SEA,LDT,16,16,0,0,0,0,0.0,1,0,1,0,0,1.0,49.0,28.0,21.0,3.0,0,
218,Renaldo Wynn,30,WAS,LDE,16,16,0,0,0,0,0.0,0,0,0,0,0,3.0,38.0,30.0,8.0,4.0,0,
219,Bryant Young,32,SFO,RDT,16,16,0,0,0,0,1.0,1,0,1,4,0,3.0,48.0,37.0,11.0,11.0,0,
220,Eric Barton,27,NYJ,RLB,16,15,1,7,0,7,2.0,1,0,4,2,0,2.5,108.0,78.0,30.0,8.0,0,
221,David Bowens,27,MIA,LDE,16,15,0,0,0,0,6.0,3,0,0,0,0,7.0,43.0,28.0,15.0,7.0,0,
222,Colin Branch,24,CAR,FS,16,15,3,79,0,76,8.0,0,0,0,0,0,0.0,55.0,41.0,14.0,2.0,0,
223,Nate Burleson,23,MIN,WR,16,15,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
224,James Davis,25,DET,LLB,16,15,0,0,0,0,3.0,0,0,1,0,0,3.5,83.0,58.0,25.0,7.0,0,
225,Darnell Dockett,23,ARI,RDT,16,15,1,20,0,20,3.0,1,0,1,-4,0,3.5,42.0,36.0,6.0,10.0,0,
226,Marques Douglas,27,BAL,RDE,16,15,0,0,0,0,2.0,1,0,0,0,0,5.5,72.0,49.0,23.0,11.0,0,
227,Reuben Droughns,26,DEN,RB,16,15,0,0,0,0,0.0,0,5,0,0,0,0.0,5.0,2.0,3.0,0.0,0,
228,John Engelberger,28,SFO,LDE,16,15,0,0,0,0,5.0,4,0,1,0,0,6.0,45.0,25.0,20.0,6.0,0,
229,Robert Gallery,24,OAK,RT,16,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
230,Roberto Garza,25,ATL,LG,16,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
231,Kabeer Gbaja-Biamila,27,GNB,RDE,16,15,0,0,0,0,2.0,2,0,0,0,0,13.5,47.0,33.0,14.0,13.0,0,
232,Morlon Greenwood,26,MIA,RLB,16,15,0,0,0,0,3.0,0,0,0,0,0,0.0,108.0,65.0,43.0,8.0,0,
233,Brock Gutierrez,31,SFO,C,16,15,0,0,0,0,0.0,0,1,1,-7,0,0.0,0.0,0.0,0.0,0.0,0,
234,Bobby Hamilton,33,OAK,RDE,16,15,0,0,0,0,3.0,0,0,0,0,0,1.0,57.0,34.0,23.0,4.0,0,
235,Ed Hartwell,26,BAL,LILB,16,15,0,0,0,0,0.0,1,0,1,-1,0,0.0,97.0,56.0,41.0,3.0,0,
236,Reggie Hayward,25,DEN,RDE,16,15,1,76,0,76,3.0,1,0,1,0,0,10.5,43.0,31.0,12.0,13.0,0,
237,Ike Hilliard,28,NYG,WR,16,15,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
238,Al Johnson,25,DAL,C,16,15,0,0,0,0,,0,1,0,-8,0,0.0,,,,,0,
239,Ted Johnson,32,NWE,LILB,16,15,0,0,0,0,1.0,1,0,0,0,0,1.0,78.0,56.0,22.0,2.0,0,
240,Dhani Jones,26,PHI,RLB,16,15,1,0,0,0,5.0,0,0,1,0,0,0.5,72.0,49.0,23.0,7.0,0,
241,Freddie Jones,30,ARI,TE,16,15,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
242,Patrick Kerney,28,ATL,LDE,16,15,1,0,0,0,9.0,1,0,1,0,0,13.0,66.0,55.0,11.0,17.0,0,"PB,AP-2"
243,Kenard Lang,29,CLE,RDE,16,15,0,0,0,0,4.0,2,0,0,0,0,7.0,62.0,49.0,13.0,14.0,0,
244,Will Peterson,25,NYG,RCB,16,15,2,9,0,9,0.0,1,0,0,0,0,0.0,,,,,0,
245,Monsanto Pope,26,DEN,RDT,16,15,0,0,0,0,2.0,0,0,0,0,0,1.0,24.0,19.0,5.0,2.0,0,
246,Jeff Posey,29,BUF,LLB,16,15,1,3,0,3,2.0,0,0,1,0,0,1.0,66.0,39.0,27.0,5.0,0,
247,Victor Riley,30,NOR,RT,16,15,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
248,Mark Roman,27,GNB,SS,16,15,0,0,0,0,2.0,0,0,0,0,0,3.5,72.0,53.0,19.0,3.0,0,
249,Aaron Smith,28,PIT,LDE,16,15,0,0,0,0,1.0,3,0,2,54,0,8.0,44.0,31.0,13.0,10.0,0,PB
250,Matt Stewart,25,ATL,RLB,16,15,0,0,0,0,4.0,0,0,0,0,0,1.5,71.0,59.0,12.0,6.0,0,
251,David Terrell,25,CHI,WR,16,15,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
252,Vinny Testaverde,41,DAL,QB,16,15,0,0,0,0,0.0,0,8,4,-3,0,0.0,0.0,0.0,0.0,0.0,0,
253,David Thornton,26,IND,LLB,16,15,1,5,0,5,1.0,2,0,0,0,0,0.0,94.0,71.0,23.0,4.0,0,
254,Kenechi Udeze,21,MIN,RDE,16,15,0,0,0,0,2.0,1,0,1,-2,0,5.0,36.0,25.0,11.0,6.0,0,
255,Kimo von Oelhoffen,33,PIT,RDE,16,15,0,0,0,0,1.0,0,0,2,21,0,1.0,24.0,16.0,8.0,3.0,0,
256,Mike Vrabel,29,NWE,ROLB,16,15,0,0,0,0,3.0,0,0,0,0,0,5.5,71.0,54.0,17.0,10.0,0,
257,Anthony Weaver,24,BAL,LDE,16,15,1,1,0,1,4.0,0,0,1,0,0,4.0,39.0,35.0,4.0,6.0,0,
258,Marcellus Wiley,30,DAL,RDE,16,15,0,0,0,0,0.0,1,0,0,0,0,3.0,38.0,31.0,7.0,6.0,0,
259,Josh Williams,28,IND,RDT,16,15,0,0,0,0,1.0,1,0,2,0,0,0.0,36.0,29.0,7.0,1.0,0,
260,Pat Williams,32,BUF,RDT,16,15,1,20,1,20,1.0,0,0,1,0,0,2.5,53.0,37.0,16.0,9.0,1,
261,Reggie Williams,21,JAX,WR,16,15,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
262,Jason Witten,22,DAL,TE,16,15,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
263,Adam Archuleta,27,STL,SS,16,14,0,0,0,0,3.0,1,0,1,93,1,2.0,89.0,76.0,13.0,4.0,0,
264,Tiki Barber,29,NYG,RB,16,14,0,0,0,0,0.0,0,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
265,Jason Ferguson,30,NYJ,RDT,16,14,0,0,0,0,0.0,2,0,0,0,0,3.5,59.0,37.0,22.0,4.0,0,
266,Bryce Fisher,27,STL,RDE,16,14,0,0,0,0,1.0,2,0,0,0,0,8.5,48.0,37.0,11.0,7.0,0,
267,Kevin Hardy,31,CIN,LLB,16,14,0,0,0,0,4.0,0,0,0,0,0,4.0,69.0,42.0,27.0,6.0,0,
268,Ronnie Heard,28,SFO,FS,16,14,1,14,0,14,6.0,0,0,1,0,0,0.0,71.0,59.0,12.0,2.0,0,
269,Warrick Holdman,29,CLE,RLB,16,14,0,0,0,0,2.0,0,0,0,0,0,0.5,78.0,49.0,29.0,1.0,0,
270,Earl Holmes,31,DET,MLB,16,14,0,0,0,0,2.0,0,0,0,0,0,0.0,111.0,78.0,33.0,6.0,0,
271,Orlando Huff,26,SEA,MLB,16,14,0,0,0,0,3.0,0,0,2,0,0,1.0,52.0,42.0,10.0,3.0,0,
272,Cletidus Hunt,28,GNB,RDT/LDT,16,14,0,0,0,0,2.0,1,0,0,0,0,2.0,32.0,18.0,14.0,5.0,0,
273,Eric Johnson,25,SFO,TE,16,14,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
274,Lemar Marshall,28,WAS,RLB,16,14,0,0,0,0,1.0,0,0,0,0,0,1.5,69.0,48.0,21.0,3.0,0,
275,R.W. McQuarters,28,CHI,LCB/RCB,16,14,2,85,1,45,9.0,0,5,2,3,0,0.0,67.0,55.0,12.0,1.0,0,
276,Qasim Mitchell,25,CHI,LT,16,14,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
277,Donnie Spragan,28,DEN,LLB,16,14,0,0,0,0,6.0,1,0,1,0,0,1.0,68.0,46.0,22.0,4.0,0,
278,Jeff Ulbrich,27,SFO,LLB/RLB,16,14,1,19,0,19,3.0,1,0,0,0,0,1.0,93.0,74.0,19.0,9.0,0,
279,Jonathan Vilma,22,NYJ,MLB,16,14,3,58,1,38,5.0,0,0,1,0,0,2.0,108.0,77.0,31.0,8.0,0,AP DRoY-1
280,Bobby Wade,23,CHI,WR,16,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
281,D.J. Williams,22,DEN,RLB,16,14,1,10,0,10,7.0,1,0,0,0,0,2.0,114.0,81.0,33.0,10.0,0,AP DRoY-3
282,Peppi Zellner,29,ARI,LDE,16,14,0,0,0,0,3.0,0,0,1,0,0,2.0,31.0,24.0,7.0,2.0,0,
283,Jeff Zgonina,34,MIA,RDT,16,14,0,0,0,0,3.0,0,0,0,0,0,5.0,63.0,32.0,31.0,8.0,0,
284,Michael Clayton,22,TAM,WR,16,13,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
285,Lional Dalton,29,KAN,RDT,16,13,0,0,0,0,0.0,0,0,1,0,0,4.0,21.0,19.0,2.0,8.0,0,
286,Ian Gold,26,TAM,LLB,16,13,1,31,0,31,3.0,0,0,0,0,0,0.5,71.0,54.0,17.0,4.0,0,
287,Isaiah Kacyvenski,27,SEA,LLB/RLB,16,13,0,0,0,0,0.0,1,0,0,0,0,1.0,89.0,68.0,21.0,4.0,0,
288,Terrence McGee,24,BUF,LCB,16,13,3,21,0,21,15.0,0,2,1,38,0,2.0,92.0,75.0,17.0,4.0,0,"PB,AP-2"
289,Ifeanyi Ohalete,25,ARI,FS,16,13,0,0,0,0,9.0,1,0,2,0,0,0.0,71.0,58.0,13.0,0.0,0,
290,Bryan Robinson,30,MIA,LDT,16,13,0,0,0,0,4.0,0,0,0,0,0,0.0,41.0,24.0,17.0,3.0,0,
291,Mack Strong,33,SEA,FB,16,13,0,0,0,0,0.0,0,2,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
292,Chaun Thompson,24,CLE,LLB,16,13,0,0,0,0,3.0,0,0,1,0,0,2.5,65.0,43.0,22.0,2.0,0,
293,Lamont Thompson,26,TEN,FS,16,13,4,77,1,37,6.0,1,0,0,0,0,0.0,65.0,55.0,10.0,0.0,0,
294,Madieu Williams,23,CIN,FS,16,13,3,51,1,51,11.0,0,0,2,-3,0,2.0,103.0,86.0,17.0,6.0,0,
295,Brad Badger,29,OAK,LG,16,12,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
296,Jacques Cesaire,24,SDG,LDE,16,12,0,0,0,0,3.0,0,0,0,0,0,0.5,24.0,18.0,6.0,1.0,0,
297,Jabar Gaffney,24,HOU,WR,16,12,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
298,Rashad Moore,25,SEA,RDT,16,12,0,0,0,0,2.0,0,0,3,0,0,2.0,46.0,32.0,14.0,2.0,0,
299,Seth Payne,29,HOU,NT,16,12,0,0,0,0,0.0,0,0,0,0,0,2.0,51.0,36.0,15.0,5.0,0,
300,Shawntae Spencer,22,SFO,RCB,16,12,0,0,0,0,7.0,0,0,0,0,0,0.0,70.0,61.0,9.0,2.0,0,
301,Ross Tucker,25,BUF,LG,16,12,0,0,0,0,0.0,0,1,0,-5,0,0.0,0.0,0.0,0.0,0.0,0,
302,Javon Walker,26,GNB,WR,16,12,0,0,0,0,0.0,0,2,1,11,0,0.0,0.0,0.0,0.0,0.0,0,PB
303,Ernie Conwell,32,NOR,TE,16,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
304,Jason David,22,IND,RCB,16,11,4,36,1,34,15.0,1,0,0,0,0,0.0,52.0,48.0,4.0,2.0,0,
305,Donald Driver,29,GNB,WR,16,11,0,0,0,0,0.0,0,2,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
306,Ebenezer Ekuban,28,CLE,LDE,16,11,0,0,0,0,2.0,1,0,2,4,0,8.0,39.0,29.0,10.0,9.0,0,
307,Lee Evans,23,BUF,WR,16,11,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
308,Joaquin Gonzalez,25,CLE,RT,16,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
309,Hunter Hillenmeyer,24,CHI,LLB,16,11,0,0,0,0,2.0,1,0,1,13,0,2.5,86.0,65.0,21.0,9.0,0,
310,Bryant Johnson,23,ARI,WR,16,11,0,0,0,0,0.0,0,1,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
311,Landon Johnson,23,CIN,MLB,16,11,0,0,0,0,2.0,2,0,1,0,0,2.0,89.0,62.0,27.0,5.0,0,
312,Earl Little,31,CLE,FS,16,11,1,28,0,28,5.0,1,0,1,14,0,0.0,53.0,41.0,12.0,0.0,0,
313,Willis McGahee,23,BUF,RB,16,11,0,0,0,0,0.0,0,4,0,0,0,0.0,,,,,0,AP CPoY-3
314,Dennis Northcutt,27,CLE,WR,16,11,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
315,Taylor Whitley,24,MIA,RG,16,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
316,James Allen,25,NOR,LLB,16,10,0,0,0,0,1.0,2,0,2,1,0,0.0,51.0,35.0,16.0,0.0,0,
317,Darian Barnes,24,DAL,FB,16,10,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,1.0,1.0,0.0,0,
318,Fakhir Brown,27,NOR,RCB,16,10,2,0,0,0,11.0,2,0,3,2,0,0.0,56.0,55.0,1.0,1.0,0,
319,Christian Fauria,33,NWE,TE,16,10,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
320,Todd Johnson,26,CHI,FS,16,10,0,0,0,0,2.0,0,0,1,0,0,0.0,75.0,63.0,12.0,1.0,0,
321,Chris Kelsay,25,BUF,LDE,16,10,1,3,0,3,2.0,1,0,2,0,0,4.5,38.0,23.0,15.0,8.0,0,
322,Donald Lee,24,MIA,TE,16,10,0,0,0,0,0.0,0,2,1,8,0,0.0,0.0,0.0,0.0,0.0,0,
323,Damione Lewis,26,STL,RDT,16,10,0,0,0,0,2.0,1,0,0,0,0,5.0,43.0,31.0,12.0,6.0,0,
324,Dustin Lyman,28,CHI,TE,16,10,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,2.0,2.0,0.0,0,
325,Ronald McKinnon,31,ARI,MLB,16,10,0,0,0,0,0.0,0,0,0,0,0,0.0,74.0,49.0,25.0,6.0,0,
326,Lorenzo Neal,34,SDG,FB,16,10,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
327,Donte' Stallworth,24,NOR,WR,16,10,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
328,Keith Traylor,35,NWE,NT,16,10,0,0,0,0,0.0,0,0,0,0,0,0.0,28.0,23.0,5.0,4.0,0,
329,Willie Williams,34,PIT,LCB,16,10,1,0,0,0,6.0,0,0,0,0,0,1.0,56.0,41.0,15.0,2.0,0,
330,Chris Cooley,22,WAS,TE,16,9,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
331,Jim Finn,28,NYG,FB,16,9,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,1.0,4.0,0.0,0,
332,Arturo Freeman,28,MIA,FS,16,9,4,59,0,47,6.0,0,1,0,0,0,0.0,33.0,23.0,10.0,0.0,0,
333,Dan Kreider,27,PIT,FB,16,9,0,0,0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
334,Lynn Scott,27,DAL,SS,16,9,1,2,0,2,3.0,0,0,1,26,0,1.0,48.0,39.0,9.0,1.0,0,
335,Tony Stewart,25,CIN,TE,16,9,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,4.0,4.0,0.0,0,
336,Jeremiah Trotter,27,PHI,MLB,16,9,0,0,0,0,1.0,0,0,0,0,0,1.0,69.0,59.0,10.0,12.0,0,PB
337,Matt Willig,35,CAR,RT,16,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
338,Nick Goings,26,CAR,RB,16,8,0,0,0,0,0.0,0,1,1,0,0,0.0,6.0,4.0,2.0,0.0,0,
339,William Henderson,33,GNB,FB,16,8,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,9.0,2.0,0.0,0,"PB,AP-1"
340,Robert Holcombe,29,TEN,FB,16,8,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
341,Sean Mahan,24,TAM,C,16,8,0,0,0,0,,0,1,0,0,0,0.0,,,,,0,
342,Billy Miller,27,HOU,TE,16,8,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
343,Antwan Odom,23,TEN,LDE,16,8,0,0,0,0,3.0,1,0,0,0,0,2.0,21.0,14.0,7.0,2.0,0,
344,L.J. Smith,24,PHI,TE,16,8,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0,
345,Todd Yoder,26,JAX,TE,16,8,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,12.0,1.0,0.0,0,
346,Nnamdi Asomugha,23,OAK,RCB,16,7,0,0,0,0,3.0,0,0,0,0,0,1.0,45.0,37.0,8.0,1.0,0,
347,Colby Bockwoldt,23,NOR,RLB,16,7,0,0,0,0,1.0,0,0,1,6,1,1.0,46.0,40.0,6.0,1.0,0,
348,John Browning,31,KAN,LDT,16,7,0,0,0,0,1.0,1,0,0,0,0,4.5,39.0,32.0,7.0,5.0,0,
349,Anthony Clement,28,ARI,RT,16,7,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
350,Antonio Cochran,28,SEA,RDE,16,7,1,0,0,0,3.0,3,0,1,0,0,6.5,36.0,27.0,9.0,6.0,0,
351,Tony Dixon,25,DAL,SS,16,7,0,0,0,0,4.0,2,0,0,0,0,3.0,51.0,46.0,5.0,3.0,0,
352,Bobby McCray,23,JAX,LDE,16,7,0,0,0,0,1.0,2,0,0,0,0,3.5,24.0,19.0,5.0,7.0,0,
353,Michael Myers,28,CLE,LDE,16,7,0,0,0,0,0.0,1,0,1,0,0,1.0,34.0,22.0,12.0,4.0,0,
354,Brandon Noble,30,WAS,LDT,16,7,0,0,0,0,3.0,0,0,0,0,0,1.0,14.0,9.0,5.0,1.0,0,
355,Kassim Osgood,24,SDG,WR,16,7,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,13.0,0.0,0.0,0,
356,Antwaan Randle El,25,PIT,WR,16,7,0,0,0,0,0.0,0,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
357,Marcus Robinson,29,MIN,WR,16,7,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
358,Visanthe Shiancoe,24,NYG,TE,16,7,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
359,Osi Umenyiora,23,NYG,RDE,16,7,0,0,0,0,3.0,3,0,4,88,1,7.0,66.0,49.0,17.0,12.0,0,
360,Nathan Vasher,23,CHI,CB,16,7,5,177,1,71,9.0,0,0,1,12,0,0.0,37.0,34.0,3.0,1.0,0,
361,Boo Williams,25,NOR,TE,16,7,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
362,Dante Hall,26,KAN,WR,16,6,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
363,Shaunard Harts,26,KAN,FS,16,6,0,0,0,0,1.0,1,0,0,0,0,0.0,53.0,45.0,8.0,1.0,0,
364,John Howell,26,TAM,FS,16,6,0,0,0,0,1.0,0,0,0,0,0,0.0,34.0,30.0,4.0,0.0,0,
365,Cullen Jenkins,23,GNB,RDT,16,6,0,0,0,0,1.0,1,0,1,0,0,4.5,18.0,12.0,6.0,6.0,0,
366,Jeremi Johnson,24,CIN,FB,16,6,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
367,Chad Lavalais,25,ATL,RDT,16,6,0,0,0,0,1.0,0,0,2,0,0,0.0,39.0,31.0,8.0,3.0,0,
368,Mike Seidman,23,CAR,TE,16,6,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
369,Vince Wilfork,23,NWE,NT,16,6,0,0,0,0,3.0,0,0,2,0,0,2.0,42.0,27.0,15.0,1.0,0,
370,Obafemi Ayanbadejo,29,ARI,FB,16,5,0,0,0,0,0.0,0,1,0,0,0,0.0,10.0,9.0,1.0,0.0,0,
371,Brandon Chillar,22,STL,LLB,16,5,0,0,0,0,0.0,0,0,0,0,0,0.0,39.0,33.0,6.0,6.0,0,
