Player ID,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb
,Tim Dwight,29.0,SDG,WR,12.0,0.0,4.0,54.0,0.0,1.0,25.0,48.0,13.5,4.5,0.3,0.0
,Omar Easy,27.0,KAN,FB,15.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.3,0.1,0.3,0.0
,Jabar Gaffney,24.0,HOU,WR,16.0,12.0,4.0,30.0,0.0,1.0,100.0,10.0,7.5,1.9,0.3,1.0
,Andre Johnson,23.0,HOU,WR,16.0,16.0,4.0,12.0,0.0,2.0,50.0,14.0,3.0,0.8,0.3,1.0
,Chad Johnson,26.0,CIN,WR,16.0,16.0,4.0,39.0,0.0,1.0,75.0,18.0,9.8,2.4,0.3,1.0
,Vick King,24.0,MIA,RB,2.0,0.0,4.0,9.0,0.0,1.0,25.0,3.0,2.3,4.5,2.0,0.0
,Dan Kreider,27.0,PIT,FB,16.0,9.0,4.0,18.0,0.0,1.0,50.0,6.0,4.5,1.1,0.3,0.0
,Greg Lewis,24.0,PHI,WR,16.0,3.0,4.0,16.0,0.0,1.0,50.0,11.0,4.0,1.0,0.3,0.0
,Shaun McDonald,23.0,STL,WR,16.0,0.0,4.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.3,4.0
,Eric Parker,25.0,SDG,WR,15.0,13.0,4.0,53.0,0.0,2.0,50.0,38.0,13.3,3.5,0.3,5.0
,Philip Rivers,23.0,SDG,QB,2.0,0.0,4.0,-5.0,0.0,0.0,0.0,-1.0,-1.3,-2.5,2.0,1.0
,B.J. Sams,24.0,BAL,RB,16.0,1.0,4.0,19.0,1.0,2.0,75.0,8.0,4.8,1.2,0.3,5.0
,Cecil Sapp,26.0,DEN,RB,5.0,0.0,4.0,32.0,0.0,2.0,75.0,18.0,8.0,6.4,0.8,0.0
,Cory Schlesinger,32.0,DET,FB,13.0,11.0,4.0,7.0,0.0,1.0,25.0,2.0,1.8,0.5,0.3,0.0
,Terrelle Smith,26.0,CLE,FB,16.0,9.0,4.0,9.0,0.0,3.0,100.0,4.0,2.3,0.6,0.3,0.0
,Brian St. Pierre,25.0,PIT,QB,1.0,0.0,4.0,-3.0,0.0,1.0,25.0,2.0,-0.8,-3.0,4.0,0.0
,Jeff Blake,34.0,PHI,QB,3.0,0.0,3.0,6.0,0.0,0.0,33.3,8.0,2.0,2.0,1.0,1.0
,Kelly Campbell,24.0,MIN,WR,16.0,3.0,3.0,4.0,0.0,1.0,33.3,16.0,1.3,0.3,0.2,1.0
,Laveranues Coles,27.0,WAS,WR,16.0,16.0,3.0,-3.0,0.0,2.0,66.7,7.0,-1.0,-0.2,0.2,1.0
,Kevin Curtis,26.0,STL,WR,15.0,0.0,3.0,24.0,0.0,2.0,66.7,15.0,8.0,1.6,0.2,1.0
,Donald Driver,29.0,GNB,WR,16.0,11.0,3.0,4.0,0.0,0.0,33.3,14.0,1.3,0.3,0.2,2.0
,Jim Finn,28.0,NYG,FB,16.0,9.0,3.0,7.0,0.0,0.0,33.3,5.0,2.3,0.4,0.2,0.0
,Rod Gardner,27.0,WAS,WR,16.0,14.0,3.0,7.0,0.0,2.0,66.7,11.0,2.3,0.4,0.2,0.0
,Joey Goodspeed,26.0,STL,FB,16.0,5.0,3.0,6.0,1.0,2.0,66.7,2.0,2.0,0.4,0.2,1.0
,Ike Hilliard,28.0,NYG,WR,16.0,15.0,3.0,34.0,0.0,2.0,100.0,17.0,11.3,2.1,0.2,3.0
,Kelly Holcomb,31.0,CLE,QB,4.0,2.0,3.0,-2.0,0.0,0.0,0.0,,-0.7,-0.5,0.8,1.0
,Jeremi Johnson,24.0,CIN,FB,16.0,6.0,3.0,5.0,0.0,0.0,33.3,4.0,1.7,0.3,0.2,1.0
,Mike Karney,23.0,NOR,FB,16.0,8.0,3.0,7.0,0.0,1.0,66.7,4.0,2.3,0.4,0.2,0.0
,Ashley Lelie,24.0,DEN,WR,16.0,16.0,3.0,5.0,0.0,0.0,33.3,8.0,1.7,0.3,0.2,0.0
,Muhsin Muhammad,31.0,CAR,WR,16.0,16.0,3.0,15.0,0.0,1.0,33.3,13.0,5.0,0.9,0.2,3.0
,Craig Nall,25.0,GNB,QB,5.0,0.0,3.0,7.0,0.0,0.0,0.0,9.0,2.3,1.4,0.6,1.0
,Terrell Owens,31.0,PHI,WR,14.0,14.0,3.0,-5.0,0.0,1.0,33.3,6.0,-1.7,-0.4,0.2,2.0
,Peerless Price,28.0,ATL,WR,16.0,15.0,3.0,34.0,0.0,1.0,100.0,16.0,11.3,2.1,0.2,0.0
,Jonathan Quinn,29.0,CHI,QB,5.0,3.0,3.0,35.0,0.0,3.0,66.7,23.0,11.7,7.0,0.6,2.0
,Cliff Russell,25.0,CIN,WR,13.0,1.0,3.0,15.0,0.0,2.0,66.7,13.0,5.0,1.2,0.2,2.0
,Rod Smart,27.0,CAR,RB,3.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,1.3,1.3,1.0,1.0
,David Terrell,25.0,CHI,WR,16.0,15.0,3.0,10.0,0.0,1.0,66.7,20.0,3.3,0.6,0.2,1.0
,Dez White,25.0,ATL,WR,16.0,15.0,3.0,14.0,0.0,1.0,33.3,26.0,4.7,0.9,0.2,0.0
,Jason Wright,22.0,ATL,RB,2.0,0.0,3.0,10.0,0.0,0.0,0.0,8.0,3.3,5.0,1.5,0.0
,Arnaz Battle,24.0,SFO,WR,14.0,0.0,2.0,5.0,0.0,0.0,50.0,7.0,2.5,0.4,0.1,2.0
,Jarrod Baxter,25.0,HOU,FB,8.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.5,0.1,0.3,0.0
,Tim Carter,25.0,NYG,WR,5.0,0.0,2.0,23.0,0.0,1.0,100.0,15.0,11.5,4.6,0.4,0.0
,Rock Cartwright,25.0,WAS,FB,13.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.0
,Troy Edwards,27.0,JAX,WR,16.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,3.0
,Doug Gabriel,24.0,OAK,WR,16.0,5.0,2.0,7.0,0.0,0.0,50.0,4.0,3.5,0.4,0.1,2.0
,Joey Galloway,33.0,TAM,WR,10.0,7.0,2.0,19.0,0.0,1.0,100.0,14.0,9.5,1.9,0.2,3.0
,Bethel Johnson,25.0,NWE,WR,13.0,1.0,2.0,8.0,0.0,1.0,50.0,11.0,4.0,0.6,0.2,2.0
,Bryant Johnson,23.0,ARI,WR,16.0,11.0,2.0,-6.0,0.0,0.0,0.0,1.0,-3.0,-0.4,0.1,1.0
,Doug Johnson,27.0,TEN,QB,2.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
,Keyshawn Johnson,32.0,DAL,WR,16.0,16.0,2.0,13.0,0.0,1.0,50.0,13.0,6.5,0.8,0.1,1.0
,Eddie Kennison,31.0,KAN,WR,14.0,14.0,2.0,15.0,0.0,1.0,50.0,15.0,7.5,1.1,0.1,1.0
,Rob Konrad,28.0,MIA,FB,10.0,1.0,2.0,18.0,0.0,1.0,100.0,15.0,9.0,1.8,0.2,0.0
,J.P. Losman,23.0,BUF,QB,4.0,0.0,2.0,15.0,0.0,1.0,100.0,10.0,7.5,3.8,0.5,1.0
,Shane Matthews,34.0,BUF,QB,3.0,0.0,2.0,-3.0,0.0,0.0,0.0,-1.0,-1.5,-1.0,0.7,0.0
,Fred McAfee,36.0,NOR,RB,11.0,0.0,2.0,54.0,0.0,1.0,50.0,53.0,27.0,4.9,0.2,0.0
,Justin McCareins,26.0,NYJ,WR,16.0,16.0,2.0,-5.0,0.0,0.0,0.0,-2.0,-2.5,-0.3,0.1,3.0
,Mike McMahon,25.0,DET,QB,1.0,0.0,2.0,18.0,0.0,0.0,50.0,14.0,9.0,18.0,2.0,1.0
,Brian Moorman,28.0,BUF,P,16.0,0.0,2.0,23.0,0.0,1.0,50.0,34.0,11.5,1.4,0.1,2.0
,J.T. O'Sullivan,25.0,GNB,QB,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,2.0,0.0
,Doug Pederson,36.0,GNB,QB,4.0,0.0,2.0,15.0,0.0,1.0,50.0,9.0,7.5,3.8,0.5,0.0
,Chris Perry,23.0,CIN,RB,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0
,Josh Reed,24.0,BUF,WR,12.0,1.0,2.0,-1.0,0.0,0.0,50.0,6.0,-0.5,-0.1,0.2,0.0
,Ian Smart,24.0,TAM,RB,4.0,0.0,2.0,26.0,0.0,1.0,50.0,25.0,13.0,6.5,0.5,0.0
,Jonathan Smith,23.0,BUF,WR,9.0,0.0,2.0,11.0,0.0,1.0,50.0,8.0,5.5,1.2,0.2,0.0
,Jerald Sowell,30.0,NYJ,FB,16.0,16.0,2.0,28.0,0.0,1.0,50.0,19.0,14.0,1.8,0.1,1.0
,Peter Warrick,27.0,CIN,WR,4.0,1.0,2.0,14.0,0.0,0.0,100.0,8.0,7.0,3.5,0.5,0.0
,Karl Williams,33.0,ARI,WR,15.0,2.0,2.0,6.0,0.0,1.0,100.0,3.0,3.0,0.4,0.1,4.0
,Damien Anderson,25.0,ARI,RB,4.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.5,0.3,0.0
,Drew Bennett,26.0,TEN,WR,16.0,16.0,1.0,12.0,0.0,1.0,100.0,12.0,12.0,0.8,0.1,3.0
,Anquan Boldin,24.0,ARI,WR,10.0,9.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.3,0.1,1.0
,Brooks Bollinger,25.0,NYJ,QB,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0
,Marty Booker,28.0,MIA,WR,15.0,15.0,1.0,-8.0,0.0,0.0,0.0,-8.0,-8.0,-0.5,0.1,0.0
,Dante Brown,24.0,PIT,RB,1.0,0.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,2.0,1.0,0.0
,Chris Chandler,39.0,STL,QB,5.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.4,0.2,1.0
,Stephen Cheek,27.0,KAN,P,12.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0
,Cam Cleeland,29.0,STL,TE,16.0,9.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,0.0
,Dexter Coakley,32.0,DAL,RLB,16.0,16.0,1.0,33.0,0.0,1.0,100.0,33.0,33.0,2.1,0.1,0.0
,Todd Collins,33.0,KAN,QB,2.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,0.5,0.0
,Terrance Copper,22.0,DAL,WR,10.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,0.0
,Ronald Curry,25.0,OAK,WR,12.0,3.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.3,0.1,1.0
,Andre' Davis,25.0,CLE,WR,7.0,7.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.4,0.1,0.0
,Eddie Drummond,24.0,DET,WR,11.0,1.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,0.8,0.1,0.0
,Derrick Frost,24.0,CLE,P,16.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0
,Terry Glenn,30.0,DAL,WR,6.0,6.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.5,0.2,0.0
,Tony Gonzalez,28.0,KAN,TE,16.0,16.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.3,0.1,0.0
,Jabari Greer,22.0,BUF,DB,12.0,1.0,1.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,-0.5,0.1,0.0
,Az-Zahir Hakim,27.0,DET,WR,12.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0
,Nick Harris,26.0,DET,P,16.0,0.0,1.0,-7.0,0.0,0.0,0.0,-7.0,-7.0,-0.4,0.1,0.0
,Drew Henson,24.0,DAL,QB,7.0,1.0,1.0,7.0,0.0,1.0,100.0,7.0,7.0,1.0,0.1,1.0
,Craig Hentrich,33.0,TEN,P,16.0,0.0,1.0,8.0,0.0,1.0,100.0,8.0,8.0,0.5,0.1,0.0
,Chris Hetherington,32.0,OAK,FB,5.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.8,0.2,1.0
,Chris Horn,27.0,KAN,WR,14.0,0.0,1.0,12.0,0.0,1.0,100.0,12.0,12.0,0.9,0.1,0.0
,Jasen Isom,27.0,SFO,FB,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.0
,Larry Izzo,30.0,NWE,LB,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0
,Frisman Jackson,25.0,CLE,WR,10.0,0.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.4,0.1,1.0
,Taylor Jacobs,23.0,WAS,WR,15.0,4.0,1.0,-6.0,0.0,0.0,0.0,-6.0,-6.0,-0.4,0.1,0.0
,Michael Jenkins,22.0,ATL,WR,16.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.0
,Kevin Johnson,28.0,BAL,WR,16.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0
,Kyle Larson,24.0,CIN,P,16.0,0.0,1.0,11.0,1.0,1.0,100.0,11.0,11.0,0.7,0.1,0.0
,George Layne,26.0,ATL,RB,2.0,0.0,1.0,12.0,0.0,1.0,100.0,12.0,12.0,6.0,0.5,0.0
,Derrick Mason,30.0,TEN,WR,16.0,16.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,2.0
,Keenan McCardell,34.0,SDG,WR,7.0,6.0,1.0,3.0,0.0,0.0,100.0,3.0,3.0,0.4,0.1,0.0
,Jason McKie,24.0,CHI,FB,15.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,1.0
,Moran Norris,26.0,HOU,FB,12.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0
,David Patten,30.0,NWE,WR,16.0,11.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.3,0.1,0.0
,Rodney Peete,38.0,CAR,QB,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
,Cody Pickett,24.0,SFO,QB,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0
,Willie Ponder,24.0,NYG,WR,11.0,0.0,1.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-0.4,0.1,1.0
,Jerry Porter,26.0,OAK,WR,16.0,16.0,1.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-0.3,0.1,2.0
,Ricky Proehl,36.0,CAR,WR,16.0,3.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,0.6,0.1,0.0
,Koren Robinson,24.0,SEA,WR,10.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.3,0.1,0.0
,Allen Rossum,29.0,ATL,DB,16.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,2.0
,Brian Russell,26.0,MIN,FS,16.0,16.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.3,0.1,0.0
,Deion Sanders,37.0,BAL,DB,9.0,2.0,1.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,-1.1,0.1,0.0
,Jason Simmons,28.0,HOU,FS,10.0,6.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0
,Hunter Smith,27.0,IND,P,16.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.0
,Chad Stanley,28.0,HOU,P,16.0,0.0,1.0,5.0,0.0,1.0,100.0,5.0,5.0,0.3,0.1,0.0
,Kordell Stewart,32.0,BAL,QB,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.5,0.0
,Reggie Swinton,29.0,DET,WR,13.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,1.0
,Jamaar Taylor,23.0,NYG,WR,8.0,0.0,1.0,-8.0,0.0,0.0,0.0,-8.0,-8.0,-1.0,0.1,0.0
,Matt Turk,36.0,MIA,P,16.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,0.0
,Dedric Ward,30.0,DAL,WR,8.0,0.0,1.0,11.0,0.0,1.0,100.0,11.0,11.0,1.4,0.1,1.0
,Kelley Washington,25.0,CIN,WR,16.0,2.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,0.0
,Reggie Wayne,26.0,IND,WR,16.0,16.0,1.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-0.3,0.1,0.0
,Jeff Wilkins,32.0,STL,K,16.0,0.0,1.0,-5.0,0.0,0.0,0.0,-5.0,-5.0,-0.3,0.1,0.0
,Randal Williams,26.0,DAL,WR,2.0,2.0,1.0,13.0,0.0,1.0,100.0,13.0,13.0,6.5,0.5,0.0
,Roy Williams,23.0,DET,WR,14.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,1.0
,Cedrick Wilson,26.0,SFO,WR,15.0,15.0,1.0,6.0,0.0,1.0,100.0,6.0,6.0,0.4,0.1,0.0
,Chidi Ahanotu,34.0,MIA,DE,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Sam Aiken,24.0,BUF,WR,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Stephen Alexander,29.0,DET,TE,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,David Allen,26.0,JAX,RB,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Richard Alston,24.0,CLE,WR,9.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Ken Amato,27.0,TEN,LS,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Courtney Anderson,24.0,OAK,TE,9.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Derick Armstrong,25.0,HOU,WR,14.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Bill Baber,25.0,TAM,TE,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Champ Bailey,26.0,DEN,LCB,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Chris Baker,25.0,NYJ,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Alex Bannister,25.0,SEA,WR,7.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Mike Bartrum,34.0,PHI,LS,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Anthony Becht,27.0,NYJ,TE,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ronald Bellamy,23.0,MIA,WR,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Eddie Berlin,26.0,TEN,WR,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Sean Berton,25.0,MIN,TE,14.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dwayne Blakley,25.0,ATL,TE,15.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Corey Bradford,29.0,HOU,WR,15.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Kyle Brady,32.0,JAX,TE,11.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Deion Branch,25.0,NWE,WR,9.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Tim Brown,38.0,TAM,WR,15.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Troy Brown,33.0,NWE,WR/DB,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Isaac Bruce,32.0,STL,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0
,Mark Bruener,32.0,HOU,TE,16.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Terrell Buckley,33.0,NYJ,DB,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Plaxico Burress,27.0,PIT,WR,11.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Steve Bush,30.0,SFO,TE,5.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Tyrone Calico,24.0,TEN,WR,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dan Campbell,28.0,DAL,TE,3.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Mark Campbell,29.0,BUF,TE,12.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Dwayne Carswell,32.0,DEN,TE,15.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jonathan Carter,25.0,NYJ,WR,13.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Wayne Chrebet,31.0,NYJ,WR,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Dallas Clark,25.0,IND,TE,15.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0
,Desmond Clark,27.0,CHI,TE,15.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Keary Colbert,22.0,CAR,WR,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Cosey Coleman,26.0,TAM,RG,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Greg Comella,29.0,TAM,FB,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Curtis Conway,33.0,SFO,WR,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ernie Conwell,32.0,NOR,TE,16.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jameel Cook,25.0,TAM,FB,12.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Chris Cooley,22.0,WAS,TE,16.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jerricho Cotchery,22.0,NYJ,WR,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Patrick Crayton,25.0,DAL,WR,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Alge Crumpler,27.0,ATL,TE,14.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Matt Cushing,29.0,PIT,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Devard Darling,22.0,BAL,WR,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Ryan Denney,27.0,BUF,LDE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Lorenzo Diamond,25.0,ARI,TE,5.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ken Dilger,33.0,TAM,TE,16.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Darnell Dinkins,27.0,BAL,TE,10.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Rickey Dudley,32.0,TAM,TE,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jason Dunn,31.0,KAN,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Doug Easlick,24.0,MIA,RB,3.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Eric Edwards,24.0,ARI,TE,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Marc Edwards,30.0,JAX,FB,13.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Bobby Engram,31.0,SEA,WR,13.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Tim Euhus,24.0,BUF,TE,12.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Christian Fauria,33.0,NWE,TE,16.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Jay Feely,28.0,ATL,K,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Robert Ferguson,25.0,GNB,WR,13.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Brian Finneran,28.0,ATL,WR,12.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Casey Fitzsimmons,24.0,DET,TE,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,P.J. Fleck,24.0,SFO,WR,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Malcom Floyd,23.0,SDG,WR,4.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Bubba Franks,26.0,GNB,TE,16.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Mike Furrey,27.0,STL,WR,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Justin Gage,23.0,CHI,WR,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Michael Gaines,24.0,CAR,TE,15.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Talman Gardner,24.0,NOR,WR,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Antonio Gates,24.0,SDG,TE,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Bryan Gilmore,26.0,MIA,WR,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,John Gilmore,25.0,CHI,TE,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,David Givens,24.0,NWE,WR,15.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Daniel Graham,26.0,NWE,TE,14.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Lamont Hall,30.0,NOR,TE,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Derrick Hamilton,23.0,SFO,WR,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Cortez Hankton,23.0,JAX,WR,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Karl Hankton,34.0,CAR,WR,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Ryan Hannam,24.0,SEA,TE,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Patrick Hape,30.0,DEN,TE,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Marvin Harrison,32.0,IND,WR,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
,Ben Hartsock,24.0,IND,TE,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Todd Heap,24.0,BAL,TE,6.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
,Steve Heiden,28.0,CLE,TE,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0
