Player ID,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty
,Trent Dilfer,32,SEA,QB,5,2,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Lennie Friedman,28,WAS,G,5,2,0,0,0,0,0.0,0,1,1,-11,0,0.0,0.0,0.0,0.0,0.0,0
,Chris Hetherington,32,OAK,FB,5,2,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Bo Schobel,23,TEN,DE,5,2,0,0,0,0,0.0,0,0,0,0,0,0.0,15.0,14.0,1.0,0.0,0
,Chris Simms,24,TAM,QB,5,2,0,0,0,0,0.0,0,3,1,0,0,0.0,,,,,0
,Tony Beckham,26,TEN,DB,5,1,0,0,0,0,2.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Willie Blade,25,JAX,DT,5,1,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,1.0,0
,Antonio Bryant,23,DAL,WR,5,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Jasen Isom,27,SFO,FB,5,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Otis Leverette,26,SFO,DE,5,1,0,0,0,0,0.0,0,0,0,0,0,1.0,7.0,7.0,0.0,3.0,0
,Jason Peters,22,BUF,T,5,1,0,0,0,0,0.0,0,0,1,0,0,0.0,4.0,2.0,2.0,0.0,0
,Derrick Strait,24,NYJ,DB,5,1,0,0,0,0,1.0,0,0,0,0,0,0.0,7.0,4.0,3.0,0.0,0
,David Allen,26,JAX,RB,5,0,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Matthias Askew,22,CIN,DT,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0
,Dee Brown,26,CLE,RB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,2.0,4.0,0.0,0
,Robb Butler,23,SDG,DB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,3.0,4.0,0.0,0
,Jeremy Cain,24,CHI,LB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0
,Matt Chatham,27,NWE,LB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Sherrod Coates,26,CLE,LB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Carlos Francis,23,OAK,WR,5,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Deveron Harper,27,NOR,DB,5,0,0,0,0,0,1.0,0,0,1,0,0,0.0,4.0,4.0,0.0,0.0,0
,Rushen Jones,24,MIN,DB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Justin Kurpeikis,27,NWE,LB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0
,Mario Monds,28,MIA,DT,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,3.0,2.0,1.0,0
,Craig Nall,25,GNB,QB,5,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Derek Pagel,25,NYJ,DB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Cecil Sapp,26,DEN,RB,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Josh Shaw,25,MIA,DT,5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Derrick Ward,24,NYG,RB,5,0,0,0,0,0,0.0,0,1,0,0,0,0.0,8.0,8.0,0.0,0.0,0
,Kevin Ware,24,SFO,TE,5,0,0,0,0,0,0.0,0,0,1,0,0,0.0,,,,,0
,Kris Jenkins,25,CAR,DT,4,4,0,0,0,0,0.0,0,0,0,0,0,1.0,11.0,8.0,3.0,1.0,0
,Brad Johnson,36,TAM,QB,4,4,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Donald Strickland,24,IND,DB,4,4,0,0,0,0,0.0,0,0,0,0,0,0.0,20.0,15.0,5.0,0.0,0
,Rocky Calmus,25,TEN,LB,4,3,0,0,0,0,0.0,0,0,1,0,0,0.0,15.0,12.0,3.0,2.0,0
,Jon Kitna,32,CIN,QB,4,3,0,0,0,0,0.0,0,2,1,-1,0,0.0,0.0,0.0,0.0,0.0,0
,Andre Lott,25,WAS,DB,4,3,0,0,0,0,1.0,0,0,0,0,0,0.0,11.0,10.0,1.0,0.0,0
,Tommy Maddox,33,PIT,QB,4,3,0,0,0,0,0.0,0,3,0,0,0,0.0,,,,,0
,George Wrighster,23,JAX,TE,4,3,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,LaVar Arrington,26,WAS,LB,4,2,0,0,0,0,2.0,0,0,0,0,0,1.0,15.0,11.0,4.0,1.0,0
,Jamie Duncan,29,ATL,LB,4,2,0,0,0,0,1.0,0,0,0,0,0,0.0,8.0,8.0,0.0,0.0,0
,Kelly Holcomb,31,CLE,QB,4,2,0,0,0,0,0.0,0,1,2,-5,0,0.0,0.0,0.0,0.0,0.0,0
,Damane Duckett,23,NYG,DT,4,1,0,0,0,0,0.0,0,0,0,0,0,1.0,5.0,2.0,3.0,2.0,0
,Adam Haayer,27,MIN,T,4,1,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Charlie Adams,25,DEN,WR,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Rashad Bauman,25,CIN,DB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,1.0,0
,Adimchinobe Echemandu,24,CLE,RB,4,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Dwan Edwards,23,BAL,DT,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Paul Grasmanis,30,PHI,DT,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,10.0,0.0,3.0,0
,William Hampton,29,CAR,DB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,James Jackson,28,CLE,RB,4,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Leon Joe,23,ARI,LB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Omari Jordan,26,CAR,DT,4,0,0,0,0,0,0.0,0,0,0,0,0,1.0,3.0,1.0,2.0,1.0,0
,Steve Josue,24,GNB,LB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0
,Jordan Kramer,25,TEN,LB,4,0,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,1.0,1.0,0.0,0
,Kwamie Lassiter,35,STL,DB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,8.0,1.0,0.0,0
,J.P. Losman,23,BUF,QB,4,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Wesly Mallard,26,NYG,LB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0
,Adrian Mayes,24,ARI,DB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Rhett Nelson,24,MIN,DB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Shantee Orr,23,HOU,LB,4,0,0,0,0,0,0.0,0,0,1,3,0,0.0,2.0,2.0,0.0,0.0,0
,Curtis Randall,25,SEA,LB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0
,Ian Smart,24,TAM,RB,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Corey Smith,25,TAM,DE,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Jim Sorgi,24,IND,QB,4,0,0,0,0,0,0.0,0,1,1,-5,0,0.0,0.0,0.0,0.0,0.0,0
,Craig Terrill,24,SEA,DT,4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,1.0,3.0,0.0,0
,Rod Trafford,26,BUF,TE,4,0,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0
,Shaud Williams,24,BUF,RB,4,0,0,0,0,0,0.0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Lionel Barnes,28,JAX,DE,3,3,0,0,0,0,0.0,0,0,0,0,0,1.0,6.0,5.0,1.0,2.0,0
,Rich Gannon,39,OAK,QB,3,3,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Rex Grossman,24,CHI,QB,3,3,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Pete Hunter,24,DAL,DB,3,3,1,2,0,2,1.0,0,0,0,0,0,1.0,7.0,6.0,1.0,0.0,0
,Lance Schulters,29,TEN,DB,3,3,0,0,0,0,1.0,0,0,0,0,0,1.0,14.0,12.0,2.0,1.0,0
,Nate Webster,27,CIN,LB,3,3,0,0,0,0,2.0,1,0,1,0,0,1.0,21.0,16.0,5.0,1.0,0
,Lamar Gordon,24,MIA,RB,3,2,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Shaun King,27,ARI,QB,3,2,0,0,0,0,0.0,0,4,1,-3,0,0.0,0.0,0.0,0.0,0.0,0
,Ben Taylor,26,CLE,LB,3,2,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,2.0,6.0,1.0,0
,Tyrone Williams,31,DAL,DB,3,2,0,0,0,0,0.0,0,0,0,0,0,1.0,7.0,7.0,0.0,1.0,0
,Ryan Boschetti,23,WAS,DT,3,1,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,3.0,3.0,1.0,0
,Colin Cole,24,GNB,DT,3,1,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,1.0,0
,Sage Rosenfels,26,MIA,QB,3,1,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Davern Williams,24,NYG,DT,3,1,0,0,0,0,0.0,0,0,0,0,0,0.5,7.0,3.0,4.0,1.0,0
,Eric Alexander,22,NWE,LB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,James Atkins,26,SFO,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Kendrell Bell,26,PIT,LB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,6.0,2.0,2.0,0
,Jeff Blake,34,PHI,QB,3,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Antonio Brown,26,WAS,WR,3,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Wendell Bryant,24,ARI,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Cedric Cobbs,23,NWE,RB,3,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Devard Darling,22,BAL,WR,3,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Eric Downing,26,SDG,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Junior Glymph,24,ATL,DE,3,0,0,0,0,0,0.0,0,0,0,0,0,1.0,5.0,5.0,0.0,1.0,0
,Brandon Green,24,JAX,DE,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,1.0,0
,Junior Ioane,27,HOU,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0
,Alain Kashama,25,CHI,DE,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Isaac Keys,26,ARI,LB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Mike Labinjo,24,PHI,LB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,12.0,0.0,2.0,0
,Mike Logan,30,PIT,DB,3,0,0,0,0,0,0.0,1,0,0,0,0,0.0,8.0,5.0,3.0,0.0,0
,Shawn Mayer,25,NWE,DB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Ovie Mughelli,24,BAL,FB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Ben Nelson,25,MIN,WR,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Tony Newson,25,STL,LB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Cleveland Pinkney,27,ATL,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,1.0,0
,Etric Pruitt,23,ATL,DB,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Rod Smart,27,CAR,RB,3,0,0,0,0,0,0.0,0,1,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Larry Smith,30,GNB,DT,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Khaleed Vaughn,23,ATL,DE,3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,1.0,0
,Melvin Williams,25,SFO,DE,3,0,0,0,0,0,3.0,0,0,0,0,0,0.0,4.0,3.0,1.0,1.0,0
,Tim Bowens,31,MIA,DT,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Courtney Brown,26,CLE,DE,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,1.0,0
,Mike Brown,26,CHI,DB,2,2,0,0,0,0,1.0,0,0,1,95,1,0.0,10.0,9.0,1.0,0.0,0
,Larry Chester,29,MIA,DT,2,2,0,0,0,0,0.0,1,0,0,0,0,0.0,7.0,7.0,0.0,0.0,0
,Mike Rumph,25,SFO,DB,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Paul Spicer,29,JAX,DE,2,2,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,2.0,0
,Shaun Williams,28,NYG,DB,2,2,0,0,0,0,2.0,1,0,0,0,0,0.0,12.0,12.0,0.0,0.0,0
,Trevor Pryce,29,DEN,DE,2,1,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Roderick Babers,24,DET,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Ronald Bellamy,23,MIA,WR,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Lamont Brightful,25,MIA,DB,2,0,0,0,0,0,0.0,0,3,3,11,0,0.0,0.0,0.0,0.0,0.0,0
,Lorenzo Bromell,29,NYG,DE,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Scott Connot,23,KAN,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Ryan Fowler,22,DAL,LB,2,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Darius Holland,31,DEN,DT,2,0,0,0,0,0,1.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,George Layne,26,SDG,RB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Rodney Leisle,23,NOR,DT,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0
,Anthony Maddox,26,JAX,DT,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Terrance Martin,25,CIN,DE,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Tod McBride,28,STL,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Terrence Melton,27,NOR,LB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Quincy Monk,25,HOU,LB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Christian Morton,23,ATL,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Keyon Nash,25,OAK,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,John Owens,24,CHI,TE,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Kendyll Pope,23,IND,LB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Philip Rivers,23,SDG,QB,2,0,0,0,0,0,0.0,0,1,1,0,0,0.0,,,,,0
,Billy Strother,22,WAS,LB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Garnell Wilds,23,WAS,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,7.0,0.0,0.0,0
,Brock Williams,25,OAK,DB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Renaud Williams,23,MIA,LB,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0
,Ainsley Battles,26,PIT,DB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Matt Bryant,29,IND,K,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Nick Eason,24,CLE,DT,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Josh Evans,32,NYJ,DT,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,P.J. Fleck,24,SFO,WR,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Ronald Flemons,25,MIA,DE,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Ethan Kelley,24,NWE,DT,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Jamie Martin,34,STL,QB,1,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Jimmy McClain,24,JAX,LB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Mike McMahon,25,DET,QB,1,0,0,0,0,0,0.0,0,1,1,0,0,0.0,,,,,0
,Cody Pickett,24,SFO,QB,1,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Andrew Pinnock,24,SDG,FB,1,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Carlos Polk,27,SDG,LB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Karon Riley,26,ATL,LB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Justin Sandy,22,TEN,DB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Jason Shivers,22,CHI,DB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Omar Stoutmire,30,NYG,DB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0
,Jason Willis,23,SEA,WR,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Max Yates,25,MIN,LB,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
