Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
Rk,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck,Awards
1.0,Brad Maynard,30.0,CHI,P,16.0,0.0,108.0,4638.0,42.9,363.0,4175.0,38.7,58.0,5.0,4.6,34.0,31.5,0.0,AP-2
2.0,Tom Tupa,38.0,WAS,P,16.0,0.0,103.0,4544.0,44.1,727.0,3657.0,35.2,61.0,8.0,7.8,30.0,29.1,1.0,
3.0,Scott Player,35.0,ARI,P,16.0,0.0,98.0,4230.0,43.2,486.0,3604.0,36.4,57.0,7.0,7.1,32.0,32.7,1.0,
4.0,Matt Turk,36.0,MIA,P,16.0,0.0,98.0,4088.0,41.7,241.0,3647.0,37.2,67.0,10.0,10.2,29.0,29.6,0.0,
5.0,Andy Lee,22.0,SFO,P,16.0,0.0,96.0,3990.0,41.6,445.0,3385.0,35.3,81.0,8.0,8.3,25.0,26.0,0.0,
6.0,Nick Harris,26.0,DET,P,16.0,0.0,92.0,3765.0,40.9,441.0,3184.0,34.2,60.0,7.0,7.6,32.0,34.8,1.0,
7.0,Mitch Berger,32.0,NOR,P,16.0,0.0,85.0,3704.0,43.6,310.0,3314.0,39.0,63.0,4.0,4.7,28.0,32.9,0.0,PB
8.0,Derrick Frost,24.0,CLE,P,16.0,0.0,85.0,3404.0,40.0,313.0,3011.0,35.4,54.0,4.0,4.7,24.0,28.2,0.0,
9.0,Chris Hanson,28.0,JAX,P,16.0,0.0,84.0,3592.0,42.8,429.0,2983.0,35.5,69.0,9.0,10.7,28.0,33.3,0.0,
10.0,Kyle Larson,24.0,CIN,P,16.0,0.0,83.0,3499.0,42.2,378.0,2981.0,35.5,66.0,7.0,8.4,21.0,25.3,1.0,
11.0,Josh Bidwell,28.0,TAM,P,16.0,0.0,82.0,3472.0,42.3,279.0,3053.0,36.8,60.0,7.0,8.5,23.0,28.0,1.0,
12.0,Toby Gowin,29.0,NYJ,P,16.0,0.0,80.0,3057.0,38.2,221.0,2676.0,33.5,58.0,8.0,10.0,22.0,27.5,0.0,
13.0,Brian Moorman,28.0,BUF,P,16.0,0.0,77.0,3325.0,43.2,315.0,2830.0,36.8,80.0,9.0,11.7,17.0,22.1,0.0,
14.0,Chris Mohr,38.0,ATL,P,16.0,0.0,76.0,3082.0,40.6,134.0,2808.0,36.9,56.0,7.0,9.2,19.0,25.0,0.0,
15.0,Todd Sauerbrun,31.0,CAR,P,16.0,0.0,76.0,3351.0,44.1,303.0,2888.0,37.5,65.0,8.0,10.5,25.0,32.9,1.0,
16.0,Mat McBriar,25.0,DAL,P,16.0,0.0,75.0,3182.0,42.4,410.0,2632.0,35.1,68.0,7.0,9.3,22.0,29.3,0.0,
17.0,Jeff Feagles,38.0,NYG,P,16.0,0.0,74.0,3069.0,41.5,356.0,2633.0,34.6,55.0,4.0,5.4,23.0,31.1,2.0,
18.0,Craig Hentrich,33.0,TEN,P,16.0,0.0,73.0,3117.0,42.7,184.0,2773.0,38.0,64.0,8.0,11.0,20.0,27.4,0.0,
19.0,Shane Lechler,28.0,OAK,P,16.0,0.0,73.0,3409.0,46.7,413.0,2716.0,37.2,67.0,14.0,19.2,22.0,30.1,0.0,"PB,AP-1"
20.0,Chad Stanley,28.0,HOU,P,16.0,0.0,73.0,3009.0,41.2,265.0,2604.0,35.7,57.0,7.0,9.6,19.0,26.0,0.0,
21.0,Dave Zastudil,26.0,BAL,P,13.0,0.0,73.0,2948.0,40.4,181.0,2527.0,34.6,61.0,12.0,16.4,26.0,35.6,0.0,
22.0,Dirk Johnson,29.0,PHI,P,16.0,0.0,72.0,3032.0,42.1,221.0,2691.0,37.4,62.0,6.0,8.3,20.0,27.8,0.0,
23.0,Mike Scifres,24.0,SDG,P,16.0,0.0,69.0,2974.0,43.1,164.0,2650.0,38.4,60.0,8.0,11.6,29.0,42.0,0.0,
24.0,Chris Gardocki,34.0,PIT,P,16.0,0.0,67.0,2879.0,43.0,252.0,2507.0,37.4,61.0,6.0,9.0,24.0,35.8,0.0,
25.0,Bryan Barker,40.0,GNB,P,16.0,0.0,66.0,2644.0,40.1,301.0,2203.0,33.4,64.0,7.0,10.6,16.0,24.2,0.0,
26.0,Darren Bennett,39.0,MIN,P,15.0,0.0,57.0,2240.0,39.3,169.0,2011.0,35.3,61.0,3.0,5.3,18.0,31.6,0.0,
27.0,Josh Miller,34.0,NWE,P,16.0,0.0,56.0,2350.0,42.0,365.0,1885.0,33.7,69.0,5.0,8.9,19.0,33.9,0.0,
28.0,Micah Knorr,29.0,DEN,P,12.0,0.0,54.0,2243.0,41.5,240.0,1883.0,34.2,66.0,6.0,11.1,12.0,22.2,1.0,
29.0,Hunter Smith,27.0,IND,P,16.0,0.0,54.0,2443.0,45.2,395.0,1988.0,36.8,62.0,3.0,5.6,21.0,38.9,0.0,
30.0,Stephen Cheek,27.0,KAN,P,12.0,0.0,42.0,1643.0,39.1,197.0,1326.0,31.6,55.0,6.0,14.3,8.0,19.0,0.0,
31.0,Sean Landeta,42.0,STL,P,10.0,0.0,40.0,1733.0,43.3,372.0,1301.0,32.5,63.0,3.0,7.5,9.0,22.5,0.0,
32.0,Kevin Stemke,26.0,STL,P,6.0,0.0,28.0,1115.0,39.8,44.0,1011.0,36.1,56.0,3.0,10.7,12.0,42.9,0.0,
33.0,Donnie Jones,24.0,SEA,P,6.0,0.0,26.0,988.0,38.0,79.0,869.0,32.2,51.0,2.0,7.7,6.0,23.1,1.0,
34.0,Tom Rouen,36.0,SEA,P,4.0,0.0,26.0,1093.0,42.0,91.0,982.0,37.8,60.0,1.0,3.8,10.0,38.5,0.0,
35.0,Ken Walter,32.0,SEA,P,6.0,0.0,24.0,920.0,38.3,74.0,826.0,33.0,50.0,1.0,4.2,4.0,16.7,1.0,
36.0,Jason Baker,26.0,2TM,P,6.0,0.0,24.0,931.0,38.8,153.0,758.0,31.6,52.0,1.0,4.2,10.0,41.7,0.0,
36.0,Jason Baker,26.0,KAN,P,2.0,0.0,9.0,340.0,37.8,98.0,242.0,26.9,52.0,0.0,0.0,3.0,33.3,0.0,
36.0,Jason Baker,26.0,DEN,P,4.0,0.0,15.0,591.0,39.4,55.0,516.0,34.4,48.0,1.0,6.7,7.0,46.7,0.0,
37.0,Nick Murphy,25.0,2TM,P,5.0,0.0,22.0,966.0,43.9,85.0,821.0,37.3,58.0,3.0,13.6,7.0,31.8,0.0,
37.0,Nick Murphy,25.0,BAL,P,3.0,0.0,18.0,777.0,43.2,79.0,658.0,36.6,54.0,2.0,11.1,6.0,33.3,0.0,
37.0,Nick Murphy,25.0,KAN,P,2.0,0.0,4.0,189.0,47.3,6.0,163.0,40.8,58.0,1.0,25.0,1.0,25.0,0.0,
38.0,Aaron Elling,26.0,TEN,K,1.0,0.0,6.0,272.0,45.3,11.0,241.0,40.2,58.0,1.0,16.7,1.0,16.7,0.0,
39.0,Kordell Stewart,32.0,BAL,QB,2.0,0.0,5.0,177.0,35.4,21.0,156.0,31.2,42.0,0.0,0.0,2.0,40.0,0.0,
40.0,Paul Edinger,26.0,CHI,K,16.0,0.0,2.0,53.0,26.5,17.0,36.0,18.0,30.0,0.0,0.0,1.0,50.0,0.0,
41.0,John Kasay,35.0,CAR,K,14.0,0.0,2.0,51.0,25.5,0.0,31.0,15.5,34.0,1.0,50.0,0.0,0.0,0.0,
42.0,David Akers,30.0,PHI,K,16.0,0.0,1.0,36.0,36.0,0.0,16.0,16.0,36.0,1.0,100.0,0.0,0.0,0.0,"PB,AP-2"
43.0,Josh Brown,25.0,SEA,K,16.0,0.0,1.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,
44.0,Steve Christie,37.0,NYG,K,16.0,0.0,1.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,0.0,1.0,100.0,0.0,
45.0,Billy Cundiff,24.0,DAL,K,16.0,0.0,1.0,34.0,34.0,0.0,34.0,34.0,34.0,0.0,0.0,1.0,100.0,0.0,
46.0,Rian Lindell,27.0,BUF,K,16.0,0.0,1.0,37.0,37.0,0.0,17.0,17.0,37.0,1.0,100.0,0.0,0.0,0.0,
47.0,Olindo Mare,31.0,MIA,K,11.0,0.0,1.0,19.0,19.0,17.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,
48.0,Matt Stover,36.0,BAL,K,16.0,0.0,1.0,33.0,33.0,0.0,13.0,13.0,33.0,1.0,100.0,0.0,0.0,0.0,
,League Average,,,,,,,,42.0,,,35.8,,,9.1,,29.9,,
