Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Patrick Peterson,22.0,ARI,LCB,16.0,16.0,51.0,426.0,0.0,26.0,8.4,0.0,0.0,0.0,0.0,,574.0,PB
2.0,Trindon Holliday,26.0,2TM,WR,15.0,0.0,48.0,481.0,1.0,76.0,10.0,21.0,552.0,1.0,105.0,26.3,1050.0,
2.0,Trindon Holliday,26.0,HOU,WR,5.0,0.0,16.0,147.0,0.0,36.0,9.2,10.0,194.0,0.0,30.0,19.4,341.0,
2.0,Trindon Holliday,26.0,DEN,WR,10.0,0.0,32.0,334.0,1.0,76.0,10.4,11.0,358.0,1.0,105.0,32.5,709.0,
3.0,Leon Washington,30.0,SEA,RB,16.0,0.0,41.0,356.0,0.0,52.0,8.7,27.0,784.0,1.0,98.0,29.0,1254.0,PB
4.0,Devin Hester,30.0,CHI,WR,15.0,5.0,40.0,331.0,0.0,44.0,8.3,24.0,621.0,0.0,40.0,25.9,1200.0,
5.0,Josh Cribbs,29.0,CLE,WR,16.0,2.0,38.0,457.0,0.0,60.0,12.0,43.0,1178.0,0.0,74.0,27.4,1722.0,PB
6.0,Jacoby Jones,28.0,BAL,WR,16.0,3.0,37.0,341.0,1.0,63.0,9.2,38.0,1167.0,2.0,108.0,30.7,1920.0,"PB,AP-1"
7.0,Javier Arenas,25.0,KAN,RCB,16.0,9.0,34.0,297.0,0.0,27.0,8.7,10.0,204.0,0.0,27.0,20.4,501.0,
