Player ID,Player,Age,Team,Pos,G,GS,Pnt,Yds,Y/P,RetYds,NetYds,NY/P,Lng,TB,TB%,Pnt20,In20%,Blck
379324.0,Johnny Hekker,25.0,STL,P,16.0,0.0,96.0,4601.0,47.9,289.0,4192.0,43.7,68.0,6.0,6.3,41.0,42.7,0.0
,Shane Lechler,39.0,HOU,P,16.0,0.0,95.0,4497.0,47.3,612.0,3685.0,38.8,64.0,10.0,10.5,24.0,25.3,0.0
504307.0,Matt Darr,23.0,MIA,P,16.0,0.0,92.0,4380.0,47.6,526.0,3654.0,39.7,70.0,10.0,10.9,30.0,32.6,0.0
534595.0,Bradley Pinion,21.0,SFO,P,16.0,0.0,91.0,3969.0,43.6,282.0,3587.0,39.4,62.0,5.0,5.5,31.0,34.1,0.0
157876.0,Brett Kern,29.0,TEN,P,16.0,0.0,88.0,4175.0,47.4,605.0,3550.0,40.3,61.0,1.0,1.1,34.0,38.6,0.0
,Donnie Jones,35.0,PHI,P,16.0,0.0,86.0,4038.0,47.0,215.0,3663.0,41.6,64.0,8.0,9.3,29.0,33.7,2.0
174460.0,Pat McAfee,28.0,IND,P,16.0,0.0,85.0,4052.0,47.7,386.0,3546.0,41.7,63.0,6.0,7.1,28.0,32.9,0.0
146878.0,Britton Colquitt,30.0,DEN,P,16.0,0.0,84.0,3663.0,43.6,247.0,3336.0,39.7,62.0,4.0,4.8,22.0,26.2,0.0
,Marquette King,27.0,OAK,P,16.0,0.0,83.0,3697.0,44.5,201.0,3416.0,40.7,70.0,4.0,4.8,40.0,48.2,1.0
487051.0,Colton Schmidt,25.0,BUF,P,16.0,0.0,82.0,3802.0,46.4,353.0,3384.0,41.3,65.0,3.0,3.7,22.0,26.8,0.0
178754.0,Tim Masthay,28.0,GNB,P,16.0,0.0,81.0,3554.0,43.9,174.0,3260.0,40.2,62.0,6.0,7.4,18.0,22.2,0.0
238199.0,Bryan Anger,27.0,JAX,P,16.0,0.0,80.0,3700.0,46.3,462.0,3158.0,39.5,63.0,4.0,5.0,26.0,32.5,0.0
,Sam Martin,25.0,DET,P,16.0,0.0,80.0,3679.0,46.0,263.0,3356.0,42.0,66.0,3.0,3.8,25.0,31.3,0.0
504174.0,Brad Wing,24.0,NYG,P,16.0,0.0,76.0,3380.0,44.5,300.0,2960.0,38.9,64.0,6.0,7.9,33.0,43.4,0.0
107775.0,Dustin Colquitt,33.0,KAN,P,16.0,0.0,75.0,3333.0,44.4,170.0,3063.0,40.8,62.0,5.0,6.7,37.0,49.3,0.0
378749.0,Ryan Quigley,25.0,NYJ,P,15.0,0.0,75.0,3287.0,43.8,432.0,2775.0,36.5,68.0,4.0,5.3,27.0,36.0,1.0
123206.0,Sam Koch,33.0,BAL,P,16.0,0.0,74.0,3454.0,46.7,176.0,3178.0,42.9,67.0,5.0,6.8,29.0,39.2,0.0
505038.0,Ryan Allen,25.0,NWE,P,16.0,0.0,73.0,3358.0,46.0,347.0,2951.0,39.9,67.0,3.0,4.1,31.0,42.5,1.0
,Mike Scifres,35.0,SDG,P,16.0,0.0,72.0,3261.0,45.3,432.0,2789.0,38.2,68.0,2.0,2.8,15.0,20.8,1.0
,Andy Lee,33.0,CLE,P,16.0,0.0,70.0,3270.0,46.7,381.0,2809.0,40.1,67.0,4.0,5.7,25.0,35.7,0.0
381296.0,Brad Nortman,26.0,CAR,P,16.0,0.0,70.0,3175.0,45.4,288.0,2787.0,39.8,65.0,5.0,7.1,20.0,28.6,0.0
487725.0,Pat O'Donnell,24.0,CHI,P,15.0,0.0,70.0,3097.0,44.2,197.0,2820.0,39.7,72.0,4.0,5.7,28.0,40.0,1.0
377859.0,Tress Way,25.0,WAS,P,16.0,0.0,70.0,3224.0,46.1,258.0,2826.0,39.8,64.0,7.0,10.0,21.0,30.0,1.0
