Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,David Akers,37.0,SFO,K,16.0,0.0,2.0,2.0,16.0,16.0,14.0,13.0,11.0,6.0,9.0,7.0,52.0,44.0,55.0,84.6,34.0,34.0,100.0,93.0,6077.0,47.0,50.5,65.0,"PB,AP-1"
2.0,Graham Gano,24.0,WAS,K,16.0,0.0,0.0,0.0,15.0,14.0,9.0,5.0,11.0,8.0,6.0,4.0,41.0,31.0,59.0,75.6,26.0,25.0,96.2,73.0,4426.0,32.0,43.8,61.0,
3.0,Mike Nugent,29.0,CIN,K,16.0,0.0,0.0,0.0,14.0,14.0,8.0,5.0,16.0,14.0,0.0,0.0,38.0,33.0,49.0,86.8,34.0,33.0,97.1,80.0,5215.0,36.0,45.0,65.0,
4.0,Neil Rackers,35.0,HOU,K,16.0,0.0,0.0,0.0,14.0,14.0,11.0,10.0,8.0,4.0,5.0,4.0,38.0,32.0,54.0,84.2,40.0,39.0,97.5,36.0,2182.0,15.0,41.7,61.0,
5.0,Dan Bailey,23.0,DAL,K,16.0,0.0,1.0,1.0,9.0,8.0,11.0,11.0,12.0,10.0,4.0,2.0,37.0,32.0,51.0,86.5,39.0,39.0,100.0,67.0,4243.0,24.0,35.8,63.0,
6.0,Billy Cundiff,31.0,BAL,K,15.0,0.0,1.0,1.0,9.0,9.0,12.0,10.0,9.0,7.0,6.0,1.0,37.0,28.0,51.0,75.7,38.0,38.0,100.0,76.0,4881.0,44.0,57.9,64.0,
7.0,Sebastian Janikowski,33.0,OAK,K,15.0,0.0,1.0,1.0,8.0,8.0,5.0,5.0,11.0,10.0,10.0,7.0,35.0,31.0,63.0,88.6,36.0,36.0,100.0,80.0,4968.0,32.0,40.0,62.0,"PB,AP-2"
8.0,Dan Carpenter,26.0,MIA,K,14.0,0.0,0.0,0.0,11.0,10.0,7.0,6.0,12.0,11.0,4.0,2.0,34.0,29.0,58.0,85.3,26.0,26.0,100.0,68.0,4420.0,39.0,57.4,65.0,
9.0,John Kasay,42.0,NOR,K,16.0,0.0,0.0,0.0,11.0,11.0,10.0,10.0,8.0,5.0,5.0,2.0,34.0,28.0,53.0,82.4,63.0,63.0,100.0,2.0,18.0,0.0,0.0,9.0,
10.0,Nick Novak,30.0,SDG,K,15.0,0.0,0.0,0.0,11.0,11.0,5.0,4.0,11.0,8.0,7.0,4.0,34.0,27.0,53.0,79.4,42.0,41.0,97.6,86.0,5551.0,30.0,34.9,65.0,
11.0,Stephen Gostkowski,27.0,NWE,K,16.0,0.0,1.0,1.0,13.0,12.0,6.0,5.0,11.0,9.0,2.0,1.0,33.0,28.0,50.0,84.8,59.0,59.0,100.0,103.0,6568.0,41.0,39.8,64.0,
12.0,Rob Bironas,33.0,TEN,K,16.0,0.0,0.0,0.0,5.0,5.0,10.0,9.0,10.0,9.0,7.0,6.0,32.0,29.0,53.0,90.6,34.0,34.0,100.0,78.0,4847.0,44.0,56.4,62.0,
13.0,Robbie Gould,29.0,CHI,K,16.0,0.0,0.0,0.0,10.0,10.0,6.0,6.0,10.0,6.0,6.0,6.0,32.0,28.0,57.0,87.5,37.0,37.0,100.0,81.0,5119.0,43.0,53.1,63.0,
14.0,Shaun Suisham,30.0,PIT,K,16.0,0.0,2.0,2.0,8.0,8.0,8.0,6.0,11.0,6.0,2.0,1.0,31.0,23.0,51.0,74.2,36.0,36.0,100.0,72.0,4698.0,28.0,38.9,65.0,
