Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Punting,Unnamed: 19_level_0
31.0,Thomas Morstead,25.0,NOR,P,16.0,0.0,46.0,2224.0,48.3,118.0,2026.0,43.1,64.0,4.0,8.7,13.0,28.3,1.0,
32.0,Matt Turk,43.0,2TM,P,9.0,0.0,43.0,1755.0,40.8,151.0,1484.0,34.5,65.0,6.0,14.0,11.0,25.6,0.0,
32.0,Matt Turk,43.0,JAX,P,5.0,0.0,27.0,1072.0,39.7,87.0,885.0,32.8,65.0,5.0,18.5,7.0,25.9,0.0,
32.0,Matt Turk,43.0,HOU,P,4.0,0.0,16.0,683.0,42.7,64.0,599.0,37.4,55.0,1.0,6.3,4.0,25.0,0.0,
33.0,Jeremy Kapinos,27.0,PIT,P,8.0,0.0,34.0,1530.0,45.0,208.0,1302.0,38.3,59.0,1.0,2.9,10.0,29.4,0.0,
34.0,Ben Graham,38.0,2TM,P,8.0,0.0,33.0,1447.0,43.8,137.0,1250.0,37.9,58.0,3.0,9.1,12.0,36.4,0.0,
34.0,Ben Graham,38.0,ARI,P,1.0,0.0,5.0,212.0,42.4,45.0,167.0,33.4,55.0,0.0,0.0,2.0,40.0,0.0,
34.0,Ben Graham,38.0,DET,P,7.0,0.0,28.0,1235.0,44.1,92.0,1083.0,38.7,58.0,3.0,10.7,10.0,35.7,0.0,
35.0,Daniel Sepulveda,27.0,PIT,P,8.0,0.0,25.0,1153.0,46.1,37.0,1016.0,39.1,66.0,5.0,20.0,8.0,32.0,1.0,
36.0,Chris Jones,22.0,DAL,P,2.0,0.0,10.0,426.0,42.6,1.0,405.0,40.5,54.0,1.0,10.0,4.0,40.0,0.0,
37.0,Richmond McGee,28.0,CLE,P,1.0,0.0,8.0,288.0,36.0,15.0,253.0,31.6,48.0,1.0,12.5,0.0,0.0,0.0,
38.0,Robert Malone,23.0,DET,P,1.0,0.0,5.0,245.0,49.0,122.0,123.0,24.6,62.0,0.0,0.0,0.0,0.0,0.0,
39.0,Dan Bailey,23.0,DAL,K,16.0,0.0,2.0,79.0,39.5,5.0,74.0,37.0,41.0,0.0,0.0,0.0,0.0,0.0,
,League Average,,,,,,,,45.2,,,38.8,,,7.7,,31.6,,
