Player ID,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret.1,Yds.1,KRTD,Lng.1,Y/Ret.1,APYd
170984.0,Brandon Tate,24.0,CIN,WR,16.0,0.0,51.0,543.0,1.0,56.0,10.6,42.0,998.0,0.0,45.0,23.8,1541.0
,Jacoby Jones,27.0,HOU,WR,16.0,10.0,49.0,518.0,1.0,79.0,10.6,0.0,0.0,0.0,0.0,,1047.0
,Marc Mariani,24.0,TEN,WR,16.0,0.0,46.0,490.0,1.0,79.0,10.7,32.0,748.0,0.0,49.0,23.4,1266.0
382702.0,Patrick Peterson,21.0,ARI,RCB,16.0,16.0,44.0,699.0,4.0,99.0,15.9,0.0,0.0,0.0,0.0,,698.0
136676.0,Leon Washington,29.0,SEA,RB,16.0,1.0,41.0,464.0,0.0,37.0,11.3,43.0,1084.0,0.0,54.0,25.2,1844.0
156844.0,Ted Ginn Jr.,26.0,SFO,WR,14.0,3.0,38.0,466.0,1.0,55.0,12.3,29.0,800.0,1.0,102.0,27.6,1554.0
170038.0,Davone Bess,26.0,MIA,WR,16.0,4.0,37.0,442.0,0.0,25.0,11.9,1.0,0.0,0.0,0.0,0.0,988.0
,Stefan Logan,30.0,DET,RB,16.0,1.0,37.0,301.0,0.0,28.0,8.1,33.0,832.0,0.0,42.0,25.2,1184.0
,Brandon Banks,24.0,WAS,WR,16.0,0.0,36.0,328.0,0.0,55.0,9.1,51.0,1174.0,0.0,47.0,23.0,1513.0
,Josh Cribbs,28.0,CLE,WR,16.0,7.0,34.0,388.0,1.0,84.0,11.4,39.0,974.0,0.0,63.0,25.0,1905.0
192796.0,Marcus Sherels,24.0,MIN,DB,16.0,3.0,33.0,277.0,0.0,53.0,8.4,16.0,445.0,0.0,78.0,27.8,722.0
191481.0,Javier Arenas,24.0,KAN,DB,15.0,1.0,32.0,410.0,0.0,37.0,12.8,17.0,362.0,0.0,35.0,21.3,789.0
190009.0,Armanti Edwards,23.0,CAR,QB,16.0,0.0,32.0,176.0,0.0,17.0,5.5,3.0,35.0,0.0,17.0,11.7,216.0
,Eric Weems,26.0,ATL,WR,16.0,2.0,32.0,315.0,0.0,42.0,9.8,24.0,563.0,0.0,37.0,23.5,968.0
,Antonio Brown,23.0,PIT,WR,16.0,3.0,30.0,325.0,1.0,60.0,10.8,27.0,737.0,0.0,52.0,27.3,2211.0
162579.0,Lardarius Webb,26.0,BAL,LCB,16.0,15.0,30.0,301.0,1.0,68.0,10.0,2.0,59.0,0.0,37.0,29.5,441.0
237345.0,Jeremy Kerley,23.0,NYJ,WR,14.0,1.0,29.0,317.0,0.0,53.0,10.9,1.0,15.0,0.0,15.0,15.0,674.0
119948.0,Darren Sproles,28.0,NOR,RB,16.0,4.0,29.0,294.0,1.0,72.0,10.1,40.0,1089.0,0.0,92.0,27.2,2696.0
193061.0,Julian Edelman,25.0,NWE,WR,13.0,0.0,28.0,296.0,1.0,72.0,10.6,12.0,284.0,0.0,37.0,23.7,622.0
133285.0,Devin Hester,29.0,CHI,WR,16.0,8.0,28.0,454.0,2.0,82.0,16.2,33.0,723.0,1.0,98.0,21.9,1540.0
175767.0,Quan Cosby,29.0,DEN,WR,10.0,0.0,27.0,269.0,0.0,30.0,10.0,17.0,457.0,0.0,63.0,26.9,726.0
382886.0,Randall Cobb,21.0,GNB,WR,15.0,0.0,26.0,295.0,1.0,80.0,11.3,34.0,941.0,1.0,108.0,27.7,1616.0
236013.0,Denarius Moore,23.0,OAK,WR,13.0,10.0,25.0,216.0,0.0,34.0,8.6,2.0,37.0,0.0,20.0,18.5,932.0
183766.0,Preston Parker,24.0,TAM,WR,16.0,0.0,23.0,210.0,0.0,34.0,9.1,20.0,439.0,0.0,45.0,22.0,1192.0
,Patrick Crayton,32.0,SDG,WR,14.0,1.0,22.0,202.0,0.0,31.0,9.2,0.0,0.0,0.0,0.0,,450.0
102256.0,Mike Thomas,24.0,JAX,WR,15.0,13.0,19.0,88.0,0.0,28.0,4.6,0.0,0.0,0.0,0.0,,514.0
174193.0,DeSean Jackson,25.0,PHI,WR,15.0,15.0,17.0,114.0,0.0,51.0,6.7,1.0,7.0,0.0,7.0,7.0,1123.0
,Pierre Garcon,25.0,IND,WR,16.0,16.0,16.0,44.0,0.0,20.0,2.8,0.0,0.0,0.0,0.0,,1019.0
235655.0,Dez Bryant,23.0,DAL,WR,15.0,13.0,15.0,103.0,0.0,20.0,6.9,3.0,55.0,0.0,26.0,18.3,1091.0
184622.0,Dwayne Harris,24.0,DAL,WR,7.0,0.0,15.0,80.0,0.0,14.0,5.3,8.0,231.0,0.0,51.0,28.9,311.0
232571.0,Austin Pettis,23.0,STL,WR,12.0,3.0,15.0,139.0,0.0,39.0,9.3,3.0,62.0,0.0,24.0,20.7,451.0
120230.0,Aaron Ross,29.0,NYG,RCB,16.0,15.0,14.0,99.0,0.0,18.0,7.1,0.0,0.0,0.0,0.0,,118.0
192151.0,C.J. Spiller,24.0,BUF,RB,16.0,11.0,13.0,127.0,0.0,45.0,9.8,6.0,143.0,0.0,35.0,23.8,1100.0
156725.0,Eddie Royal,25.0,DEN,WR,12.0,8.0,12.0,194.0,1.0,85.0,16.2,3.0,47.0,0.0,20.0,15.7,444.0
,Cecil Shorts,24.0,JAX,WR,10.0,0.0,12.0,50.0,0.0,27.0,4.2,4.0,82.0,0.0,23.0,20.5,162.0
,Joe Lefeged,23.0,IND,DB,16.0,1.0,9.0,42.0,0.0,21.0,4.7,31.0,578.0,0.0,51.0,18.6,645.0
116908.0,Jim Leonhard,29.0,NYJ,SS,13.0,13.0,9.0,83.0,0.0,15.0,9.2,0.0,0.0,0.0,0.0,,86.0
163150.0,Leodis McKelvin,26.0,BUF,RCB,16.0,6.0,8.0,156.0,1.0,80.0,19.5,2.0,43.0,0.0,22.0,21.5,220.0
,Bryan Walters,24.0,SDG,WR,4.0,0.0,8.0,45.0,0.0,13.0,5.6,0.0,0.0,0.0,0.0,,72.0
,Wes Welker,30.0,NWE,WR,16.0,15.0,8.0,82.0,0.0,25.0,10.3,0.0,0.0,0.0,0.0,,1681.0
175929.0,Chad Hall,25.0,PHI,WR,7.0,0.0,7.0,76.0,0.0,30.0,10.9,2.0,43.0,0.0,24.0,21.5,152.0
176335.0,Blair White,24.0,IND,WR,7.0,0.0,7.0,22.0,0.0,13.0,3.1,0.0,0.0,0.0,0.0,,22.0
