Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,Dan Carpenter,25.0,MIA,K,16.0,0.0,1.0,1.0,9.0,9.0,5.0,5.0,18.0,11.0,8.0,4.0,41.0,30.0,60.0,73.2,25.0,25.0,100.0,70.0,4470.0,14.0,20.0,64.0,
2.0,Sebastian Janikowski,32.0,OAK,K,16.0,0.0,0.0,0.0,8.0,8.0,14.0,13.0,12.0,8.0,7.0,4.0,41.0,33.0,59.0,80.5,43.0,43.0,100.0,93.0,6007.0,29.0,31.2,65.0,
3.0,Josh Brown,31.0,STL,K,16.0,0.0,0.0,0.0,12.0,11.0,14.0,12.0,9.0,7.0,4.0,3.0,39.0,33.0,53.0,84.6,27.0,26.0,96.3,73.0,4819.0,5.0,6.8,66.0,
4.0,Nick Folk,26.0,NYJ,K,16.0,0.0,1.0,1.0,11.0,10.0,16.0,14.0,6.0,3.0,5.0,2.0,39.0,30.0,56.0,76.9,37.0,37.0,100.0,81.0,4986.0,7.0,8.6,62.0,
5.0,David Akers,36.0,PHI,K,16.0,0.0,0.0,0.0,12.0,12.0,11.0,9.0,12.0,10.0,3.0,1.0,38.0,32.0,50.0,84.2,47.0,47.0,100.0,96.0,6135.0,23.0,24.0,64.0,"PB,AP-2"
6.0,Graham Gano,23.0,WAS,K,16.0,0.0,1.0,1.0,10.0,8.0,7.0,4.0,14.0,11.0,3.0,0.0,35.0,24.0,49.0,68.6,28.0,28.0,100.0,71.0,4617.0,9.0,12.7,65.0,
7.0,David Buehler,23.0,DAL,K,16.0,0.0,0.0,0.0,8.0,8.0,7.0,4.0,11.0,8.0,6.0,4.0,32.0,24.0,53.0,75.0,44.0,42.0,95.5,84.0,5409.0,22.0,26.2,64.0,
8.0,Matt Bryant,35.0,ATL,K,16.0,0.0,0.0,0.0,11.0,11.0,9.0,8.0,10.0,8.0,1.0,1.0,31.0,28.0,51.0,90.3,44.0,44.0,100.0,0.0,0.0,0.0,,,
9.0,Robbie Gould,28.0,CHI,K,16.0,0.0,1.0,1.0,9.0,9.0,9.0,8.0,7.0,4.0,4.0,3.0,30.0,25.0,54.0,83.3,35.0,35.0,100.0,77.0,4890.0,16.0,20.8,64.0,
10.0,Olindo Mare,37.0,SEA,K,16.0,0.0,2.0,2.0,12.0,10.0,7.0,7.0,7.0,5.0,2.0,1.0,30.0,25.0,51.0,83.3,31.0,31.0,100.0,72.0,4679.0,20.0,27.8,65.0,
11.0,Neil Rackers,34.0,HOU,K,16.0,0.0,0.0,0.0,8.0,8.0,11.0,11.0,7.0,5.0,4.0,3.0,30.0,27.0,57.0,90.0,43.0,43.0,100.0,86.0,5658.0,13.0,15.1,66.0,
12.0,Billy Cundiff,30.0,BAL,K,16.0,0.0,0.0,0.0,11.0,11.0,9.0,8.0,8.0,7.0,1.0,0.0,29.0,26.0,49.0,89.7,39.0,39.0,100.0,79.0,5399.0,40.0,50.6,68.0,"PB,AP-1"
13.0,John Kasay,41.0,CAR,K,16.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,14.0,11.0,4.0,3.0,29.0,25.0,55.0,86.2,17.0,17.0,100.0,4.0,228.0,0.0,0.0,57.0,
14.0,Connor Barth,24.0,TAM,K,16.0,0.0,0.0,0.0,6.0,6.0,10.0,10.0,10.0,6.0,2.0,1.0,28.0,23.0,53.0,82.1,36.0,36.0,100.0,78.0,4809.0,1.0,1.3,62.0,
15.0,Mason Crosby,26.0,GNB,K,16.0,0.0,1.0,1.0,8.0,7.0,5.0,4.0,10.0,8.0,4.0,2.0,28.0,22.0,56.0,78.6,46.0,46.0,100.0,84.0,5088.0,4.0,4.8,61.0,
16.0,Phil Dawson,35.0,CLE,K,16.0,0.0,3.0,3.0,7.0,7.0,10.0,10.0,5.0,3.0,3.0,0.0,28.0,23.0,48.0,82.1,28.0,28.0,100.0,67.0,4035.0,7.0,10.4,60.0,
17.0,Nate Kaeding,28.0,SDG,K,13.0,0.0,0.0,0.0,6.0,6.0,8.0,7.0,10.0,9.0,4.0,1.0,28.0,23.0,50.0,82.1,40.0,40.0,100.0,72.0,4490.0,4.0,5.6,62.0,
18.0,Josh Scobee,28.0,JAX,K,16.0,0.0,2.0,2.0,3.0,3.0,7.0,6.0,14.0,9.0,2.0,2.0,28.0,22.0,59.0,78.6,41.0,41.0,100.0,76.0,4949.0,15.0,19.7,65.0,
19.0,Adam Vinatieri,38.0,IND,K,16.0,0.0,0.0,0.0,8.0,8.0,10.0,9.0,10.0,9.0,0.0,0.0,28.0,26.0,48.0,92.9,51.0,51.0,100.0,0.0,0.0,0.0,,,
20.0,Jay Feely,34.0,ARI,K,16.0,0.0,0.0,0.0,8.0,8.0,6.0,6.0,10.0,8.0,3.0,2.0,27.0,24.0,55.0,88.9,29.0,29.0,100.0,70.0,4512.0,16.0,22.9,65.0,
21.0,Rob Bironas,32.0,TEN,K,16.0,0.0,0.0,0.0,6.0,6.0,9.0,8.0,8.0,8.0,3.0,2.0,26.0,24.0,55.0,92.3,38.0,38.0,100.0,76.0,4956.0,17.0,22.4,65.0,
