Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
1,Anthony Adams,30,CHI,RDT,16,16,0,0,0,0,1,2,0,0,0,0,2.0,37,33,4,9.0,5.0,0,
2,Flozell Adams,35,PIT,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
3,Jared Allen,28,MIN,RDE,16,16,2,40,1,36,6,1,0,1,0,0,11.0,60,45,15,14.0,25.0,0,
4,Tyson Alualu,23,JAX,LDT,16,16,0,0,0,0,1,0,0,0,0,0,3.5,38,29,9,7.0,9.0,0,
5,Miles Austin,26,DAL,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0.0,0,PB
6,Remi Ayodele,27,NOR,LDT,16,16,0,0,0,0,1,1,0,0,0,0,1.0,37,21,16,3.0,2.0,0,
7,David Baas,29,SFO,C,16,16,0,0,0,0,0,0,2,0,-24,0,0.0,0,0,0,0.0,0.0,0,
8,Jason Babin,30,TEN,LDE,16,16,0,0,0,0,0,2,0,0,0,0,12.5,58,44,14,16.0,27.0,0,PB
9,Jeff Backus,33,DET,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
10,Alan Ball,25,DAL,FS,16,16,2,27,0,27,4,1,0,0,0,0,0.5,46,41,5,0.0,1.0,0,
11,Justin Bannan,31,DEN,RDE,16,16,0,0,0,0,4,1,0,0,0,0,1.0,35,25,10,3.0,9.0,0,
12,Ronde Barber,35,TAM,RCB,16,16,3,98,0,64,13,0,0,0,0,0,1.0,82,66,16,10.0,5.0,0,
13,Jon Beason,25,CAR,RLB/MLB,16,16,1,7,0,7,8,2,0,0,0,0,1.0,121,90,31,10.0,2.0,0,PB
14,Jacob Bell,29,STL,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,0,
