Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Tavon Austin,26.0,LAR,WR,15.0,15.0,44.0,336.0,0.0,47.0,7.6,1.0,5.0,0.0,5.0,5.0,1009.0,
2.0,Tyreek Hill,22.0,KAN,WR,16.0,1.0,39.0,592.0,2.0,95.0,15.2,14.0,384.0,1.0,86.0,27.4,1836.0,"PB,AP-1"
3.0,Jalen Richard,23.0,OAK,RB,16.0,0.0,34.0,306.0,0.0,47.0,9.0,17.0,402.0,0.0,50.0,23.6,1391.0,
4.0,Ted Ginn Jr.,31.0,CAR,WR,16.0,8.0,29.0,202.0,0.0,19.0,7.0,18.0,391.0,0.0,59.0,21.7,1443.0,
5.0,Dwayne Harris,29.0,NYG,WR,16.0,1.0,29.0,170.0,0.0,17.0,5.9,22.0,533.0,0.0,46.0,24.2,716.0,PB
6.0,Tyler Lockett,24.0,SEA,WR,15.0,9.0,29.0,243.0,0.0,62.0,8.4,23.0,606.0,0.0,46.0,26.3,1560.0,AP-2
7.0,Marc Mariani,29.0,TEN,WR,16.0,0.0,29.0,235.0,0.0,18.0,8.1,26.0,560.0,0.0,37.0,21.5,810.0,
8.0,Alex Erickson,24.0,CIN,WR,16.0,0.0,28.0,195.0,0.0,24.0,7.0,29.0,810.0,0.0,84.0,27.9,1076.0,
9.0,Jamison Crowder,23.0,WAS,WR,16.0,9.0,27.0,328.0,1.0,85.0,12.1,0.0,0.0,0.0,0.0,,1173.0,
10.0,Tyler Ervin,23.0,HOU,RB,12.0,0.0,27.0,261.0,0.0,57.0,9.7,14.0,263.0,0.0,33.0,18.8,545.0,
11.0,Brandon Tate,29.0,BUF,WR,15.0,1.0,26.0,301.0,0.0,43.0,11.6,29.0,662.0,0.0,45.0,22.8,1128.0,
12.0,Devin Hester,34.0,BAL,WR,12.0,0.0,25.0,180.0,0.0,28.0,7.2,19.0,466.0,0.0,60.0,24.5,646.0,
13.0,Jordan Norwood,30.0,DEN,WR,14.0,6.0,25.0,204.0,0.0,17.0,8.2,3.0,65.0,0.0,27.0,21.7,501.0,
14.0,Lucky Whitehead,24.0,DAL,WR,15.0,1.0,25.0,195.0,0.0,39.0,7.8,17.0,394.0,0.0,33.0,23.2,719.0,
15.0,Adam Humphries,23.0,TAM,WR,15.0,4.0,24.0,237.0,0.0,25.0,9.9,4.0,47.0,0.0,17.0,11.8,924.0,
16.0,Eric Weems,31.0,ATL,WR,16.0,0.0,24.0,273.0,0.0,73.0,11.4,17.0,391.0,0.0,42.0,23.0,664.0,
17.0,Rashad Greene,24.0,JAX,WR,8.0,0.0,21.0,131.0,0.0,42.0,6.2,0.0,0.0,0.0,0.0,,163.0,
18.0,Jeremy Kerley,28.0,SFO,WR,16.0,13.0,21.0,158.0,0.0,26.0,7.5,2.0,32.0,0.0,20.0,16.0,857.0,
19.0,Marcus Sherels,29.0,MIN,DB,11.0,0.0,21.0,292.0,2.0,79.0,13.9,2.0,35.0,0.0,18.0,17.5,327.0,
20.0,Jakeem Grant,24.0,MIA,WR,16.0,0.0,20.0,165.0,1.0,74.0,8.3,19.0,439.0,0.0,45.0,23.1,605.0,
21.0,Andre Roberts,28.0,DET,WR,16.0,1.0,20.0,246.0,2.0,85.0,12.3,33.0,747.0,0.0,42.0,22.6,1181.0,
22.0,Eddie Royal,30.0,CHI,WR,9.0,1.0,19.0,166.0,1.0,65.0,8.7,0.0,0.0,0.0,0.0,,535.0,
23.0,Danny Amendola,31.0,NWE,WR,12.0,4.0,18.0,121.0,0.0,30.0,6.7,5.0,129.0,0.0,73.0,25.8,493.0,
24.0,Jalin Marshall,21.0,NYJ,WR,10.0,1.0,18.0,100.0,0.0,19.0,5.6,13.0,324.0,0.0,65.0,24.9,586.0,
