Player ID,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret.1,Yds.1,KRTD,Lng.1,Y/Ret.1,APYd
534809.0,Alex Erickson,25.0,CIN,WR,16.0,0.0,39.0,278.0,0.0,29.0,7.1,32.0,663.0,0.0,41.0,20.7,1137.0
192796.0,Marcus Sherels,30.0,MIN,DB,16.0,0.0,39.0,372.0,0.0,46.0,9.5,11.0,271.0,0.0,32.0,24.6,643.0
515181.0,Tyler Lockett,25.0,SEA,WR,16.0,8.0,36.0,237.0,0.0,27.0,6.6,37.0,949.0,1.0,99.0,25.6,1799.0
3120347.0,Adoree' Jackson,22.0,TEN,LCB,16.0,16.0,34.0,290.0,0.0,46.0,8.5,25.0,578.0,0.0,57.0,23.1,923.0
548173.0,Pharoh Cooper,22.0,LAR,WR,16.0,1.0,32.0,399.0,0.0,53.0,12.5,34.0,932.0,1.0,103.0,27.4,1421.0
3115962.0,Jabrill Peppers,22.0,CLE,SS,13.0,13.0,30.0,180.0,0.0,25.0,6.0,14.0,318.0,0.0,35.0,22.7,498.0
,Trent Taylor,23.0,SFO,WR,15.0,1.0,30.0,281.0,0.0,39.0,9.4,1.0,8.0,0.0,8.0,8.0,719.0
553708.0,Jamal Agnew,22.0,DET,DB,13.0,0.0,29.0,447.0,2.0,88.0,15.4,11.0,196.0,0.0,25.0,17.8,670.0
554513.0,Tarik Cohen,22.0,CHI,RB,16.0,4.0,29.0,272.0,1.0,61.0,9.4,26.0,583.0,0.0,46.0,22.4,1578.0
545256.0,Ryan Switzer,23.0,DAL,WR,16.0,0.0,29.0,256.0,1.0,83.0,8.8,24.0,600.0,0.0,61.0,25.0,902.0
160411.0,Danny Amendola,32.0,NWE,WR,15.0,8.0,27.0,231.0,0.0,40.0,8.6,1.0,16.0,0.0,16.0,16.0,906.0
379309.0,Kenjon Barner,28.0,PHI,RB,13.0,1.0,27.0,240.0,0.0,76.0,8.9,10.0,194.0,0.0,27.0,19.4,547.0
382156.0,Travis Benjamin,28.0,LAC,WR,16.0,3.0,27.0,257.0,1.0,65.0,9.5,0.0,0.0,0.0,0.0,,920.0
481645.0,Michael Campanaro,26.0,BAL,WR,13.0,0.0,27.0,291.0,1.0,77.0,10.8,6.0,159.0,0.0,40.0,26.5,665.0
517452.0,Jamison Crowder,24.0,WAS,WR,15.0,6.0,27.0,171.0,0.0,29.0,6.3,0.0,0.0,0.0,0.0,,994.0
535324.0,Jaydon Mickens,23.0,JAX,WR,10.0,0.0,27.0,287.0,1.0,72.0,10.6,2.0,20.0,0.0,20.0,10.0,384.0
186392.0,Andre Roberts,29.0,ATL,WR,16.0,0.0,27.0,201.0,0.0,27.0,7.4,38.0,860.0,0.0,61.0,22.6,1073.0
531791.0,Jalen Richard,24.0,OAK,RB,16.0,1.0,26.0,155.0,0.0,19.0,6.0,8.0,90.0,0.0,17.0,11.3,776.0
514493.0,Jakeem Grant,25.0,MIA,WR,16.0,0.0,25.0,190.0,0.0,27.0,7.6,21.0,479.0,0.0,31.0,22.8,871.0
3116406.0,Tyreek Hill,23.0,KAN,WR,15.0,13.0,25.0,204.0,1.0,82.0,8.2,0.0,0.0,0.0,0.0,,1446.0
516956.0,Trevor Davis,24.0,GNB,WR,16.0,0.0,24.0,289.0,0.0,65.0,12.0,31.0,707.0,0.0,34.0,22.8,1079.0
3117251.0,Christian McCaffrey,21.0,CAR,RB,16.0,10.0,22.0,162.0,0.0,25.0,7.4,3.0,58.0,0.0,21.0,19.3,1306.0
3128724.0,Isaiah McKenzie,22.0,DEN,WR,11.0,0.0,21.0,183.0,0.0,44.0,8.7,3.0,50.0,0.0,21.0,16.7,266.0
505058.0,Kerwynn Williams,26.0,ARI,RB,16.0,6.0,21.0,137.0,0.0,20.0,6.5,16.0,326.0,0.0,28.0,20.4,982.0
170984.0,Brandon Tate,30.0,BUF,WR,13.0,1.0,20.0,193.0,0.0,40.0,9.7,28.0,548.0,0.0,29.0,19.6,822.0
156844.0,Ted Ginn Jr.,32.0,NOR,WR,15.0,10.0,19.0,103.0,0.0,17.0,5.4,5.0,56.0,0.0,17.0,11.2,985.0
511635.0,Eli Rogers,25.0,PIT,WR,14.0,4.0,19.0,146.0,0.0,27.0,7.7,0.0,0.0,0.0,0.0,,295.0
515945.0,Quan Bray,24.0,IND,WR,9.0,0.0,17.0,90.0,0.0,20.0,5.3,18.0,430.0,0.0,60.0,23.9,559.0
237345.0,Jeremy Kerley,29.0,NYJ,WR,8.0,2.0,16.0,85.0,0.0,15.0,5.3,0.0,0.0,0.0,0.0,,302.0
,Jojo Natson,23.0,NYJ,WR,7.0,0.0,16.0,38.0,0.0,17.0,2.4,16.0,325.0,0.0,32.0,20.3,396.0
511603.0,Tommylee Lewis,25.0,NOR,WR,15.0,0.0,14.0,115.0,0.0,24.0,8.2,13.0,307.0,0.0,39.0,23.6,552.0
382702.0,Patrick Peterson,27.0,ARI,LCB,16.0,16.0,13.0,88.0,0.0,19.0,6.8,0.0,0.0,0.0,0.0,,157.0
487982.0,Tavon Austin,27.0,LAR,WR,16.0,9.0,12.0,53.0,0.0,12.0,4.4,1.0,13.0,0.0,13.0,13.0,383.0
517229.0,Jarvis Landry,25.0,MIA,WR,16.0,16.0,12.0,81.0,0.0,16.0,6.8,0.0,-5.0,0.0,-5.0,,1056.0
,Antonio Brown,29.0,PIT,WR,14.0,14.0,11.0,61.0,0.0,16.0,5.5,0.0,0.0,0.0,0.0,,1594.0
,Jordan Taylor,25.0,DEN,WR,10.0,2.0,11.0,103.0,0.0,24.0,9.4,0.0,0.0,0.0,0.0,,245.0
537458.0,Chester Rogers,23.0,IND,WR,11.0,4.0,10.0,80.0,0.0,30.0,8.0,1.0,5.0,0.0,5.0,5.0,377.0
,Will Fuller,23.0,HOU,WR,10.0,10.0,9.0,135.0,0.0,49.0,15.0,0.0,0.0,0.0,0.0,,567.0
512671.0,Tyler Ervin,24.0,HOU,RB,4.0,0.0,8.0,60.0,0.0,21.0,7.5,5.0,93.0,0.0,24.0,18.6,203.0
511464.0,De'Anthony Thomas,24.0,KAN,RB,16.0,2.0,8.0,16.0,0.0,8.0,2.0,13.0,305.0,0.0,39.0,23.5,468.0
,Brittan Golden,29.0,ARI,WR,13.0,0.0,7.0,63.0,0.0,15.0,9.0,4.0,81.0,0.0,26.0,20.3,214.0
184622.0,Dwayne Harris,30.0,NYG,WR,5.0,0.0,7.0,48.0,0.0,17.0,6.9,9.0,188.0,0.0,30.0,20.9,236.0
511206.0,Adam Humphries,24.0,TAM,WR,16.0,3.0,6.0,49.0,0.0,19.0,8.2,0.0,0.0,0.0,0.0,,686.0
,Adam Jones,34.0,CIN,RCB,9.0,9.0,6.0,131.0,0.0,40.0,21.8,0.0,0.0,0.0,0.0,,131.0
,T.J. Jones,25.0,DET,WR,14.0,6.0,6.0,47.0,0.0,17.0,7.8,5.0,105.0,0.0,35.0,21.0,551.0
515826.0,Bruce Ellington,26.0,HOU,WR,11.0,6.0,5.0,47.0,0.0,21.0,9.4,0.0,0.0,0.0,0.0,,398.0
513334.0,Marqise Lee,26.0,JAX,WR,14.0,14.0,5.0,13.0,0.0,7.0,2.6,0.0,0.0,0.0,0.0,,732.0
535181.0,Bryce Treggs,23.0,CLE,WR,6.0,1.0,5.0,24.0,0.0,11.0,4.8,0.0,0.0,0.0,0.0,,109.0
,Victor Bolden,22.0,SFO,WR,9.0,0.0,4.0,23.0,0.0,16.0,5.8,19.0,396.0,0.0,34.0,20.8,419.0
533410.0,Ed Eagan,24.0,NYG,WR,4.0,0.0,4.0,20.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,,20.0
504057.0,DeAndrew White,26.0,HOU,WR,2.0,1.0,4.0,3.0,0.0,3.0,0.8,0.0,0.0,0.0,0.0,,27.0
,Duke Johnson,24.0,CLE,RB,16.0,0.0,3.0,17.0,0.0,12.0,5.7,0.0,0.0,0.0,0.0,,1058.0
512838.0,Braxton Miller,25.0,HOU,WR,11.0,3.0,3.0,12.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,,175.0
380280.0,Cole Beasley,28.0,DAL,WR,15.0,4.0,2.0,19.0,0.0,15.0,9.5,0.0,0.0,0.0,0.0,,333.0
,DeAngelo Hall,34.0,WAS,DB,5.0,2.0,2.0,7.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,,7.0
480441.0,Micah Hyde,27.0,BUF,SS,16.0,16.0,2.0,18.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,,82.0
,Eddie Jackson,24.0,CHI,FS,16.0,16.0,2.0,6.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,163.0
,Bobby Rainey,30.0,BAL,RB,4.0,0.0,2.0,22.0,0.0,13.0,11.0,11.0,338.0,1.0,96.0,30.7,380.0
177359.0,Emmanuel Sanders,30.0,DEN,WR,12.0,11.0,2.0,-2.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,,553.0
237421.0,Golden Tate,29.0,DET,WR,16.0,12.0,2.0,23.0,0.0,13.0,11.5,2.0,0.0,0.0,1.0,0.0,1048.0
162579.0,Lardarius Webb,32.0,BAL,DB,16.0,3.0,2.0,7.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,,17.0
,Eric Weems,32.0,TEN,WR,16.0,0.0,2.0,15.0,0.0,13.0,7.5,2.0,18.0,0.0,18.0,9.0,38.0
3115913.0,Geronimo Allison,23.0,GNB,WR,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,253.0
,Donatello Brown,26.0,GNB,DB,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
515818.0,Damiere Byrd,24.0,CAR,WR,8.0,3.0,1.0,9.0,0.0,9.0,9.0,7.0,229.0,1.0,103.0,32.7,355.0
503427.0,Bryce Callahan,26.0,CHI,DB,12.0,6.0,1.0,59.0,1.0,59.0,59.0,0.0,0.0,0.0,0.0,,132.0
169696.0,Patrick Chung,30.0,NWE,SS,16.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,34.0
503189.0,Darqueze Dennard,26.0,CIN,DB,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,109.0
,Bennie Fowler,26.0,DEN,WR,16.0,4.0,1.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,356.0
552223.0,Johnny Holton,27.0,OAK,WR,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,218.0
553531.0,William Jackson III,25.0,CIN,DB,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0
,Trumaine Johnson,27.0,LAR,LCB,16.0,15.0,1.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,45.0
545375.0,Desmond King,23.0,LAC,DB,16.0,4.0,1.0,2.0,0.0,2.0,2.0,17.0,353.0,0.0,44.0,20.8,445.0
546338.0,Brendan Langley,23.0,DEN,DB,11.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,183.0,0.0,61.0,30.5,189.0
530275.0,Max McCaffrey,23.0,JAX,WR,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0
545809.0,Elijah McGuire,23.0,NYJ,RB,16.0,2.0,1.0,10.0,0.0,10.0,10.0,4.0,83.0,0.0,24.0,20.8,585.0
546314.0,Demarcus Robinson,23.0,KAN,WR,16.0,8.0,1.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,,208.0
236807.0,Torrey Smith,28.0,PHI,WR,16.0,14.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,436.0
511422.0,Willie Snead,25.0,NOR,WR,11.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,18.0,18.0,110.0
381492.0,Daniel Sorensen,27.0,KAN,FS,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0
119948.0,Darren Sproles,34.0,PHI,RB,3.0,0.0,1.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,144.0
3892889.0,Dede Westbrook,24.0,JAX,WR,7.0,5.0,1.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,,358.0
380494.0,Griff Whalen,27.0,BAL,WR,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,25.0
511824.0,Jermaine Whitehead,24.0,GNB,DB,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0
514508.0,Ameer Abdullah,24.0,DET,RB,14.0,11.0,0.0,0.0,0.0,0.0,,8.0,179.0,0.0,29.0,22.4,893.0
,Sam Acho,29.0,CHI,LOLB,16.0,12.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,3.0,3.0,3.0
550679.0,Tarell Basham,23.0,IND,DE,15.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
,David Bass,27.0,NYJ,DE,13.0,2.0,0.0,0.0,0.0,0.0,,1.0,10.0,0.0,10.0,10.0,10.0
517215.0,Odell Beckham Jr.,25.0,NYG,WR,4.0,2.0,0.0,0.0,0.0,0.0,,1.0,20.0,0.0,20.0,20.0,330.0
