Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Dexter McCluster,24.0,KAN,WR,15.0,6.0,58.0,686.0,2.0,89.0,11.8,1.0,3.0,0.0,3.0,3.0,1205.0,"PB,AP-2"
2.0,Golden Tate,25.0,SEA,WR,16.0,13.0,51.0,585.0,0.0,71.0,11.5,3.0,57.0,0.0,24.0,19.0,1571.0,
3.0,Keshawn Martin,23.0,HOU,WR,16.0,1.0,39.0,345.0,1.0,87.0,8.8,36.0,947.0,0.0,50.0,26.3,1545.0,
4.0,Brandon Tate,26.0,CIN,WR,16.0,0.0,36.0,336.0,0.0,43.0,9.3,35.0,914.0,0.0,71.0,26.1,1256.0,
5.0,Julian Edelman,27.0,NWE,WR,16.0,11.0,35.0,374.0,0.0,43.0,10.7,0.0,0.0,0.0,0.0,,1441.0,
6.0,Marcus Thigpen,27.0,MIA,RB,16.0,0.0,34.0,264.0,0.0,34.0,7.8,39.0,878.0,0.0,50.0,22.5,1257.0,
7.0,Tavon Austin,23.0,STL,WR,13.0,3.0,33.0,280.0,1.0,98.0,8.5,18.0,398.0,0.0,32.0,22.1,1247.0,
8.0,Patrick Peterson,23.0,ARI,LCB,16.0,16.0,33.0,198.0,0.0,22.0,6.0,1.0,18.0,0.0,18.0,18.0,350.0,"PB,AP-1"
9.0,Antonio Brown,25.0,PIT,WR,16.0,14.0,32.0,409.0,1.0,67.0,12.8,1.0,16.0,0.0,16.0,16.0,1928.0,"PB,AP-2"
10.0,Trindon Holliday,27.0,DEN,WR,15.0,0.0,32.0,271.0,1.0,81.0,8.5,28.0,775.0,1.0,105.0,27.7,1053.0,
11.0,Leodis McKelvin,28.0,BUF,LCB,15.0,13.0,32.0,180.0,0.0,21.0,5.6,0.0,0.0,0.0,0.0,,180.0,
