Player ID,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret.1,Yds.1,KRTD,Lng.1,Y/Ret.1,APYd
191216.0,Dexter McCluster,24.0,KAN,WR,15.0,6.0,58.0,686.0,2.0,89.0,11.8,1.0,3.0,0.0,3.0,3.0,1205.0
237421.0,Golden Tate,25.0,SEA,WR,16.0,13.0,51.0,585.0,0.0,71.0,11.5,3.0,57.0,0.0,24.0,19.0,1571.0
381922.0,Keshawn Martin,23.0,HOU,WR,16.0,1.0,39.0,345.0,1.0,87.0,8.8,36.0,947.0,0.0,50.0,26.3,1545.0
170984.0,Brandon Tate,26.0,CIN,WR,16.0,0.0,36.0,336.0,0.0,43.0,9.3,35.0,914.0,0.0,71.0,26.1,1256.0
193061.0,Julian Edelman,27.0,NWE,WR,16.0,11.0,35.0,374.0,0.0,43.0,10.7,0.0,0.0,0.0,0.0,,1441.0
160617.0,Marcus Thigpen,27.0,MIA,RB,16.0,0.0,34.0,264.0,0.0,34.0,7.8,39.0,878.0,0.0,50.0,22.5,1257.0
487982.0,Tavon Austin,23.0,STL,WR,13.0,3.0,33.0,280.0,1.0,98.0,8.5,18.0,398.0,0.0,32.0,22.1,1247.0
382702.0,Patrick Peterson,23.0,ARI,LCB,16.0,16.0,33.0,198.0,0.0,22.0,6.0,1.0,18.0,0.0,18.0,18.0,350.0
,Antonio Brown,25.0,PIT,WR,16.0,14.0,32.0,409.0,1.0,67.0,12.8,1.0,16.0,0.0,16.0,16.0,1928.0
181680.0,Trindon Holliday,27.0,DEN,WR,15.0,0.0,32.0,271.0,1.0,81.0,8.5,28.0,775.0,1.0,105.0,27.7,1053.0
163150.0,Leodis McKelvin,28.0,BUF,LCB,15.0,13.0,32.0,180.0,0.0,21.0,5.6,0.0,0.0,0.0,0.0,,180.0
480208.0,Rueben Randle,22.0,NYG,WR,16.0,3.0,29.0,237.0,0.0,32.0,8.2,0.0,0.0,0.0,0.0,,848.0
119948.0,Darren Sproles,30.0,NOR,RB,15.0,4.0,29.0,194.0,0.0,28.0,6.7,12.0,255.0,0.0,32.0,21.3,1273.0
156844.0,Ted Ginn Jr.,28.0,CAR,WR,16.0,2.0,26.0,316.0,0.0,41.0,12.2,25.0,595.0,0.0,38.0,23.8,1496.0
504290.0,Ace Sanders,22.0,JAX,WR,15.0,4.0,25.0,140.0,0.0,17.0,5.6,3.0,75.0,0.0,31.0,25.0,703.0
480441.0,Micah Hyde,23.0,GNB,DB,16.0,3.0,24.0,296.0,1.0,93.0,12.3,22.0,531.0,0.0,70.0,24.1,827.0
381622.0,Tandon Doss,24.0,BAL,WR,15.0,2.0,23.0,359.0,1.0,82.0,15.6,0.0,0.0,0.0,0.0,,664.0
,LaMichael James,24.0,SFO,RB,10.0,0.0,23.0,251.0,0.0,40.0,10.9,12.0,321.0,0.0,41.0,26.8,647.0
481227.0,Eric Page,22.0,TAM,WR,16.0,1.0,23.0,251.0,0.0,52.0,10.9,22.0,548.0,0.0,44.0,24.9,881.0
382156.0,Travis Benjamin,24.0,CLE,WR,8.0,3.0,22.0,257.0,1.0,79.0,11.7,3.0,146.0,0.0,86.0,48.7,553.0
192796.0,Marcus Sherels,26.0,MIN,DB,16.0,3.0,22.0,335.0,1.0,86.0,15.2,0.0,0.0,0.0,0.0,,335.0
184622.0,Dwayne Harris,26.0,DAL,WR,13.0,3.0,20.0,256.0,1.0,86.0,12.8,28.0,857.0,0.0,90.0,30.6,1199.0
,Jacoby Jones,29.0,BAL,WR,12.0,9.0,19.0,237.0,0.0,37.0,12.5,31.0,892.0,1.0,77.0,28.8,1584.0
192891.0,Robert McClain,25.0,ATL,RCB,16.0,6.0,19.0,193.0,0.0,25.0,10.2,0.0,0.0,0.0,0.0,,193.0
133285.0,Devin Hester,31.0,CHI,PR,16.0,0.0,18.0,256.0,1.0,81.0,14.2,52.0,1436.0,0.0,80.0,27.6,1692.0
,Santana Moss,34.0,WAS,WR,16.0,1.0,18.0,130.0,0.0,18.0,7.2,1.0,15.0,0.0,15.0,15.0,622.0
384853.0,T.Y. Hilton,24.0,IND,WR,16.0,10.0,17.0,159.0,0.0,34.0,9.4,0.0,0.0,0.0,0.0,,1248.0
501550.0,Keenan Allen,21.0,SDG,WR,15.0,14.0,15.0,125.0,0.0,28.0,8.3,0.0,0.0,0.0,0.0,,1171.0
174193.0,DeSean Jackson,27.0,PHI,WR,16.0,16.0,14.0,71.0,0.0,32.0,5.1,1.0,10.0,0.0,10.0,10.0,1415.0
237345.0,Jeremy Kerley,25.0,NYJ,WR,12.0,8.0,13.0,115.0,0.0,24.0,8.8,1.0,19.0,0.0,19.0,19.0,668.0
383771.0,Damaris Johnson,24.0,PHI,WR,13.0,0.0,12.0,100.0,0.0,21.0,8.3,17.0,441.0,0.0,33.0,25.9,555.0
,Kyle Williams,25.0,SFO,WR,9.0,5.0,12.0,61.0,0.0,22.0,5.1,7.0,134.0,0.0,35.0,19.1,331.0
,Adam Jones,30.0,CIN,RCB,16.0,13.0,11.0,88.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,,191.0
380280.0,Cole Beasley,24.0,DAL,WR,14.0,3.0,10.0,68.0,0.0,14.0,6.8,1.0,11.0,0.0,11.0,11.0,447.0
