Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Unnamed: 17_level_0,Unnamed: 18_level_0
Rk,Player,Age,Team,Pos,G,GS,Ret,Yds,PRTD,Lng,Y/Ret,Ret,Yds,KRTD,Lng,Y/Ret,APYd,Awards
1.0,Brandon Powell,28.0,MIN,WR,17.0,2.0,37.0,289.0,0.0,25.0,7.8,0.0,0.0,0.0,0.0,,630.0,
2.0,Ihmir Smith-Marsette,24.0,CAR,WR,17.0,0.0,37.0,322.0,1.0,79.0,8.7,0.0,0.0,0.0,0.0,,447.0,
3.0,Jamison Crowder,30.0,WAS,WR,17.0,0.0,35.0,278.0,0.0,61.0,7.9,0.0,0.0,0.0,0.0,,439.0,
4.0,Xavier Gipson,22.0,NYJ,WR,17.0,3.0,33.0,319.0,1.0,65.0,9.7,22.0,511.0,0.0,34.0,23.2,1127.0,
5.0,Calvin Austin III,24.0,PIT,WR,17.0,1.0,29.0,249.0,0.0,34.0,8.6,0.0,0.0,0.0,0.0,,486.0,
6.0,Britain Covey,26.0,PHI,WR,16.0,0.0,29.0,417.0,0.0,54.0,14.4,1.0,30.0,0.0,30.0,30.0,489.0,
7.0,Greg Dortch,25.0,ARI,WR,16.0,4.0,29.0,275.0,0.0,49.0,9.5,17.0,360.0,0.0,40.0,21.2,917.0,
8.0,Kalif Raymond,29.0,DET,WR,17.0,3.0,29.0,331.0,0.0,42.0,11.4,0.0,0.0,0.0,0.0,,895.0,
9.0,Deonte Harty,26.0,BUF,WR,16.0,1.0,26.0,323.0,1.0,96.0,12.4,1.0,7.0,0.0,7.0,7.0,480.0,
10.0,DeeJay Dallas,25.0,SEA,RB,17.0,0.0,25.0,265.0,0.0,32.0,10.6,17.0,440.0,0.0,34.0,25.9,767.0,
11.0,Rashid Shaheed,25.0,NOR,WR,15.0,8.0,25.0,339.0,1.0,76.0,13.6,18.0,384.0,0.0,28.0,21.3,1479.0,"PB,AP-1"
12.0,Deven Thompkins,24.0,TAM,WR,17.0,1.0,25.0,234.0,0.0,51.0,9.4,16.0,327.0,0.0,32.0,20.4,700.0,
13.0,Austin Trammell,25.0,LAR,WR,16.0,0.0,25.0,183.0,0.0,29.0,7.3,6.0,101.0,0.0,36.0,16.8,313.0,
14.0,DeAndre Carter,30.0,LVR,WR,17.0,1.0,24.0,232.0,0.0,32.0,9.7,11.0,262.0,0.0,40.0,23.8,551.0,
15.0,Derius Davis,23.0,LAC,WR,17.0,2.0,24.0,385.0,1.0,87.0,16.0,17.0,374.0,0.0,46.0,22.0,926.0,AP-2
