Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Kickoffs,Unnamed: 29_level_0
Rk,Player,Age,Team,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Awards
1.0,Brandon Aubrey,29.0,DAL,K,17.0,0.0,0.0,0.0,4.0,4.0,10.0,8.0,16.0,14.0,17.0,14.0,47.0,40.0,65.0,85.1,30.0,30.0,100.0,88.0,5341.0,43.0,48.9,61.0,"PB,AP-2"
2.0,Chris Boswell,33.0,PIT,K,17.0,0.0,0.0,0.0,9.0,9.0,12.0,12.0,8.0,7.0,15.0,13.0,44.0,41.0,57.0,93.2,35.0,35.0,100.0,90.0,5713.0,49.0,54.4,64.0,"PB,AP-1"
3.0,Cameron Dicker,24.0,LAC,K,17.0,0.0,1.0,1.0,9.0,9.0,9.0,9.0,12.0,11.0,11.0,9.0,42.0,39.0,59.0,92.9,36.0,33.0,91.7,94.0,5962.0,65.0,69.1,63.0,
4.0,Ka'imi Fairbairn,30.0,HOU,K,17.0,0.0,0.0,0.0,10.0,8.0,11.0,11.0,5.0,4.0,16.0,13.0,42.0,36.0,59.0,85.7,36.0,34.0,94.4,88.0,5426.0,42.0,47.7,62.0,
5.0,Jason Sanders,29.0,MIA,K,17.0,0.0,0.0,0.0,7.0,7.0,13.0,13.0,7.0,5.0,14.0,12.0,41.0,37.0,57.0,90.2,28.0,26.0,92.9,86.0,5421.0,66.0,76.7,63.0,
6.0,Daniel Carlson,29.0,LVR,K,17.0,0.0,0.0,0.0,10.0,10.0,11.0,11.0,8.0,6.0,11.0,7.0,40.0,34.0,54.0,85.0,25.0,23.0,92.0,80.0,4850.0,51.0,63.8,61.0,
7.0,Matt Gay,30.0,IND,K,16.0,0.0,0.0,0.0,9.0,9.0,12.0,12.0,7.0,7.0,9.0,3.0,37.0,31.0,56.0,83.8,33.0,33.0,100.0,82.0,5280.0,68.0,82.9,64.0,
8.0,Jake Elliott,29.0,PHI,K,17.0,0.0,0.0,0.0,9.0,9.0,11.0,10.0,9.0,8.0,7.0,1.0,36.0,28.0,50.0,77.8,48.0,47.0,97.9,11.0,714.0,9.0,81.8,65.0,
9.0,Joshua Karty,22.0,LAR,K,17.0,0.0,0.0,0.0,11.0,10.0,10.0,9.0,6.0,4.0,7.0,6.0,34.0,29.0,58.0,85.3,36.0,32.0,88.9,7.0,399.0,5.0,71.4,57.0,
10.0,Younghoe Koo,30.0,ATL,K,14.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,11.0,7.0,9.0,6.0,34.0,25.0,58.0,73.5,26.0,26.0,100.0,15.0,969.0,5.0,33.3,65.0,
11.0,Wil Lutz,30.0,DEN,K,17.0,0.0,0.0,0.0,2.0,2.0,14.0,13.0,11.0,11.0,7.0,5.0,34.0,31.0,55.0,91.2,46.0,46.0,100.0,95.0,6022.0,70.0,73.7,63.0,
12.0,Jake Moody,25.0,SFO,K,14.0,0.0,0.0,0.0,9.0,9.0,5.0,5.0,11.0,6.0,9.0,4.0,34.0,24.0,53.0,70.6,33.0,32.0,97.0,68.0,4256.0,49.0,72.1,63.0,
13.0,Joey Slye,28.0,NWE,K,17.0,0.0,0.0,0.0,6.0,5.0,11.0,10.0,7.0,5.0,9.0,6.0,33.0,26.0,63.0,78.8,26.0,25.0,96.2,70.0,4348.0,46.0,65.7,62.0,
14.0,Chase McLaughlin,28.0,TAM,K,17.0,0.0,0.0,0.0,11.0,11.0,7.0,7.0,4.0,4.0,10.0,8.0,32.0,30.0,56.0,93.8,56.0,54.0,96.4,7.0,351.0,5.0,71.4,50.0,
15.0,Chad Ryland,25.0,ARI,K,13.0,0.0,0.0,0.0,6.0,6.0,11.0,11.0,11.0,7.0,4.0,4.0,32.0,28.0,58.0,87.5,27.0,26.0,96.3,67.0,4374.0,54.0,80.6,65.0,
16.0,Blake Grupe,26.0,NOR,K,17.0,0.0,0.0,0.0,4.0,4.0,11.0,10.0,8.0,7.0,8.0,6.0,31.0,27.0,57.0,87.1,33.0,31.0,93.9,78.0,4975.0,21.0,26.9,64.0,
17.0,Jason Myers,33.0,SEA,K,17.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,8.0,7.0,12.0,9.0,30.0,26.0,59.0,86.7,40.0,37.0,92.5,86.0,5524.0,46.0,53.5,64.0,
18.0,Will Reichard,23.0,MIN,K,13.0,0.0,0.0,0.0,5.0,5.0,7.0,6.0,7.0,5.0,11.0,8.0,30.0,24.0,58.0,80.0,38.0,38.0,100.0,74.0,4720.0,62.0,83.8,64.0,
